method,rank,feature,score
random_forest,133,glcm_energy_135,0.003318220813330678
random_forest,134,clinical_referable_pathology_score,0.0033139124857513853
random_forest,135,texture_std,0.003272806514178231
random_forest,136,clinical_exudate_to_microaneurysm_ratio,0.0032494009358472607
random_forest,137,inferior_lesion_density,0.0032267393507946027
random_forest,138,rgb_g_max,0.003208334054949813
random_forest,139,area_adjusted_hemorrhage_count,0.0032034137371624253
random_forest,140,all_lesion_convex_hull_area_mean,0.003191993730620067
random_forest,141,area_adjusted_exudate_count,0.0031329877569387177
random_forest,142,glcm_energy_90,0.0031090030971782836
random_forest,143,vessel_complexity_score,0.003088526789681712
random_forest,144,hard_exudate_texture_std,0.0030746135349548624
random_forest,145,ma_to_exudate_ratio,0.0030651092827429843
random_forest,146,ma_density,0.003034420546755398
random_forest,147,hard_exudate_distance_to_macula_mean,0.003011255015114969
random_forest,148,glcm_energy,0.002992455195598325
random_forest,149,exudate_area,0.002980577949495631
random_forest,150,area_adjusted_ma_count,0.002964237966072719
random_forest,151,hard_exudate_mean_area,0.0029641405563434215
random_forest,152,all_lesion_perimeter_mean,0.002949093802834055
random_forest,153,texture_variance,0.002907081972029136
random_forest,154,exudate_mean_area,0.0028881933538253577
random_forest,155,hemorrhage_to_exudate_ratio,0.0028818957617474214
random_forest,156,exudate_density,0.0028732106615655347
random_forest,157,hard_exudate_texture_mean,0.002860683690438569
random_forest,158,clinical_total_lesion_count,0.0028237862592016315
random_forest,159,ma_area,0.0028138743140506163
random_forest,160,exudate_burden_score,0.0028019687316046113
random_forest,161,clinical_exudate_burden_score,0.0027406881380671057
random_forest,162,ma_mean_area,0.002714378779539709
random_forest,163,hard_exudate_coverage_pct,0.0026930505689842705
random_forest,164,neovascularization_likelihood_score,0.002644435698221847
random_forest,165,hard_exudate_area,0.002639930337873692
random_forest,166,hard_exudate_max_area,0.002544417173202661
random_forest,167,nasal_lesion_count,0.0025153687408018036
random_forest,168,ma_max_area,0.002456975973050298
random_forest,169,total_lesion_count,0.0024291832358874863
random_forest,170,ma_density_per_retinal_area,0.0024011765869365533
random_forest,171,hemorrhage_to_ma_ratio,0.002375630505993454
random_forest,172,hemorrhage_count,0.002329165288695567
random_forest,173,superior_lesion_count,0.002259892888882003
random_forest,174,hsv_v_min,0.0021759535768569815
random_forest,175,vessel_branchpoint_count,0.0021578917289532176
random_forest,176,vessel_branching_count,0.0021018147514173992
random_forest,177,inferior_lesion_count,0.002058987140642627
random_forest,178,ma_nasal_count,0.0020523027602608705
random_forest,179,exudate_count,0.001971538084028284
random_forest,180,hard_exudate_count,0.0019416012744905508
random_forest,181,hsv_h_max,0.0019220856443792056
random_forest,182,ma_count,0.0018517198010096691
random_forest,183,lab_color_l_min,0.0018284227198852262
random_forest,184,ma_inferior_count,0.0013969146667021269
random_forest,185,ma_superior_count,0.0013796884145673963
random_forest,186,ma_temporal_count,0.0013427567048833256
random_forest,187,rgb_r_min,0.0012846518061149232
random_forest,188,rgb_r_max,0.0011495315646520108
random_forest,189,hsv_v_max,0.0011469806478776696
random_forest,190,cotton_wool_aspect_ratio_mean,0.0010092614040505547
random_forest,191,cotton_wool_area,0.001002020031338583
random_forest,192,cotton_wool_mean_area,0.0009425282621487865
random_forest,193,cotton_wool_circularity_mean,0.0009422601678979187
random_forest,194,cotton_wool_solidity_mean,0.0009312811043415094
random_forest,195,cotton_wool_distribution_entropy,0.0008485363817040429
random_forest,196,cotton_wool_count,0.0008460076077174084
random_forest,197,vessel_curvature_max,0.0006706775714381605
random_forest,198,soft_exudate_distance_to_optic_disc_mean,0.000633080090138975
random_forest,199,soft_exudate_texture_mean,0.0006108453623816675
random_forest,200,soft_exudate_brightness_std,0.0005838592805398116
random_forest,201,soft_exudate_brightness_mean,0.0005726854626907252
random_forest,202,soft_exudate_distance_to_macula_mean,0.0005608691050410404
random_forest,203,soft_exudate_max_area,0.000543437343928872
random_forest,204,soft_exudate_texture_std,0.0005222380929300207
random_forest,205,soft_exudate_mean_area,0.0004585444112822674
random_forest,206,soft_exudate_area,0.0004425706652528604
random_forest,207,soft_exudate_coverage_pct,0.0003959771404813918
random_forest,208,rgb_g_min,0.0003819047644431519
random_forest,209,soft_exudate_count,0.000369084274260034
random_forest,210,rgb_b_min,0.000318493647060877
random_forest,211,hsv_s_min,0.0002570917565271037
random_forest,212,hsv_s_max,0.00012213046816978514
random_forest,213,hsv_h_min,8.646748092329449e-06
shap,1,fft_mid_frequency_ratio,0.01417319429032355
shap,2,vessel_average_width,0.011612751515523585
shap,3,lab_color_a_max,0.010566728020798648
shap,4,temporal_texture_mean,0.0095905475281717
shap,5,vessel_area_ratio,0.009488223114206499
shap,6,fft_low_frequency_ratio,0.009164257722163938
shap,7,vessel_density,0.007923546671814793
shap,8,lbp_entropy,0.007240550592219194
shap,9,inferior_texture_mean,0.007191114273076325
shap,10,texture_mean,0.007145512847596675
shap,11,lbp_uniform_ratio,0.0069847475512545484
shap,12,quality_snr,0.006651523178735195
shap,13,nasal_vessel_density,0.0066042313251985455
shap,14,all_lesion_circularity_mean,0.006516412107878442
shap,15,all_lesion_eccentricity_mean,0.006404705976463768
shap,16,lab_color_a_mean,0.006150449232806457
shap,17,fft_dominant_radius_std,0.0057400733520608285
shap,18,lab_b_std,0.005694033046542259
shap,19,lab_color_l_entropy,0.005602947816325163
shap,20,wavelet_vertical_energy,0.0055915645366944
shap,21,lab_b_exudate_std,0.005560863595660372
shap,22,vessel_skeleton_length,0.005554658226877551
shap,23,temporal_lesion_density,0.005387529015515083
shap,24,vessel_endpoint_count,0.005349630746510396
shap,25,lab_color_b_std,0.00531073038291079
shap,26,quality_blur_score,0.005287524260984984
shap,27,vessel_length,0.0047709611751887895
shap,28,superior_texture_mean,0.0047553053089573255
shap,29,hsv_s_entropy,0.004678613393121633
shap,30,lbp_std,0.00467092571892722
shap,31,hard_exudate_brightness_std,0.004532584267796213
shap,32,glcm_homogeneity,0.004378998206942316
shap,33,inferior_vessel_density,0.004359172919242087
shap,34,rgb_g_max,0.004224176245674562
shap,35,quality_sharpness,0.004171981465590436
shap,36,rgb_b_max,0.003998634855704333
shap,37,vessel_fragmentation_index,0.003950444094424592
shap,38,rgb_g_entropy,0.0039125459005699545
shap,39,temporal_lesion_count,0.003862147611033282
shap,40,hemorrhage_retina_affected_pct,0.003846180377852505
shap,41,hsv_s_std,0.0037912156779539912
shap,42,local_texture_variance_mean,0.0037058203951484676
shap,43,rgb_b_std,0.0035423423692415375
shap,44,hemorrhage_density,0.0034570506092801863
shap,45,nasal_texture_std,0.003435978537680929
shap,46,all_lesion_solidity_mean,0.0034210496013184362
shap,47,vessel_abnormality_score,0.003358252130883969
shap,48,nasal_texture_mean,0.0033140254220762437
shap,49,glcm_correlation,0.0032749867723271342
shap,50,wavelet_detail_energy,0.003223722595667593
shap,51,superior_vessel_density,0.0031063647021984746
shap,52,glcm_contrast_90,0.0030957663692736154
