number,value,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.7907921341938488,10.0,log2,6,8,240,0.790708025595084,"{'accuracy': {'mean': 0.8041517270937335, 'std': 0.003740963874459532}, 'balanced_accuracy': {'mean': 0.8081109049154056, 'std': 0.004635588629910696}, 'brier_score': {'mean': 0.1439439243179806, 'std': 0.001416672771271835}, 'cohen_kappa': {'mean': 0.6079123649334889, 'std': 0.008110844436917876}, 'f1': {'mean': 0.790708025595084, 'std': 0.005519937982240006}, 'mean_absolute_stage_error': {'mean': 0.1958482729062665, 'std': 0.0037409638744595277}, 'precision': {'mean': 0.7461133163256839, 'std': 0.0021993643074991304}, 'quadratic_weighted_kappa': {'mean': 0.6079123649334889, 'std': 0.008110844436917876}, 'recall': {'mean': 0.8410859876477452, 'std': 0.012789207811932261}, 'roc_auc': {'mean': 0.889101899013885, 'std': 0.0038626753112178786}}",0.8410859876477452,COMPLETE
31,0.8024685194965243,14.0,sqrt,5,12,240,0.8023847668735902,"{'accuracy': {'mean': 0.8185459247146201, 'std': 0.0061134448053595785}, 'balanced_accuracy': {'mean': 0.8205814188513507, 'std': 0.0067590061749993584}, 'brier_score': {'mean': 0.1353813833102529, 'std': 0.0012066543163007262}, 'cohen_kappa': {'mean': 0.6351921208441663, 'std': 0.012653305108109924}, 'f1': {'mean': 0.8023847668735902, 'std': 0.007663031569283231}, 'mean_absolute_stage_error': {'mean': 0.18145407528538, 'std': 0.006113444805359591}, 'precision': {'mean': 0.7701838447409071, 'std': 0.0057102378948449125}, 'quadratic_weighted_kappa': {'mean': 0.6351921208441663, 'std': 0.012653305108109924}, 'recall': {'mean': 0.8375262293416839, 'std': 0.014144639788941015}, 'roc_auc': {'mean': 0.8974289662687586, 'std': 0.002968816550945297}}",0.8375262293416839,COMPLETE
32,0.8015337232091129,14.0,sqrt,4,12,240,0.801450282291092,"{'accuracy': {'mean': 0.8181539122384885, 'std': 0.006502981774537238}, 'balanced_accuracy': {'mean': 0.819897173111371, 'std': 0.007138486243107947}, 'brier_score': {'mean': 0.13501846771368886, 'std': 0.0011882726191411684}, 'cohen_kappa': {'mean': 0.6341959099562202, 'std': 0.01343130385248114}, 'f1': {'mean': 0.801450282291092, 'std': 0.008044649389857281}, 'mean_absolute_stage_error': {'mean': 0.18184608776151145, 'std': 0.006502981774537227}, 'precision': {'mean': 0.7710941484876255, 'std': 0.005852920976177832}, 'quadratic_weighted_kappa': {'mean': 0.6341959099562202, 'std': 0.01343130385248114}, 'recall': {'mean': 0.8344091802076546, 'std': 0.014128666286153382}, 'roc_auc': {'mean': 0.8979302506391814, 'std': 0.0031226910429097924}}",0.8344091802076546,COMPLETE
33,0.8021316749939037,,sqrt,5,10,280,0.8020484120761852,"{'accuracy': {'mean': 0.8192307120705038, 'std': 0.00792625087256021}, 'balanced_accuracy': {'mean': 0.8206680107610037, 'std': 0.008540999741539193}, 'brier_score': {'mean': 0.13449959436836875, 'std': 0.0009731298753181804}, 'cohen_kappa': {'mean': 0.6361283606526935, 'std': 0.016271701167114284}, 'f1': {'mean': 0.8020484120761852, 'std': 0.009557614901350457}, 'mean_absolute_stage_error': {'mean': 0.18076928792949626, 'std': 0.007926250872560225}, 'precision': {'mean': 0.773760038406159, 'std': 0.007787696145998145}, 'quadratic_weighted_kappa': {'mean': 0.6361283606526935, 'std': 0.016271701167114284}, 'recall': {'mean': 0.8326291771852417, 'std': 0.015874834526610482}, 'roc_auc': {'mean': 0.8981636152291215, 'std': 0.002637423164190209}}",0.8326291771852417,COMPLETE
34,0.8000350053507749,14.0,sqrt,6,11,200,0.7999515421114914,"{'accuracy': {'mean': 0.816391462114969, 'std': 0.005849554871930654}, 'balanced_accuracy': {'mean': 0.8183474049287256, 'std': 0.006533068259916674}, 'brier_score': {'mean': 0.13562800697894956, 'std': 0.0012702989248232386}, 'cohen_kappa': {'mean': 0.6308253516528369, 'std': 0.012146698117604403}, 'f1': {'mean': 0.7999515421114914, 'std': 0.007436628525736159}, 'mean_absolute_stage_error': {'mean': 0.1836085378850311, 'std': 0.0058495548719306525}, 'precision': {'mean': 0.7681640583601483, 'std': 0.0057190272739488365}, 'quadratic_weighted_kappa': {'mean': 0.6308253516528369, 'std': 0.012146698117604403}, 'recall': {'mean': 0.8346323928344039, 'std': 0.014487734234304436}, 'roc_auc': {'mean': 0.8970249074979479, 'std': 0.003311274548185515}}",0.8346323928344039,COMPLETE
35,0.8017637622580384,,sqrt,4,12,240,0.801680700008719,"{'accuracy': {'mean': 0.8192309038339751, 'std': 0.006927904619974237}, 'balanced_accuracy': {'mean': 0.8204524527221467, 'std': 0.0073792968223652085}, 'brier_score': {'mean': 0.13436488777059286, 'std': 0.0011684332821027058}, 'cohen_kappa': {'mean': 0.6359790274340307, 'std': 0.014166020249321966}, 'f1': {'mean': 0.801680700008719, 'std': 0.008254362837351035}, 'mean_absolute_stage_error': {'mean': 0.18076909616602496, 'std': 0.0069279046199742424}, 'precision': {'mean': 0.7748010798062409, 'std': 0.007632735533993875}, 'quadratic_weighted_kappa': {'mean': 0.6359790274340307, 'std': 0.014166020249321966}, 'recall': {'mean': 0.8306224931933774, 'std': 0.013830642677771596}, 'roc_auc': {'mean': 0.8984055696251854, 'std': 0.0030886926418827606}}",0.8306224931933774,COMPLETE
36,0.8021026126762433,18.0,sqrt,5,8,280,0.802019416672765,"{'accuracy': {'mean': 0.8193284634999806, 'std': 0.008754888334110188}, 'balanced_accuracy': {'mean': 0.8206831663857489, 'std': 0.009241286618632664}, 'brier_score': {'mean': 0.13441289062357603, 'std': 0.0009329188568190635}, 'cohen_kappa': {'mean': 0.6362676631879932, 'std': 0.017846959706009302}, 'f1': {'mean': 0.802019416672765, 'std': 0.010198925058202156}, 'mean_absolute_stage_error': {'mean': 0.18067153650001944, 'std': 0.008754888334110198}, 'precision': {'mean': 0.7742353255903103, 'std': 0.008468851395171844}, 'quadratic_weighted_kappa': {'mean': 0.6362676631879932, 'std': 0.017846959706009302}, 'recall': {'mean': 0.8319600347825226, 'std': 0.014765791460903416}, 'roc_auc': {'mean': 0.8983566827428009, 'std': 0.002494329133980189}}",0.8319600347825226,COMPLETE
37,0.7998837953338074,14.0,,1,11,200,0.7998009332574098,"{'accuracy': {'mean': 0.8174684057695876, 'std': 0.008396388276314136}, 'balanced_accuracy': {'mean': 0.8186635747274202, 'std': 0.00816383332434736}, 'brier_score': {'mean': 0.13529095459479684, 'std': 0.0021436964239183844}, 'cohen_kappa': {'mean': 0.6324511501743307, 'std': 0.016610045751141177}, 'f1': {'mean': 0.7998009332574098, 'std': 0.008599310735167596}, 'mean_absolute_stage_error': {'mean': 0.18253159423041246, 'std': 0.00839638827631412}, 'precision': {'mean': 0.7730324485552471, 'std': 0.011675862301176263}, 'quadratic_weighted_kappa': {'mean': 0.6324511501743307, 'std': 0.016610045751141177}, 'recall': {'mean': 0.8286207639768017, 'std': 0.010270356366561328}, 'roc_auc': {'mean': 0.891678730971865, 'std': 0.004141380865978711}}",0.8286207639768017,COMPLETE
38,0.7921492326976773,10.0,log2,7,6,160,0.7920649461233842,"{'accuracy': {'mean': 0.8053263262960935, 'std': 0.004055939212621806}, 'balanced_accuracy': {'mean': 0.8093511976714247, 'std': 0.004549103172092773}, 'brier_score': {'mean': 0.144253155349716, 'std': 0.0011541437183651734}, 'cohen_kappa': {'mean': 0.6103074888201341, 'std': 0.008408455845678306}, 'f1': {'mean': 0.7920649461233842, 'std': 0.005202870105264777}, 'mean_absolute_stage_error': {'mean': 0.19467367370390665, 'std': 0.004055939212621818}, 'precision': {'mean': 0.7471268634149687, 'std': 0.004599999250046746}, 'quadratic_weighted_kappa': {'mean': 0.6103074888201341, 'std': 0.008408455845678306}, 'recall': {'mean': 0.8428657429313937, 'std': 0.011387248462738031}, 'roc_auc': {'mean': 0.8885441520010502, 'std': 0.0032265659122022116}}",0.8428657429313937,COMPLETE
39,0.8032946883993427,,sqrt,4,10,240,0.8032116257784152,"{'accuracy': {'mean': 0.8209931621940234, 'std': 0.00952920504209308}, 'balanced_accuracy': {'mean': 0.8220268960953078, 'std': 0.010180620103250144}, 'brier_score': {'mean': 0.1339233358749584, 'std': 0.001370985857399283}, 'cohen_kappa': {'mean': 0.6393648819999349, 'std': 0.019528567964346082}, 'f1': {'mean': 0.8032116257784152, 'std': 0.011352573714565916}, 'mean_absolute_stage_error': {'mean': 0.17900683780597657, 'std': 0.00952920504209307}, 'precision': {'mean': 0.7776531219513398, 'std': 0.008764773862431513}, 'quadratic_weighted_kappa': {'mean': 0.6393648819999349, 'std': 0.019528567964346082}, 'recall': {'mean': 0.8306262092748439, 'std': 0.01708599236161954}, 'roc_auc': {'mean': 0.8988985996195169, 'std': 0.003337917930581185}}",0.8306262092748439,COMPLETE
40,0.8034177614146201,,,4,9,320,0.803334899214353,"{'accuracy': {'mean': 0.8214837890352523, 'std': 0.006281133695806912}, 'balanced_accuracy': {'mean': 0.822249257305064, 'std': 0.0059733933279008}, 'brier_score': {'mean': 0.13336180537947065, 'std': 0.0020303753384822553}, 'cohen_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'f1': {'mean': 0.803334899214353, 'std': 0.0062641380866869534}, 'mean_absolute_stage_error': {'mean': 0.17851621096474765, 'std': 0.006281133695806942}, 'precision': {'mean': 0.7796619209760427, 'std': 0.00997675116056065}, 'quadratic_weighted_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'recall': {'mean': 0.8286220026706239, 'std': 0.008679265263473993}, 'roc_auc': {'mean': 0.8955390553348769, 'std': 0.003983679678992106}}",0.8286220026706239,COMPLETE
41,0.8034177614146201,,,4,9,320,0.803334899214353,"{'accuracy': {'mean': 0.8214837890352523, 'std': 0.006281133695806912}, 'balanced_accuracy': {'mean': 0.822249257305064, 'std': 0.0059733933279008}, 'brier_score': {'mean': 0.13336180537947065, 'std': 0.0020303753384822553}, 'cohen_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'f1': {'mean': 0.803334899214353, 'std': 0.0062641380866869534}, 'mean_absolute_stage_error': {'mean': 0.17851621096474765, 'std': 0.006281133695806942}, 'precision': {'mean': 0.7796619209760427, 'std': 0.00997675116056065}, 'quadratic_weighted_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'recall': {'mean': 0.8286220026706239, 'std': 0.008679265263473993}, 'roc_auc': {'mean': 0.8955390553348769, 'std': 0.003983679678992106}}",0.8286220026706239,COMPLETE
42,0.801001593992391,,,4,8,320,0.8009189988792859,"{'accuracy': {'mean': 0.8193290867312623, 'std': 0.006474933215294939}, 'balanced_accuracy': {'mean': 0.8200391602861096, 'std': 0.006108087153123138}, 'brier_score': {'mean': 0.13331047255609146, 'std': 0.0019130244476462525}, 'cohen_kappa': {'mean': 0.6358277429800304, 'std': 0.012667867876025482}, 'f1': {'mean': 0.8009189988792859, 'std': 0.006382020157060335}, 'mean_absolute_stage_error': {'mean': 0.1806709132687378, 'std': 0.0064749332152949455}, 'precision': {'mean': 0.7775146013949437, 'std': 0.010855299050692668}, 'quadratic_weighted_kappa': {'mean': 0.6358277429800304, 'std': 0.012667867876025482}, 'recall': {'mean': 0.825951131051329, 'std': 0.009641862571411954}, 'roc_auc': {'mean': 0.8954999137879817, 'std': 0.0037595875995532413}}",0.825951131051329,COMPLETE
43,0.7999630314866446,,,3,7,320,0.799881015116067,"{'accuracy': {'mean': 0.8194270299242102, 'std': 0.0069350497043741514}, 'balanced_accuracy': {'mean': 0.8195061228435329, 'std': 0.0067299630810535}, 'brier_score': {'mean': 0.1331974779482268, 'std': 0.002116872079442468}, 'cohen_kappa': {'mean': 0.6355637396632141, 'std': 0.013743564103298534}, 'f1': {'mean': 0.799881015116067, 'std': 0.007158333401067203}, 'mean_absolute_stage_error': {'mean': 0.1805729700757897, 'std': 0.006935049704374167}, 'precision': {'mean': 0.7806628487490607, 'std': 0.010005730994657295}, 'quadratic_weighted_kappa': {'mean': 0.6355637396632141, 'std': 0.013743564103298534}, 'recall': {'mean': 0.8201637057755338, 'std': 0.008481281454880479}, 'roc_auc': {'mean': 0.8954938551967428, 'std': 0.004192576608027575}}",0.8201637057755338,COMPLETE
44,0.8034177614146201,,,4,9,320,0.803334899214353,"{'accuracy': {'mean': 0.8214837890352523, 'std': 0.006281133695806912}, 'balanced_accuracy': {'mean': 0.822249257305064, 'std': 0.0059733933279008}, 'brier_score': {'mean': 0.13336180537947065, 'std': 0.0020303753384822553}, 'cohen_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'f1': {'mean': 0.803334899214353, 'std': 0.0062641380866869534}, 'mean_absolute_stage_error': {'mean': 0.17851621096474765, 'std': 0.006281133695806942}, 'precision': {'mean': 0.7796619209760427, 'std': 0.00997675116056065}, 'quadratic_weighted_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'recall': {'mean': 0.8286220026706239, 'std': 0.008679265263473993}, 'roc_auc': {'mean': 0.8955390553348769, 'std': 0.003983679678992106}}",0.8286220026706239,COMPLETE
45,0.8034177614146201,,,4,9,320,0.803334899214353,"{'accuracy': {'mean': 0.8214837890352523, 'std': 0.006281133695806912}, 'balanced_accuracy': {'mean': 0.822249257305064, 'std': 0.0059733933279008}, 'brier_score': {'mean': 0.13336180537947065, 'std': 0.0020303753384822553}, 'cohen_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'f1': {'mean': 0.803334899214353, 'std': 0.0062641380866869534}, 'mean_absolute_stage_error': {'mean': 0.17851621096474765, 'std': 0.006281133695806942}, 'precision': {'mean': 0.7796619209760427, 'std': 0.00997675116056065}, 'quadratic_weighted_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'recall': {'mean': 0.8286220026706239, 'std': 0.008679265263473993}, 'roc_auc': {'mean': 0.8955390553348769, 'std': 0.003983679678992106}}",0.8286220026706239,COMPLETE
46,0.8034177614146201,,,4,9,320,0.803334899214353,"{'accuracy': {'mean': 0.8214837890352523, 'std': 0.006281133695806912}, 'balanced_accuracy': {'mean': 0.822249257305064, 'std': 0.0059733933279008}, 'brier_score': {'mean': 0.13336180537947065, 'std': 0.0020303753384822553}, 'cohen_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'f1': {'mean': 0.803334899214353, 'std': 0.0062641380866869534}, 'mean_absolute_stage_error': {'mean': 0.17851621096474765, 'std': 0.006281133695806942}, 'precision': {'mean': 0.7796619209760427, 'std': 0.00997675116056065}, 'quadratic_weighted_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'recall': {'mean': 0.8286220026706239, 'std': 0.008679265263473993}, 'roc_auc': {'mean': 0.8955390553348769, 'std': 0.003983679678992106}}",0.8286220026706239,COMPLETE
47,0.801001593992391,,,4,7,320,0.8009189988792859,"{'accuracy': {'mean': 0.8193290867312623, 'std': 0.006474933215294939}, 'balanced_accuracy': {'mean': 0.8200391602861096, 'std': 0.006108087153123138}, 'brier_score': {'mean': 0.1333104725560915, 'std': 0.0019130244476462466}, 'cohen_kappa': {'mean': 0.6358277429800304, 'std': 0.012667867876025482}, 'f1': {'mean': 0.8009189988792859, 'std': 0.006382020157060335}, 'mean_absolute_stage_error': {'mean': 0.1806709132687378, 'std': 0.0064749332152949455}, 'precision': {'mean': 0.7775146013949437, 'std': 0.010855299050692668}, 'quadratic_weighted_kappa': {'mean': 0.6358277429800304, 'std': 0.012667867876025482}, 'recall': {'mean': 0.825951131051329, 'std': 0.009641862571411954}, 'roc_auc': {'mean': 0.8954999137879817, 'std': 0.0037595875995532413}}",0.825951131051329,COMPLETE
48,0.8034177614146201,,,4,9,320,0.803334899214353,"{'accuracy': {'mean': 0.8214837890352523, 'std': 0.006281133695806912}, 'balanced_accuracy': {'mean': 0.822249257305064, 'std': 0.0059733933279008}, 'brier_score': {'mean': 0.13336180537947065, 'std': 0.0020303753384822553}, 'cohen_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'f1': {'mean': 0.803334899214353, 'std': 0.0062641380866869534}, 'mean_absolute_stage_error': {'mean': 0.17851621096474765, 'std': 0.006281133695806942}, 'precision': {'mean': 0.7796619209760427, 'std': 0.00997675116056065}, 'quadratic_weighted_kappa': {'mean': 0.6401861391213167, 'std': 0.012331775519104487}, 'recall': {'mean': 0.8286220026706239, 'std': 0.008679265263473993}, 'roc_auc': {'mean': 0.8955390553348769, 'std': 0.003983679678992106}}",0.8286220026706239,COMPLETE
49,0.7999092028452749,,,3,9,320,0.7998269415106071,"{'accuracy': {'mean': 0.8188400898795389, 'std': 0.006762913798447361}, 'balanced_accuracy': {'mean': 0.8192450822617584, 'std': 0.006684133938473441}, 'brier_score': {'mean': 0.13345179867827076, 'std': 0.0020786162633893487}, 'cohen_kappa': {'mean': 0.6346187641089648, 'std': 0.013467067980103893}, 'f1': {'mean': 0.7998269415106071, 'std': 0.007211377512092606}, 'mean_absolute_stage_error': {'mean': 0.181159910120461, 'std': 0.006762913798447366}, 'precision': {'mean': 0.778381464828479, 'std': 0.0096221938091425}, 'quadratic_weighted_kappa': {'mean': 0.6346187641089648, 'std': 0.013467067980103893}, 'recall': {'mean': 0.8226133466781947, 'std': 0.010300319180986915}, 'roc_auc': {'mean': 0.8951565704143991, 'std': 0.004107128285787272}}",0.8226133466781947,COMPLETE
