number,value,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.7530096879879214,10.0,log2,6,6,160,0.7529239549413045,"{'accuracy': {'mean': 0.7524484599715326, 'std': 0.0030289165829045124}, 'balanced_accuracy': {'mean': 0.7636884666318722, 'std': 0.003058840088249965}, 'brier_score': {'mean': 0.1719596233827137, 'std': 0.0014625974992299566}, 'cohen_kappa': {'mean': 0.5121556432138534, 'std': 0.00590823455178389}, 'f1': {'mean': 0.7529239549413045, 'std': 0.0032240424974469433}, 'mean_absolute_stage_error': {'mean': 0.24755154002846727, 'std': 0.0030289165829045063}, 'precision': {'mean': 0.6712238577528907, 'std': 0.003495851640010817}, 'quadratic_weighted_kappa': {'mean': 0.5121556432138534, 'std': 0.00590823455178389}, 'recall': {'mean': 0.8573304661700331, 'std': 0.007619413647065001}, 'roc_auc': {'mean': 0.8599841179689239, 'std': 0.004264253555249725}}",0.8573304661700331,COMPLETE
31,0.8074578968218052,18.0,,5,10,200,0.8073741888661703,"{'accuracy': {'mean': 0.8243232307542584, 'std': 0.006519336760101744}, 'balanced_accuracy': {'mean': 0.8256911679048402, 'std': 0.007252210347154137}, 'brier_score': {'mean': 0.1296703486558524, 'std': 0.0010651426408250157}, 'cohen_kappa': {'mean': 0.6462764941828975, 'std': 0.013529809982006012}, 'f1': {'mean': 0.8073741888661703, 'std': 0.008219120691823168}, 'mean_absolute_stage_error': {'mean': 0.17567676924574155, 'std': 0.006519336760101777}, 'precision': {'mean': 0.7798127183106661, 'std': 0.005458723274572268}, 'quadratic_weighted_kappa': {'mean': 0.6462764941828975, 'std': 0.013529809982006012}, 'recall': {'mean': 0.8370795563494207, 'std': 0.014804077153326073}, 'roc_auc': {'mean': 0.9043280524642514, 'std': 0.002542261741637243}}",0.8370795563494207,COMPLETE
32,0.8074578968218052,18.0,,5,8,200,0.8073741888661703,"{'accuracy': {'mean': 0.8243232307542584, 'std': 0.006519336760101744}, 'balanced_accuracy': {'mean': 0.8256911679048402, 'std': 0.007252210347154137}, 'brier_score': {'mean': 0.1296703486558524, 'std': 0.0010651426408250157}, 'cohen_kappa': {'mean': 0.6462764941828975, 'std': 0.013529809982006012}, 'f1': {'mean': 0.8073741888661703, 'std': 0.008219120691823168}, 'mean_absolute_stage_error': {'mean': 0.17567676924574155, 'std': 0.006519336760101777}, 'precision': {'mean': 0.7798127183106661, 'std': 0.005458723274572268}, 'quadratic_weighted_kappa': {'mean': 0.6462764941828975, 'std': 0.013529809982006012}, 'recall': {'mean': 0.8370795563494207, 'std': 0.014804077153326073}, 'roc_auc': {'mean': 0.9043280524642514, 'std': 0.002542261741637243}}",0.8370795563494207,COMPLETE
33,0.8067103989872998,,,4,9,200,0.8066272918972641,"{'accuracy': {'mean': 0.8247143802947692, 'std': 0.007924162887737103}, 'balanced_accuracy': {'mean': 0.8253968595477792, 'std': 0.008240590297851718}, 'brier_score': {'mean': 0.1287950982953691, 'std': 0.0012328701208447386}, 'cohen_kappa': {'mean': 0.6465902236197132, 'std': 0.016081425392008228}, 'f1': {'mean': 0.8066272918972641, 'std': 0.009102503019912275}, 'mean_absolute_stage_error': {'mean': 0.17528561970523077, 'std': 0.00792416288773712}, 'precision': {'mean': 0.7836803272075029, 'std': 0.008964494926098649}, 'quadratic_weighted_kappa': {'mean': 0.6465902236197132, 'std': 0.016081425392008228}, 'recall': {'mean': 0.8310709003569915, 'std': 0.013388585022258034}, 'roc_auc': {'mean': 0.9045827403740396, 'std': 0.0025874804918754922}}",0.8310709003569915,COMPLETE
34,0.8078429259146775,18.0,,5,7,160,0.807759106798659,"{'accuracy': {'mean': 0.8245192130218904, 'std': 0.006107048428827365}, 'balanced_accuracy': {'mean': 0.8259848850135049, 'std': 0.006830706228482766}, 'brier_score': {'mean': 0.12964156240619348, 'std': 0.0009601485375319167}, 'cohen_kappa': {'mean': 0.6467385086016361, 'std': 0.012708799685848593}, 'f1': {'mean': 0.807759106798659, 'std': 0.0077542654593508375}, 'mean_absolute_stage_error': {'mean': 0.1754807869781097, 'std': 0.006107048428827346}, 'precision': {'mean': 0.7795363114903917, 'std': 0.004402433594807859}, 'quadratic_weighted_kappa': {'mean': 0.6467385086016361, 'std': 0.012708799685848593}, 'recall': {'mean': 0.8381911601854078, 'std': 0.01365329227947955}, 'roc_auc': {'mean': 0.9042956630010112, 'std': 0.0023080603836476386}}",0.8381911601854078,COMPLETE
35,0.8051556270245235,,,6,6,160,0.8050714516849355,"{'accuracy': {'mean': 0.8206996682012537, 'std': 0.007475865940369561}, 'balanced_accuracy': {'mean': 0.8229568575000312, 'std': 0.007914711750413687}, 'brier_score': {'mean': 0.13090634208870308, 'std': 0.0010281175345071502}, 'cohen_kappa': {'mean': 0.6396621285004518, 'std': 0.015211016418663197}, 'f1': {'mean': 0.8050714516849355, 'std': 0.008708291900830082}, 'mean_absolute_stage_error': {'mean': 0.17930033179874616, 'std': 0.007475865940369539}, 'precision': {'mean': 0.7715825246729702, 'std': 0.008343677712567084}, 'quadratic_weighted_kappa': {'mean': 0.6396621285004518, 'std': 0.015211016418663197}, 'recall': {'mean': 0.8417533958791135, 'std': 0.014686000895174649}, 'roc_auc': {'mean': 0.902986234006347, 'std': 0.002726721314248006}}",0.8417533958791135,COMPLETE
36,0.7967398025963836,18.0,sqrt,4,7,120,0.7966551155523777,"{'accuracy': {'mean': 0.8098308981769525, 'std': 0.003968431220340124}, 'balanced_accuracy': {'mean': 0.8138010222060095, 'std': 0.0046642381363475585}, 'brier_score': {'mean': 0.14120234476958773, 'std': 0.0012925960391135718}, 'cohen_kappa': {'mean': 0.619230441422147, 'std': 0.008389363211727327}, 'f1': {'mean': 0.7966551155523777, 'std': 0.005410364186269702}, 'mean_absolute_stage_error': {'mean': 0.19016910182304742, 'std': 0.003968431220340125}, 'precision': {'mean': 0.7521480271003128, 'std': 0.003568631500823771}, 'quadratic_weighted_kappa': {'mean': 0.619230441422147, 'std': 0.008389363211727327}, 'recall': {'mean': 0.8468704400583673, 'std': 0.012148036732292922}, 'roc_auc': {'mean': 0.893416211888785, 'std': 0.0033761100993344923}}",0.8468704400583673,COMPLETE
37,0.8060530580775027,14.0,,7,7,160,0.8059679033522574,"{'accuracy': {'mean': 0.8196231560144455, 'std': 0.005085160429852256}, 'balanced_accuracy': {'mean': 0.8230456346206723, 'std': 0.005231374791266693}, 'brier_score': {'mean': 0.13366880674393639, 'std': 0.0011557176919200379}, 'cohen_kappa': {'mean': 0.6383532408106285, 'std': 0.010201141807036976}, 'f1': {'mean': 0.8059679033522574, 'std': 0.0056799726068429745}, 'mean_absolute_stage_error': {'mean': 0.18037684398555448, 'std': 0.00508516042985223}, 'precision': {'mean': 0.7651334980070745, 'std': 0.007216617911361593}, 'quadratic_weighted_kappa': {'mean': 0.6383532408106285, 'std': 0.010201141807036976}, 'recall': {'mean': 0.8515472524532331, 'std': 0.011221258307338553}, 'roc_auc': {'mean': 0.9009964179758615, 'std': 0.00294730944460369}}",0.8515472524532331,COMPLETE
38,0.7573032102300348,10.0,log2,3,8,120,0.7572175881951582,"{'accuracy': {'mean': 0.7584223235692168, 'std': 0.0044571049307764316}, 'balanced_accuracy': {'mean': 0.7689045506107635, 'std': 0.00411118696999219}, 'brier_score': {'mean': 0.17049628755486065, 'std': 0.0015323225840372997}, 'cohen_kappa': {'mean': 0.5231520294066192, 'std': 0.008384432589601863}, 'f1': {'mean': 0.7572175881951582, 'std': 0.003710938452371867}, 'mean_absolute_stage_error': {'mean': 0.24157767643078323, 'std': 0.00445710493077645}, 'precision': {'mean': 0.6787728503314208, 'std': 0.005416520550410772}, 'quadratic_weighted_kappa': {'mean': 0.5231520294066192, 'std': 0.008384432589601863}, 'recall': {'mean': 0.8562203487666326, 'std': 0.005481057134434558}, 'roc_auc': {'mean': 0.8617970925424941, 'std': 0.0037653664587180753}}",0.8562203487666326,COMPLETE
39,0.8097041040398185,,,2,11,160,0.8096211305305246,"{'accuracy': {'mean': 0.82833736755736, 'std': 0.008643225292463804}, 'balanced_accuracy': {'mean': 0.8284880030034412, 'std': 0.008901980655149811}, 'brier_score': {'mean': 0.12831511619807373, 'std': 0.001382480524748757}, 'cohen_kappa': {'mean': 0.6534939748106909, 'std': 0.01750315041855558}, 'f1': {'mean': 0.8096211305305246, 'std': 0.009809102523128624}, 'mean_absolute_stage_error': {'mean': 0.17166263244263996, 'std': 0.008643225292463794}, 'precision': {'mean': 0.7905632620826714, 'std': 0.010173302520515778}, 'quadratic_weighted_kappa': {'mean': 0.6534939748106909, 'std': 0.01750315041855558}, 'recall': {'mean': 0.8297350929391974, 'std': 0.013587393610578567}, 'roc_auc': {'mean': 0.9051196837016955, 'std': 0.0029204446978123525}}",0.8297350929391974,COMPLETE
40,0.8039184567355477,,sqrt,2,11,120,0.8038343480376875,"{'accuracy': {'mean': 0.819426838160739, 'std': 0.006496509844733507}, 'balanced_accuracy': {'mean': 0.8217500583229311, 'std': 0.007019852526547111}, 'brier_score': {'mean': 0.13679953953755913, 'std': 0.0012088134485009755}, 'cohen_kappa': {'mean': 0.6371633301450533, 'std': 0.013329090429250642}, 'f1': {'mean': 0.8038343480376875, 'std': 0.007819162633622834}, 'mean_absolute_stage_error': {'mean': 0.18057316183926098, 'std': 0.006496509844733502}, 'precision': {'mean': 0.7698279216348587, 'std': 0.006228896815602442}, 'quadratic_weighted_kappa': {'mean': 0.6371633301450533, 'std': 0.013329090429250642}, 'recall': {'mean': 0.841086978602803, 'std': 0.013270995624939443}, 'roc_auc': {'mean': 0.8977225582672554, 'std': 0.003221334705621506}}",0.841086978602803,COMPLETE
41,0.8077053656992984,,,1,12,160,0.8076231266858933,"{'accuracy': {'mean': 0.8276521966745338, 'std': 0.008006482178102741}, 'balanced_accuracy': {'mean': 0.8270884037852012, 'std': 0.008327173611097208}, 'brier_score': {'mean': 0.12878940858159607, 'std': 0.0011584380288528426}, 'cohen_kappa': {'mean': 0.6516208490534077, 'std': 0.01628195689681824}, 'f1': {'mean': 0.8076231266858933, 'std': 0.009280207033379952}, 'mean_absolute_stage_error': {'mean': 0.17234780332546623, 'std': 0.008006482178102738}, 'precision': {'mean': 0.7934907999639771, 'std': 0.009415021724644132}, 'quadratic_weighted_kappa': {'mean': 0.6516208490534077, 'std': 0.01628195689681824}, 'recall': {'mean': 0.8223901340514453, 'std': 0.013638251224170266}, 'roc_auc': {'mean': 0.9045116642636367, 'std': 0.0025609823296862135}}",0.8223901340514453,COMPLETE
42,0.8034346670462046,,,2,10,160,0.8033526282552689,"{'accuracy': {'mean': 0.8233437029430419, 'std': 0.006773059436158685}, 'balanced_accuracy': {'mean': 0.8230280038316172, 'std': 0.007337923789637399}, 'brier_score': {'mean': 0.12835313031042933, 'std': 0.0012425700859504145}, 'cohen_kappa': {'mean': 0.6431267238734657, 'std': 0.013962618232326755}, 'f1': {'mean': 0.8033526282552689, 'std': 0.008386572046243764}, 'mean_absolute_stage_error': {'mean': 0.17665629705695807, 'std': 0.0067730594361586636}, 'precision': {'mean': 0.78716521209929, 'std': 0.007712969035219422}, 'quadratic_weighted_kappa': {'mean': 0.6431267238734657, 'std': 0.013962618232326755}, 'recall': {'mean': 0.820387909357341, 'std': 0.014925731052539418}, 'roc_auc': {'mean': 0.9046410640557973, 'std': 0.0024769476512640424}}",0.820387909357341,COMPLETE
43,0.8039533457788225,,,1,11,160,0.8038716185441569,"{'accuracy': {'mean': 0.8246165329835569, 'std': 0.008915925455782193}, 'balanced_accuracy': {'mean': 0.8238303623410358, 'std': 0.00962719220519501}, 'brier_score': {'mean': 0.12865395541791433, 'std': 0.0010734751002661076}, 'cohen_kappa': {'mean': 0.6453443095464411, 'std': 0.018388483476241356}, 'f1': {'mean': 0.8038716185441569, 'std': 0.01097902086657042}, 'mean_absolute_stage_error': {'mean': 0.17538346701644325, 'std': 0.00891592545578221}, 'precision': {'mean': 0.7910657787619755, 'std': 0.00878950930353748}, 'quadratic_weighted_kappa': {'mean': 0.6453443095464411, 'std': 0.018388483476241356}, 'recall': {'mean': 0.8172723466558983, 'std': 0.017680855963412068}, 'roc_auc': {'mean': 0.9044656155642674, 'std': 0.0022162839177310273}}",0.8172723466558983,COMPLETE
44,0.8072812876278627,18.0,,4,5,120,0.8071980026118464,"{'accuracy': {'mean': 0.8250079222284066, 'std': 0.01031344798117529}, 'balanced_accuracy': {'mean': 0.8258487382256862, 'std': 0.01085134215701467}, 'brier_score': {'mean': 0.1291030862323403, 'std': 0.0010704503517914407}, 'cohen_kappa': {'mean': 0.647280258641533, 'std': 0.021014292440337104}, 'f1': {'mean': 0.8071980026118464, 'std': 0.011981128223316961}, 'mean_absolute_stage_error': {'mean': 0.1749920777715934, 'std': 0.010313447981175268}, 'precision': {'mean': 0.7831760669132894, 'std': 0.010117467181112304}, 'quadratic_weighted_kappa': {'mean': 0.647280258641533, 'std': 0.021014292440337104}, 'recall': {'mean': 0.8328501601631111, 'std': 0.016916003493767595}, 'roc_auc': {'mean': 0.9040145801517585, 'std': 0.002524941304188134}}",0.8328501601631111,COMPLETE
45,0.806804054388858,18.0,,7,6,200,0.8067193671466611,"{'accuracy': {'mean': 0.8214836452126489, 'std': 0.0045285874039082364}, 'balanced_accuracy': {'mean': 0.8242054111628903, 'std': 0.004868146503195713}, 'brier_score': {'mean': 0.13214734713270043, 'std': 0.0009840333744562493}, 'cohen_kappa': {'mean': 0.6415641557544096, 'std': 0.009239869435843635}, 'f1': {'mean': 0.8067193671466611, 'std': 0.005436096308171727}, 'mean_absolute_stage_error': {'mean': 0.17851635478735112, 'std': 0.004528587403908245}, 'precision': {'mean': 0.7703060435155203, 'std': 0.006027006999875568}, 'quadratic_weighted_kappa': {'mean': 0.6415641557544096, 'std': 0.009239869435843635}, 'recall': {'mean': 0.8468724219684827, 'std': 0.01136379295969258}, 'roc_auc': {'mean': 0.9021602289022299, 'std': 0.0027027507404237933}}",0.8468724219684827,COMPLETE
46,0.7590015116845452,6.0,,5,8,160,0.7589173144943983,"{'accuracy': {'mean': 0.7646891538101245, 'std': 0.005252699125129106}, 'balanced_accuracy': {'mean': 0.772970285297744, 'std': 0.0057277815215514075}, 'brier_score': {'mean': 0.1645393117063999, 'std': 0.0016807545279375656}, 'cohen_kappa': {'mean': 0.5334261218360652, 'std': 0.010729219975264229}, 'f1': {'mean': 0.7589173144943983, 'std': 0.0063745104505146585}, 'mean_absolute_stage_error': {'mean': 0.23531084618987555, 'std': 0.005252699125129079}, 'precision': {'mean': 0.6908647075607368, 'std': 0.005031819546328375}, 'quadratic_weighted_kappa': {'mean': 0.5334261218360652, 'std': 0.010729219975264229}, 'recall': {'mean': 0.8419719014693386, 'std': 0.013256626162608467}, 'roc_auc': {'mean': 0.8632043833194489, 'std': 0.004789080100411273}}",0.8419719014693386,COMPLETE
47,0.7948514920691864,10.0,,6,10,120,0.7947662707269872,"{'accuracy': {'mean': 0.8064033658324476, 'std': 0.005843759732238559}, 'balanced_accuracy': {'mean': 0.8113134115564208, 'std': 0.006430567318634471}, 'brier_score': {'mean': 0.14182984744876898, 'std': 0.0010122894792877468}, 'cohen_kappa': {'mean': 0.613122787293852, 'std': 0.012002804166836932}, 'f1': {'mean': 0.7947662707269872, 'std': 0.007149472250441627}, 'mean_absolute_stage_error': {'mean': 0.1935966341675524, 'std': 0.005843759732238573}, 'precision': {'mean': 0.7447130742158209, 'std': 0.0063070297745592314}, 'quadratic_weighted_kappa': {'mean': 0.613122787293852, 'std': 0.012002804166836932}, 'recall': {'mean': 0.8522134219907791, 'std': 0.014976961400073074}, 'roc_auc': {'mean': 0.8924318491334272, 'std': 0.003255364056661089}}",0.8522134219907791,COMPLETE
48,0.7979796803458523,18.0,sqrt,4,12,160,0.7978945258435719,"{'accuracy': {'mean': 0.8102225271261416, 'std': 0.004307535667254903}, 'balanced_accuracy': {'mean': 0.8146520701636252, 'std': 0.004662468165504543}, 'brier_score': {'mean': 0.14230884113062897, 'std': 0.0010816848420180751}, 'cohen_kappa': {'mean': 0.6203599544323244, 'std': 0.008802230950373557}, 'f1': {'mean': 0.7978945258435719, 'std': 0.005153313405813019}, 'mean_absolute_stage_error': {'mean': 0.1897774728738585, 'std': 0.004307535667254882}, 'precision': {'mean': 0.7506607476950933, 'std': 0.004552210355858984}, 'quadratic_weighted_kappa': {'mean': 0.6203599544323244, 'std': 0.008802230950373557}, 'recall': {'mean': 0.8515450228043534, 'std': 0.00989207190213785}, 'roc_auc': {'mean': 0.893198066173525, 'std': 0.0029609964907759247}}",0.8515450228043534,COMPLETE
49,0.8079929671340841,,,7,5,200,0.8079081017429417,"{'accuracy': {'mean': 0.822462453910848, 'std': 0.006695011541167862}, 'balanced_accuracy': {'mean': 0.825270751635852, 'std': 0.006824404795194215}, 'brier_score': {'mean': 0.13199205984135548, 'std': 0.001254423283613593}, 'cohen_kappa': {'mean': 0.6435849049396474, 'std': 0.013422324457781512}, 'f1': {'mean': 0.8079081017429417, 'std': 0.007380368382134617}, 'mean_absolute_stage_error': {'mean': 0.1775375460891518, 'std': 0.006695011541167863}, 'precision': {'mean': 0.7710448527811885, 'std': 0.009240564547478436}, 'quadratic_weighted_kappa': {'mean': 0.6435849049396474, 'std': 0.013422324457781512}, 'recall': {'mean': 0.8486539114234823, 'std': 0.0130048890141938}, 'roc_auc': {'mean': 0.902463641265182, 'std': 0.002992350525122059}}",0.8486539114234823,COMPLETE
