number,value,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.790708120104493,10.0,log2,2,9,160,0.7906251022747341,"{'accuracy': {'mean': 0.8065995878044185, 'std': 0.0034883667704915717}, 'balanced_accuracy': {'mean': 0.8091266620248059, 'std': 0.004470880831721732}, 'brier_score': {'mean': 0.14251943941268533, 'std': 0.0009580700130404885}, 'cohen_kappa': {'mean': 0.6116873594836714, 'std': 0.007696289609813938}, 'f1': {'mean': 0.7906251022747341, 'std': 0.005482050019890342}, 'mean_absolute_stage_error': {'mean': 0.1934004121955815, 'std': 0.0034883667704915704}, 'precision': {'mean': 0.7547722321035295, 'std': 0.001856829829225615}, 'quadratic_weighted_kappa': {'mean': 0.6116873594836714, 'std': 0.007696289609813938}, 'recall': {'mean': 0.8301782975887587, 'std': 0.013066789473077994}, 'roc_auc': {'mean': 0.8893529301617565, 'std': 0.0029074419159789535}}",0.8301782975887587,COMPLETE
31,0.8005056274475381,18.0,sqrt,4,8,200,0.8004242341895008,"{'accuracy': {'mean': 0.8214828781587638, 'std': 0.010300809858668679}, 'balanced_accuracy': {'mean': 0.8206746181663058, 'std': 0.01090853495417629}, 'brier_score': {'mean': 0.1332580217848065, 'std': 0.0010655109202865843}, 'cohen_kappa': {'mean': 0.6390265758366558, 'std': 0.02112535321054721}, 'f1': {'mean': 0.8004242341895008, 'std': 0.01230630148567105}, 'mean_absolute_stage_error': {'mean': 0.17851712184123616, 'std': 0.010300809858668682}, 'precision': {'mean': 0.7874310699269782, 'std': 0.009538327899167797}, 'quadratic_weighted_kappa': {'mean': 0.6390265758366558, 'std': 0.02112535321054721}, 'recall': {'mean': 0.8139325803726487, 'std': 0.01683519001633602}, 'roc_auc': {'mean': 0.8988749924827063, 'std': 0.0028036010812294357}}",0.8139325803726487,COMPLETE
32,0.8005056274475381,18.0,sqrt,4,7,200,0.8004242341895008,"{'accuracy': {'mean': 0.8214828781587638, 'std': 0.010300809858668679}, 'balanced_accuracy': {'mean': 0.8206746181663058, 'std': 0.01090853495417629}, 'brier_score': {'mean': 0.1332580217848065, 'std': 0.0010655109202865843}, 'cohen_kappa': {'mean': 0.6390265758366558, 'std': 0.02112535321054721}, 'f1': {'mean': 0.8004242341895008, 'std': 0.01230630148567105}, 'mean_absolute_stage_error': {'mean': 0.17851712184123616, 'std': 0.010300809858668682}, 'precision': {'mean': 0.7874310699269782, 'std': 0.009538327899167797}, 'quadratic_weighted_kappa': {'mean': 0.6390265758366558, 'std': 0.02112535321054721}, 'recall': {'mean': 0.8139325803726487, 'std': 0.01683519001633602}, 'roc_auc': {'mean': 0.8988749924827063, 'std': 0.0028036010812294357}}",0.8139325803726487,COMPLETE
33,0.8009305654666622,,sqrt,4,3,240,0.800849172382042,"{'accuracy': {'mean': 0.8219723544191652, 'std': 0.009407893608561584}, 'balanced_accuracy': {'mean': 0.821110966970602, 'std': 0.010098374865049765}, 'brier_score': {'mean': 0.13321009413019008, 'std': 0.0011010360412146646}, 'cohen_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'f1': {'mean': 0.800849172382042, 'std': 0.011463301238387395}, 'mean_absolute_stage_error': {'mean': 0.17802764558083478, 'std': 0.009407893608561568}, 'precision': {'mean': 0.7883360893392996, 'std': 0.009249675343492143}, 'quadratic_weighted_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'recall': {'mean': 0.8139308462012977, 'std': 0.017892929731092855}, 'roc_auc': {'mean': 0.8990980605663781, 'std': 0.002788291589861777}}",0.8139308462012977,COMPLETE
34,0.7986608963013642,,sqrt,5,3,240,0.798578991140718,"{'accuracy': {'mean': 0.8182518074905687, 'std': 0.005891304510697188}, 'balanced_accuracy': {'mean': 0.8183384145042503, 'std': 0.006371266911075285}, 'brier_score': {'mean': 0.13407136452619856, 'std': 0.0011419052357306819}, 'cohen_kappa': {'mean': 0.6331918676798384, 'std': 0.012147446632668818}, 'f1': {'mean': 0.798578991140718, 'std': 0.007249702012554706}, 'mean_absolute_stage_error': {'mean': 0.18174819250943114, 'std': 0.005891304510697162}, 'precision': {'mean': 0.7791774784768458, 'std': 0.0057716637669336275}, 'quadratic_weighted_kappa': {'mean': 0.6331918676798384, 'std': 0.012147446632668818}, 'recall': {'mean': 0.819051606462018, 'std': 0.011892591463001053}, 'roc_auc': {'mean': 0.8982117348852843, 'std': 0.0027165478682999043}}",0.819051606462018,COMPLETE
35,0.7982120222568648,,sqrt,3,3,280,0.7981316083844849,"{'accuracy': {'mean': 0.8210909136235003, 'std': 0.009256380675478999}, 'balanced_accuracy': {'mean': 0.8192750346167482, 'std': 0.009817875777143426}, 'brier_score': {'mean': 0.13217604271041927, 'std': 0.001339313172271513}, 'cohen_kappa': {'mean': 0.6375136068419339, 'std': 0.01901164294142475}, 'f1': {'mean': 0.7981316083844849, 'std': 0.011210631038446418}, 'mean_absolute_stage_error': {'mean': 0.17890908637649977, 'std': 0.009256380675478985}, 'precision': {'mean': 0.7923561388878239, 'std': 0.009760639817211893}, 'quadratic_weighted_kappa': {'mean': 0.6375136068419339, 'std': 0.01901164294142475}, 'recall': {'mean': 0.8041387237985289, 'std': 0.016660350207185114}, 'roc_auc': {'mean': 0.900290529824999, 'std': 0.0028408406365632547}}",0.8041387237985289,COMPLETE
36,0.8009305654666622,,sqrt,4,5,240,0.800849172382042,"{'accuracy': {'mean': 0.8219723544191652, 'std': 0.009407893608561584}, 'balanced_accuracy': {'mean': 0.821110966970602, 'std': 0.010098374865049765}, 'brier_score': {'mean': 0.13321009413019008, 'std': 0.0011010360412146653}, 'cohen_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'f1': {'mean': 0.800849172382042, 'std': 0.011463301238387395}, 'mean_absolute_stage_error': {'mean': 0.17802764558083478, 'std': 0.009407893608561568}, 'precision': {'mean': 0.7883360893392996, 'std': 0.009249675343492143}, 'quadratic_weighted_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'recall': {'mean': 0.8139308462012977, 'std': 0.017892929731092855}, 'roc_auc': {'mean': 0.8990980605663781, 'std': 0.002788291589861777}}",0.8139308462012977,COMPLETE
37,0.7878958123007648,,,1,5,240,0.7878184475723237,"{'accuracy': {'mean': 0.8166854834572845, 'std': 0.009277884646908608}, 'balanced_accuracy': {'mean': 0.8120727260178426, 'std': 0.00957121254991163}, 'brier_score': {'mean': 0.1333485165670119, 'std': 0.0023508580161956064}, 'cohen_kappa': {'mean': 0.6265608632124808, 'std': 0.018975524194135063}, 'f1': {'mean': 0.7878184475723237, 'std': 0.011101699726221678}, 'mean_absolute_stage_error': {'mean': 0.18331451654271555, 'std': 0.009277884646908645}, 'precision': {'mean': 0.8026913042867878, 'std': 0.012044731213044243}, 'quadratic_weighted_kappa': {'mean': 0.6265608632124808, 'std': 0.018975524194135063}, 'recall': {'mean': 0.7736472844115336, 'std': 0.01504554225968268}, 'roc_auc': {'mean': 0.894663503994232, 'std': 0.004460129880117334}}",0.7736472844115336,COMPLETE
38,0.7975937798752155,,log2,3,2,320,0.7975133213355364,"{'accuracy': {'mean': 0.8203082310155363, 'std': 0.007070591442327479}, 'balanced_accuracy': {'mean': 0.8186243217152084, 'std': 0.007829097317406391}, 'brier_score': {'mean': 0.13381810513193473, 'std': 0.0010027407591495028}, 'cohen_kappa': {'mean': 0.6360287089220906, 'std': 0.01477235415862702}, 'f1': {'mean': 0.7975133213355364, 'std': 0.009169749705718877}, 'mean_absolute_stage_error': {'mean': 0.17969176898446376, 'std': 0.007070591442327467}, 'precision': {'mean': 0.7906583432865177, 'std': 0.005324934604946383}, 'quadratic_weighted_kappa': {'mean': 0.6360287089220906, 'std': 0.01477235415862702}, 'recall': {'mean': 0.804585396790792, 'std': 0.01487757339994248}, 'roc_auc': {'mean': 0.8985116955605548, 'std': 0.0023856664874043684}}",0.804585396790792,COMPLETE
39,0.7997496085833004,,sqrt,5,3,280,0.799667458631981,"{'accuracy': {'mean': 0.8189369304325274, 'std': 0.007773563728043429}, 'balanced_accuracy': {'mean': 0.8192122586615282, 'std': 0.008166466390408668}, 'brier_score': {'mean': 0.13403851126757313, 'std': 0.0011172187581760418}, 'cohen_kappa': {'mean': 0.6347051239330849, 'std': 0.015857523859888964}, 'f1': {'mean': 0.799667458631981, 'std': 0.009090286124212067}, 'mean_absolute_stage_error': {'mean': 0.1810630695674727, 'std': 0.007773563728043429}, 'precision': {'mean': 0.779025727313506, 'std': 0.007841571467070624}, 'quadratic_weighted_kappa': {'mean': 0.6347051239330849, 'std': 0.015857523859888964}, 'recall': {'mean': 0.8214995131933278, 'std': 0.012760905835128646}, 'roc_auc': {'mean': 0.8983724945560665, 'std': 0.002687047471814905}}",0.8214995131933278,COMPLETE
40,0.8003178427533386,,,4,4,160,0.8002368500888835,"{'accuracy': {'mean': 0.8220710646659984, 'std': 0.009173273047022269}, 'balanced_accuracy': {'mean': 0.8207702406419, 'std': 0.009034415542305347}, 'brier_score': {'mean': 0.13289396284239308, 'std': 0.0021570138018505627}, 'cohen_kappa': {'mean': 0.6398854570080722, 'std': 0.018339244238489802}, 'f1': {'mean': 0.8002368500888835, 'std': 0.009789359366157817}, 'mean_absolute_stage_error': {'mean': 0.17792893533400164, 'std': 0.009173273047022255}, 'precision': {'mean': 0.7908564390296172, 'std': 0.01234181722898217}, 'quadratic_weighted_kappa': {'mean': 0.6398854570080722, 'std': 0.018339244238489802}, 'recall': {'mean': 0.809926644551853, 'std': 0.010135267644651858}, 'roc_auc': {'mean': 0.8950028156470239, 'std': 0.004129037766794949}}",0.809926644551853,COMPLETE
41,0.8009305654666622,,sqrt,4,5,240,0.800849172382042,"{'accuracy': {'mean': 0.8219723544191652, 'std': 0.009407893608561584}, 'balanced_accuracy': {'mean': 0.821110966970602, 'std': 0.010098374865049765}, 'brier_score': {'mean': 0.13321009413019005, 'std': 0.0011010360412146575}, 'cohen_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'f1': {'mean': 0.800849172382042, 'std': 0.011463301238387395}, 'mean_absolute_stage_error': {'mean': 0.17802764558083478, 'std': 0.009407893608561568}, 'precision': {'mean': 0.7883360893392996, 'std': 0.009249675343492143}, 'quadratic_weighted_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'recall': {'mean': 0.8139308462012977, 'std': 0.017892929731092855}, 'roc_auc': {'mean': 0.8990980605663781, 'std': 0.002788291589861777}}",0.8139308462012977,COMPLETE
42,0.8009305654666622,,sqrt,4,5,240,0.800849172382042,"{'accuracy': {'mean': 0.8219723544191652, 'std': 0.009407893608561584}, 'balanced_accuracy': {'mean': 0.821110966970602, 'std': 0.010098374865049765}, 'brier_score': {'mean': 0.13321009413019005, 'std': 0.001101036041214657}, 'cohen_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'f1': {'mean': 0.800849172382042, 'std': 0.011463301238387395}, 'mean_absolute_stage_error': {'mean': 0.17802764558083478, 'std': 0.009407893608561568}, 'precision': {'mean': 0.7883360893392996, 'std': 0.009249675343492143}, 'quadratic_weighted_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'recall': {'mean': 0.8139308462012977, 'std': 0.017892929731092855}, 'roc_auc': {'mean': 0.8990980605663781, 'std': 0.002788291589861777}}",0.8139308462012977,COMPLETE
43,0.7986608963013642,,sqrt,5,5,240,0.798578991140718,"{'accuracy': {'mean': 0.8182518074905687, 'std': 0.005891304510697188}, 'balanced_accuracy': {'mean': 0.8183384145042503, 'std': 0.006371266911075285}, 'brier_score': {'mean': 0.13407136452619856, 'std': 0.0011419052357306795}, 'cohen_kappa': {'mean': 0.6331918676798384, 'std': 0.012147446632668818}, 'f1': {'mean': 0.798578991140718, 'std': 0.007249702012554706}, 'mean_absolute_stage_error': {'mean': 0.18174819250943114, 'std': 0.005891304510697162}, 'precision': {'mean': 0.7791774784768458, 'std': 0.0057716637669336275}, 'quadratic_weighted_kappa': {'mean': 0.6331918676798384, 'std': 0.012147446632668818}, 'recall': {'mean': 0.819051606462018, 'std': 0.011892591463001053}, 'roc_auc': {'mean': 0.8982117348852843, 'std': 0.0027165478682999043}}",0.819051606462018,COMPLETE
44,0.8009305654666622,,sqrt,4,4,240,0.800849172382042,"{'accuracy': {'mean': 0.8219723544191652, 'std': 0.009407893608561584}, 'balanced_accuracy': {'mean': 0.821110966970602, 'std': 0.010098374865049765}, 'brier_score': {'mean': 0.13321009413019008, 'std': 0.0011010360412146646}, 'cohen_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'f1': {'mean': 0.800849172382042, 'std': 0.011463301238387395}, 'mean_absolute_stage_error': {'mean': 0.17802764558083478, 'std': 0.009407893608561568}, 'precision': {'mean': 0.7883360893392996, 'std': 0.009249675343492143}, 'quadratic_weighted_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'recall': {'mean': 0.8139308462012977, 'std': 0.017892929731092855}, 'roc_auc': {'mean': 0.8990980605663781, 'std': 0.002788291589861777}}",0.8139308462012977,COMPLETE
45,0.8009305654666622,,sqrt,4,6,240,0.800849172382042,"{'accuracy': {'mean': 0.8219723544191652, 'std': 0.009407893608561584}, 'balanced_accuracy': {'mean': 0.821110966970602, 'std': 0.010098374865049765}, 'brier_score': {'mean': 0.13321009413019005, 'std': 0.0011010360412146648}, 'cohen_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'f1': {'mean': 0.800849172382042, 'std': 0.011463301238387395}, 'mean_absolute_stage_error': {'mean': 0.17802764558083478, 'std': 0.009407893608561568}, 'precision': {'mean': 0.7883360893392996, 'std': 0.009249675343492143}, 'quadratic_weighted_kappa': {'mean': 0.6399711483184151, 'std': 0.01935850814376922}, 'recall': {'mean': 0.8139308462012977, 'std': 0.017892929731092855}, 'roc_auc': {'mean': 0.8990980605663781, 'std': 0.002788291589861777}}",0.8139308462012977,COMPLETE
46,0.7986608963013642,,sqrt,5,5,240,0.798578991140718,"{'accuracy': {'mean': 0.8182518074905687, 'std': 0.005891304510697188}, 'balanced_accuracy': {'mean': 0.8183384145042503, 'std': 0.006371266911075285}, 'brier_score': {'mean': 0.13407136452619856, 'std': 0.0011419052357306819}, 'cohen_kappa': {'mean': 0.6331918676798384, 'std': 0.012147446632668818}, 'f1': {'mean': 0.798578991140718, 'std': 0.007249702012554706}, 'mean_absolute_stage_error': {'mean': 0.18174819250943114, 'std': 0.005891304510697162}, 'precision': {'mean': 0.7791774784768458, 'std': 0.0057716637669336275}, 'quadratic_weighted_kappa': {'mean': 0.6331918676798384, 'std': 0.012147446632668818}, 'recall': {'mean': 0.819051606462018, 'std': 0.011892591463001053}, 'roc_auc': {'mean': 0.8982117348852843, 'std': 0.0027165478682999043}}",0.819051606462018,COMPLETE
47,0.8015829418915023,,sqrt,4,4,280,0.8015014821403806,"{'accuracy': {'mean': 0.8225596779907791, 'std': 0.00965858173467959}, 'balanced_accuracy': {'mean': 0.8217064607639231, 'std': 0.010342474478290438}, 'brier_score': {'mean': 0.13312499991136661, 'std': 0.0012159098682850305}, 'cohen_kappa': {'mean': 0.6411586775282043, 'std': 0.019846375410247096}, 'f1': {'mean': 0.8015014821403806, 'std': 0.011723440339484041}, 'mean_absolute_stage_error': {'mean': 0.17744032200922094, 'std': 0.009658581734679579}, 'precision': {'mean': 0.7890252916044449, 'std': 0.010305091125717826}, 'quadratic_weighted_kappa': {'mean': 0.6411586775282043, 'std': 0.019846375410247096}, 'recall': {'mean': 0.8145975112163726, 'std': 0.018915053379675497}, 'roc_auc': {'mean': 0.8992478377536681, 'std': 0.0029945812978241387}}",0.8145975112163726,COMPLETE
48,0.7963044885756675,,sqrt,6,6,280,0.7962224945015788,"{'accuracy': {'mean': 0.8154116466585455, 'std': 0.0079128905170009}, 'balanced_accuracy': {'mean': 0.8158977545207649, 'std': 0.008527576560595935}, 'brier_score': {'mean': 0.1350000010657101, 'std': 0.0012026846993461633}, 'cohen_kappa': {'mean': 0.6277802305427168, 'std': 0.01625280105927499}, 'f1': {'mean': 0.7962224945015788, 'std': 0.009641477051196057}, 'mean_absolute_stage_error': {'mean': 0.18458835334145451, 'std': 0.007912890517000918}, 'precision': {'mean': 0.7740153752040276, 'std': 0.008539598864259305}, 'quadratic_weighted_kappa': {'mean': 0.6277802305427168, 'std': 0.01625280105927499}, 'recall': {'mean': 0.8199407408875488, 'std': 0.01683193371454932}, 'roc_auc': {'mean': 0.8972679930396404, 'std': 0.003123277406259665}}",0.8199407408875488,COMPLETE
49,0.7997496085833004,,sqrt,5,2,280,0.799667458631981,"{'accuracy': {'mean': 0.8189369304325274, 'std': 0.007773563728043429}, 'balanced_accuracy': {'mean': 0.8192122586615282, 'std': 0.008166466390408668}, 'brier_score': {'mean': 0.13403851126757313, 'std': 0.0011172187581760444}, 'cohen_kappa': {'mean': 0.6347051239330849, 'std': 0.015857523859888964}, 'f1': {'mean': 0.799667458631981, 'std': 0.009090286124212067}, 'mean_absolute_stage_error': {'mean': 0.1810630695674727, 'std': 0.007773563728043429}, 'precision': {'mean': 0.779025727313506, 'std': 0.007841571467070624}, 'quadratic_weighted_kappa': {'mean': 0.6347051239330849, 'std': 0.015857523859888964}, 'recall': {'mean': 0.8214995131933278, 'std': 0.012760905835128646}, 'roc_auc': {'mean': 0.8983724945560665, 'std': 0.002687047471814905}}",0.8214995131933278,COMPLETE
