number,value,params_l2_regularization,params_learning_rate,params_max_iter,params_max_leaf_nodes,params_min_samples_leaf,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.8147704256911172,0.0013425415103309848,0.05402590244954179,320,28,50,0.8146863615366868,"{'accuracy': {'mean': 0.8317658587192213, 'std': 0.005479003168228807}, 'balanced_accuracy': {'mean': 0.8327179113209736, 'std': 0.0059153440305067554}, 'brier_score': {'mean': 0.11701853766266175, 'std': 0.00231467277212487}, 'cohen_kappa': {'mean': 0.6609175032072783, 'std': 0.011263321774920471}, 'f1': {'mean': 0.8146863615366868, 'std': 0.0066270686991286255}, 'mean_absolute_stage_error': {'mean': 0.16823414128077865, 'std': 0.0054790031682288}, 'precision': {'mean': 0.7903374670038481, 'std': 0.00512641400488707}, 'quadratic_weighted_kappa': {'mean': 0.6609175032072783, 'std': 0.011263321774920471}, 'recall': {'mean': 0.840641544304362, 'std': 0.010697424754428872}, 'roc_auc': {'mean': 0.9159634308316551, 'std': 0.003651940597894081}}",0.840641544304362,COMPLETE
31,0.8182471571065673,0.00019790998906715743,0.08886346757655385,320,57,35,0.8181645841660815,"{'accuracy': {'mean': 0.8385228843335476, 'std': 0.00571761101638675}, 'balanced_accuracy': {'mean': 0.8371526301613927, 'std': 0.005825688209745119}, 'brier_score': {'mean': 0.12211217757895747, 'std': 0.0035579670850129563}, 'cohen_kappa': {'mean': 0.6729709099546888, 'std': 0.011571138081560222}, 'f1': {'mean': 0.8181645841660815, 'std': 0.006500089814504535}, 'mean_absolute_stage_error': {'mean': 0.16147711566645237, 'std': 0.005717611016386769}, 'precision': {'mean': 0.8108079972588017, 'std': 0.007720503512576724}, 'quadratic_weighted_kappa': {'mean': 0.6729709099546888, 'std': 0.011571138081560222}, 'recall': {'mean': 0.8257294048571662, 'std': 0.009210288302461962}, 'roc_auc': {'mean': 0.9174645425743317, 'std': 0.003576223826334216}}",0.8257294048571662,COMPLETE
32,0.8195677503756305,0.006276495628969322,0.07186562254002422,320,58,34,0.8194845989651298,"{'accuracy': {'mean': 0.8388160906811104, 'std': 0.006493139324851536}, 'balanced_accuracy': {'mean': 0.8380337259610521, 'std': 0.006415557276459782}, 'brier_score': {'mean': 0.11969002976611054, 'std': 0.002512837656581704}, 'cohen_kappa': {'mean': 0.6739493568754001, 'std': 0.013029176701345301}, 'f1': {'mean': 0.8194845989651298, 'std': 0.0070425855901463915}, 'mean_absolute_stage_error': {'mean': 0.1611839093188897, 'std': 0.0064931393248515235}, 'precision': {'mean': 0.8078396037393641, 'std': 0.008875491189187738}, 'quadratic_weighted_kappa': {'mean': 0.6739493568754001, 'std': 0.013029176701345301}, 'recall': {'mean': 0.8315141050065525, 'std': 0.007405585729523086}, 'roc_auc': {'mean': 0.9176301013229498, 'std': 0.002986269481017345}}",0.8315141050065525,COMPLETE
33,0.8188492912661625,0.006109015322368267,0.07387997032259405,280,59,28,0.8187662287443305,"{'accuracy': {'mean': 0.8382285274051574, 'std': 0.0058591707124999}, 'balanced_accuracy': {'mean': 0.8374147633486615, 'std': 0.006005144328498486}, 'brier_score': {'mean': 0.1195517177173178, 'std': 0.0033115806741386266}, 'cohen_kappa': {'mean': 0.6727404524166852, 'std': 0.011851579917580929}, 'f1': {'mean': 0.8187662287443305, 'std': 0.0066977589152212086}, 'mean_absolute_stage_error': {'mean': 0.16177147259484262, 'std': 0.005859170712499906}, 'precision': {'mean': 0.8073597079757533, 'std': 0.00848040666574404}, 'quadratic_weighted_kappa': {'mean': 0.6727404524166852, 'std': 0.011851579917580929}, 'recall': {'mean': 0.8306252183197863, 'std': 0.01097936289903345}, 'roc_auc': {'mean': 0.9174013015899926, 'std': 0.0036088761028088908}}",0.8306252183197863,COMPLETE
34,0.8167978504053338,0.0013217192067334425,0.06115719921897205,320,63,33,0.8167151219344518,"{'accuracy': {'mean': 0.836661915726666, 'std': 0.0063876876562284765}, 'balanced_accuracy': {'mean': 0.835656866582114, 'std': 0.006817472873566523}, 'brier_score': {'mean': 0.11978799816017512, 'std': 0.0024331452732640965}, 'cohen_kappa': {'mean': 0.6694524931629025, 'std': 0.013141983844482868}, 'f1': {'mean': 0.8167151219344518, 'std': 0.007758182608257943}, 'mean_absolute_stage_error': {'mean': 0.1633380842733339, 'std': 0.006387687656228456}, 'precision': {'mean': 0.8064667209924871, 'std': 0.006261021409075743}, 'quadratic_weighted_kappa': {'mean': 0.6694524931629025, 'std': 0.013141983844482868}, 'recall': {'mean': 0.8272847088202433, 'std': 0.011455501640874517}, 'roc_auc': {'mean': 0.9170534753378531, 'std': 0.0026624315208454317}}",0.8272847088202433,COMPLETE
35,0.8166584867150217,0.020051398783874658,0.03904300255089109,280,52,39,0.816574356042733,"{'accuracy': {'mean': 0.833724530814712, 'std': 0.0038595574499029795}, 'balanced_accuracy': {'mean': 0.8345372028863217, 'std': 0.004140641563353575}, 'brier_score': {'mean': 0.11722827875414892, 'std': 0.002228701297169813}, 'cohen_kappa': {'mean': 0.6647577622348351, 'std': 0.007915419704140636}, 'f1': {'mean': 0.816574356042733, 'std': 0.004730050112341207}, 'mean_absolute_stage_error': {'mean': 0.1662754691852881, 'std': 0.0038595574499029873}, 'precision': {'mean': 0.7933302427514033, 'std': 0.005350260271981761}, 'quadratic_weighted_kappa': {'mean': 0.6647577622348351, 'std': 0.007915419704140636}, 'recall': {'mean': 0.8413067228868503, 'std': 0.00933348164201629}, 'roc_auc': {'mean': 0.9157059003397373, 'std': 0.003111894226568711}}",0.8413067228868503,COMPLETE
36,0.8146843025572981,0.0005151948770391536,0.14180391734466716,240,44,33,0.8146018633214235,"{'accuracy': {'mean': 0.8348993697214109, 'std': 0.006131424679041037}, 'balanced_accuracy': {'mean': 0.8337738580370677, 'std': 0.006130499093405865}, 'brier_score': {'mean': 0.12456607103948145, 'std': 0.0037950319208168147}, 'cohen_kappa': {'mean': 0.665833804615617, 'std': 0.012325531183019314}, 'f1': {'mean': 0.8146018633214235, 'std': 0.006756780694736249}, 'mean_absolute_stage_error': {'mean': 0.16510063027858918, 'std': 0.006131424679041024}, 'precision': {'mean': 0.8051121785232377, 'std': 0.008533112716873778}, 'quadratic_weighted_kappa': {'mean': 0.665833804615617, 'std': 0.012325531183019314}, 'recall': {'mean': 0.82439235874555, 'std': 0.008821653185205579}, 'roc_auc': {'mean': 0.9143195915804186, 'std': 0.004236940857800279}}",0.82439235874555,COMPLETE
37,0.8180088691003524,5.851474946705362e-05,0.20189669750512873,320,49,47,0.8179265188026943,"{'accuracy': {'mean': 0.8387186268968403, 'std': 0.006197002019976755}, 'balanced_accuracy': {'mean': 0.8370880611665703, 'std': 0.00658490448475335}, 'brier_score': {'mean': 0.1315477974207903, 'std': 0.004329941238610309}, 'cohen_kappa': {'mean': 0.6731885819052463, 'std': 0.012739853440881702}, 'f1': {'mean': 0.8179265188026943, 'std': 0.007509604468970783}, 'mean_absolute_stage_error': {'mean': 0.16128137310315965, 'std': 0.006197002019976762}, 'precision': {'mean': 0.8124793669513432, 'std': 0.0063325805606486325}, 'quadratic_weighted_kappa': {'mean': 0.6731885819052463, 'std': 0.012739853440881702}, 'recall': {'mean': 0.8235029765812547, 'std': 0.010945887237762226}, 'roc_auc': {'mean': 0.9177105385506849, 'std': 0.0036969819149631645}}",0.8235029765812547,COMPLETE
38,0.8223897888862832,6.246137137493112e-06,0.11804251971032016,280,54,30,0.8223065930562221,"{'accuracy': {'mean': 0.8418518502538228, 'std': 0.005857800658045434}, 'balanced_accuracy': {'mean': 0.8407911711805987, 'std': 0.006492257642794574}, 'brier_score': {'mean': 0.12275527566675101, 'std': 0.003576913113315423}, 'cohen_kappa': {'mean': 0.6798665471743213, 'std': 0.012203706286024438}, 'f1': {'mean': 0.8223065930562221, 'std': 0.0075464290927462424}, 'mean_absolute_stage_error': {'mean': 0.15814814974617705, 'std': 0.00585780065804542}, 'precision': {'mean': 0.8129835290672871, 'std': 0.005657287338353997}, 'quadratic_weighted_kappa': {'mean': 0.6798665471743213, 'std': 0.012203706286024438}, 'recall': {'mean': 0.8319583006111715, 'std': 0.013293849300842472}, 'roc_auc': {'mean': 0.9182090096278817, 'std': 0.0034220942459888483}}",0.8319583006111715,COMPLETE
39,0.8204379509056636,2.5733207746359877e-06,0.12337418994705136,240,54,30,0.8203551999648757,"{'accuracy': {'mean': 0.8405791640359114, 'std': 0.0035900334708764904}, 'balanced_accuracy': {'mean': 0.8391790717854173, 'std': 0.004193196880725835}, 'brier_score': {'mean': 0.12289170423988072, 'std': 0.0024167115835128233}, 'cohen_kappa': {'mean': 0.6770891281865088, 'std': 0.007575749928167622}, 'f1': {'mean': 0.8203551999648757, 'std': 0.004991014149527652}, 'mean_absolute_stage_error': {'mean': 0.15942083596408846, 'std': 0.0035900334708764995}, 'precision': {'mean': 0.8134660441420258, 'std': 0.00556480387950965}, 'quadratic_weighted_kappa': {'mean': 0.6770891281865088, 'std': 0.007575749928167622}, 'recall': {'mean': 0.8275094078795793, 'std': 0.011919327425568388}, 'roc_auc': {'mean': 0.9162011937202266, 'std': 0.0029512343531910615}}",0.8275094078795793,COMPLETE
40,0.8164590517290372,2.1769590915172318e-08,0.18487001721962884,200,53,24,0.8163765234558508,"{'accuracy': {'mean': 0.8366616280814592, 'std': 0.005821406819225579}, 'balanced_accuracy': {'mean': 0.8354431267263382, 'std': 0.005779348189762957}, 'brier_score': {'mean': 0.12638591590922774, 'std': 0.003509785240955269}, 'cohen_kappa': {'mean': 0.6693232159928726, 'std': 0.011667398810916062}, 'f1': {'mean': 0.8163765234558508, 'std': 0.006387033489216281}, 'mean_absolute_stage_error': {'mean': 0.16333837191854078, 'std': 0.005821406819225572}, 'precision': {'mean': 0.8077864501174581, 'std': 0.009430301316578614}, 'quadratic_weighted_kappa': {'mean': 0.6693232159928726, 'std': 0.011667398810916062}, 'recall': {'mean': 0.8252827318649031, 'std': 0.009967699827657108}, 'roc_auc': {'mean': 0.9155635789465745, 'std': 0.0035039744376232835}}",0.8252827318649031,COMPLETE
41,0.8169235982611556,2.4411611684533534e-06,0.11661642355417276,240,54,30,0.8168410921853624,"{'accuracy': {'mean': 0.8372492872391477, 'std': 0.006184977286557919}, 'balanced_accuracy': {'mean': 0.8359441043482173, 'std': 0.0067138669791916}, 'brier_score': {'mean': 0.12356610123988712, 'std': 0.002879489400954407}, 'cohen_kappa': {'mean': 0.6704359866754437, 'std': 0.012775115568415835}, 'f1': {'mean': 0.8168410921853624, 'std': 0.007688974811628133}, 'mean_absolute_stage_error': {'mean': 0.16275071276085223, 'std': 0.006184977286557934}, 'precision': {'mean': 0.8088904089940805, 'std': 0.0065452768105096195}, 'quadratic_weighted_kappa': {'mean': 0.6704359866754437, 'std': 0.012775115568415835}, 'recall': {'mean': 0.8250607579319759, 'std': 0.013005154224250288}, 'roc_auc': {'mean': 0.915981242193553, 'std': 0.0031647535385068886}}",0.8250607579319759,COMPLETE
42,0.8190588939004546,1.7177098231676438e-07,0.1240612093781547,280,40,19,0.8189760094532466,"{'accuracy': {'mean': 0.8388166180306562, 'std': 0.004954496544461172}, 'balanced_accuracy': {'mean': 0.8377477075943579, 'std': 0.0054084019777063605}, 'brier_score': {'mean': 0.12078144294112445, 'std': 0.003247953521717279}, 'cohen_kappa': {'mean': 0.6737518098805391, 'std': 0.010268054217874339}, 'f1': {'mean': 0.8189760094532466, 'std': 0.006232079939320667}, 'mean_absolute_stage_error': {'mean': 0.16118338196934373, 'std': 0.004954496544461182}, 'precision': {'mean': 0.8093987634078529, 'std': 0.004822151161119529}, 'quadratic_weighted_kappa': {'mean': 0.6737518098805391, 'std': 0.010268054217874339}, 'recall': {'mean': 0.8288444720810799, 'std': 0.010338326962057358}, 'roc_auc': {'mean': 0.9169485756246022, 'std': 0.003759452598319587}}",0.8288444720810799,COMPLETE
43,0.8132060389637656,1.1518720777559344e-07,0.09259781609441714,240,47,25,0.8131233101460493,"{'accuracy': {'mean': 0.8327448112400241, 'std': 0.005236654160653933}, 'balanced_accuracy': {'mean': 0.8321615619217806, 'std': 0.005932470353522776}, 'brier_score': {'mean': 0.12123119291784117, 'std': 0.0029732454143282057}, 'cohen_kappa': {'mean': 0.6618443326770459, 'std': 0.010968604572531696}, 'f1': {'mean': 0.8131233101460493, 'std': 0.006931067464908211}, 'mean_absolute_stage_error': {'mean': 0.1672551887599759, 'std': 0.005236654160653927}, 'precision': {'mean': 0.7995721811101016, 'std': 0.0055126319460840085}, 'quadratic_weighted_kappa': {'mean': 0.6618443326770459, 'std': 0.010968604572531696}, 'recall': {'mean': 0.8272881771629453, 'std': 0.013759789528784695}, 'roc_auc': {'mean': 0.9152685834730555, 'std': 0.0037532681469968736}}",0.8272881771629453,COMPLETE
44,0.8196401540771026,5.681948674587032e-07,0.14232002760094625,240,60,30,0.819557358741528,"{'accuracy': {'mean': 0.8395994924020916, 'std': 0.0057089005285069026}, 'balanced_accuracy': {'mean': 0.8383517122871214, 'std': 0.005799501141873389}, 'brier_score': {'mean': 0.12474861819005963, 'std': 0.0033392818708607597}, 'cohen_kappa': {'mean': 0.6752207907591632, 'std': 0.01155431230838586}, 'f1': {'mean': 0.819557358741528, 'std': 0.006477263871738463}, 'mean_absolute_stage_error': {'mean': 0.16040050759790841, 'std': 0.005708900528506897}, 'precision': {'mean': 0.8113913754099478, 'std': 0.007693498186132429}, 'quadratic_weighted_kappa': {'mean': 0.6752207907591632, 'std': 0.01155431230838586}, 'recall': {'mean': 0.8279533557454336, 'std': 0.008802783990831056}, 'roc_auc': {'mean': 0.9168954747547007, 'std': 0.003351207014085569}}",0.8279533557454336,COMPLETE
45,0.8199913184534233,7.72144239992468e-06,0.07882414851476702,280,55,41,0.8199084118335958,"{'accuracy': {'mean': 0.8397948993793095, 'std': 0.007920116718823322}, 'balanced_accuracy': {'mean': 0.8386455898839704, 'std': 0.008359296090242722}, 'brier_score': {'mean': 0.11862694592786685, 'std': 0.003440716079648919}, 'cohen_kappa': {'mean': 0.6756681464157998, 'std': 0.016225857286030564}, 'f1': {'mean': 0.8199084118335958, 'std': 0.009443617056645152}, 'mean_absolute_stage_error': {'mean': 0.1602051006206904, 'std': 0.007920116718823318}, 'precision': {'mean': 0.8110294964066199, 'std': 0.008247043509988656}, 'quadratic_weighted_kappa': {'mean': 0.6756681464157998, 'std': 0.016225857286030564}, 'recall': {'mean': 0.8290661982752427, 'std': 0.013469867474222515}, 'roc_auc': {'mean': 0.9178309512743074, 'std': 0.0038090155000317758}}",0.8290661982752427,COMPLETE
46,0.8174840513006303,9.63401186076679e-07,0.11871646279898933,240,51,31,0.8174014785831094,"{'accuracy': {'mean': 0.8377392429082274, 'std': 0.004904194085291393}, 'balanced_accuracy': {'mean': 0.8364515263495622, 'std': 0.005734928124279118}, 'brier_score': {'mean': 0.12263951986713813, 'std': 0.002955094666291674}, 'cohen_kappa': {'mean': 0.6714300290659277, 'std': 0.01041209202531693}, 'f1': {'mean': 0.8174014785831094, 'std': 0.006765241236891113}, 'mean_absolute_stage_error': {'mean': 0.16226075709177273, 'std': 0.004904194085291365}, 'precision': {'mean': 0.8093300816082551, 'std': 0.002163719870505208}, 'quadratic_weighted_kappa': {'mean': 0.6714300290659277, 'std': 0.01041209202531693}, 'recall': {'mean': 0.8257271752082863, 'std': 0.012914215088640558}, 'roc_auc': {'mean': 0.9154438915964885, 'std': 0.003296858800986632}}",0.8257271752082863,COMPLETE
47,0.8115531248395319,1.535138972132449e-05,0.15430205714465775,80,34,22,0.8114692390570118,"{'accuracy': {'mean': 0.828533589529331, 'std': 0.006580098965951419}, 'balanced_accuracy': {'mean': 0.8296406606072649, 'std': 0.006924684569699013}, 'brier_score': {'mean': 0.12171182428107744, 'std': 0.001972743339894792}, 'cohen_kappa': {'mean': 0.6545432351055314, 'std': 0.013415891171638366}, 'f1': {'mean': 0.8114692390570118, 'std': 0.00775316863423361}, 'mean_absolute_stage_error': {'mean': 0.17146641047066907, 'std': 0.006580098965951379}, 'precision': {'mean': 0.785917818823481, 'std': 0.007755892081786443}, 'quadratic_weighted_kappa': {'mean': 0.6545432351055314, 'std': 0.013415891171638366}, 'recall': {'mean': 0.8388578252004827, 'std': 0.01268849271440317}, 'roc_auc': {'mean': 0.9094518754691284, 'std': 0.0024002825914417525}}",0.8388578252004827,COMPLETE
48,0.8186514892618759,6.42266214431886e-08,0.10271676198499859,280,61,12,0.8185688721495685,"{'accuracy': {'mean': 0.8389141297557942, 'std': 0.00650975899126046}, 'balanced_accuracy': {'mean': 0.8375482379682507, 'std': 0.007132424833900255}, 'brier_score': {'mean': 0.12347806259968434, 'std': 0.00224188073016708}, 'cohen_kappa': {'mean': 0.6737484099837543, 'std': 0.013520813960481824}, 'f1': {'mean': 0.8185688721495685, 'std': 0.008220161573413}, 'mean_absolute_stage_error': {'mean': 0.16108587024420598, 'std': 0.006509758991260464}, 'precision': {'mean': 0.8111717188942468, 'std': 0.005273782336625857}, 'quadratic_weighted_kappa': {'mean': 0.6737484099837543, 'std': 0.013520813960481824}, 'recall': {'mean': 0.8261711230741409, 'std': 0.012966220328713664}, 'roc_auc': {'mean': 0.9178403859693276, 'std': 0.0019417592300093706}}",0.8261711230741409,COMPLETE
49,0.8160269968395849,3.278095221974135e-06,0.2130101418747598,200,46,37,0.815944401676932,"{'accuracy': {'mean': 0.8360751195045981, 'std': 0.005316760629211734}, 'balanced_accuracy': {'mean': 0.8349908607716025, 'std': 0.005617984074606186}, 'brier_score': {'mean': 0.12804131287206463, 'std': 0.0036431786002887644}, 'cohen_kappa': {'mean': 0.6682223186387131, 'std': 0.01089712517623128}, 'f1': {'mean': 0.815944401676932, 'std': 0.006400354921433671}, 'mean_absolute_stage_error': {'mean': 0.16392488049540174, 'std': 0.005316760629211721}, 'precision': {'mean': 0.8062498177106494, 'std': 0.006472588418030376}, 'quadratic_weighted_kappa': {'mean': 0.6682223186387131, 'std': 0.01089712517623128}, 'recall': {'mean': 0.8259516265288578, 'std': 0.010189973849423379}, 'roc_auc': {'mean': 0.9140718630806537, 'std': 0.0036200094745812536}}",0.8259516265288578,COMPLETE
