trial,state,value,best_value,f1,recall,params
0,COMPLETE,0.6111846291024042,0.6111846291024042,0.6110846291024042,1.0,"{""C"": 0.31489116479568624, ""gamma"": 0.6351221010640696}"
1,COMPLETE,0.8077948523358824,0.8077948523358824,0.8077128578406377,0.8199449524465441,"{""C"": 8.471801418819979, ""gamma"": 0.024810409748678097}"
2,COMPLETE,0.7062541314484009,0.8077948523358824,0.7061687323784122,0.8539906998867834,"{""C"": 0.04207988669606638, ""gamma"": 0.0004207053950287938}"
3,COMPLETE,0.6111846291024042,0.8077948523358824,0.6110846291024042,1.0,"{""C"": 0.017073967431528128, ""gamma"": 0.29154431891537513}"
4,COMPLETE,0.8121051620404072,0.8121051620404072,0.8120203857856723,0.8477625473490713,"{""C"": 2.5378155082656657, ""gamma"": 0.06796578090758151}"
5,COMPLETE,0.6111846291024042,0.8121051620404072,0.6110846291024042,1.0,"{""C"": 0.012087541473056965, ""gamma"": 0.7579479953348001}"
6,COMPLETE,0.801258298967202,0.8121051620404072,0.801173678515376,0.8462045182595856,"{""C"": 21.368329072358772, ""gamma"": 0.0007068974950624604}"
7,COMPLETE,0.7155556591698238,0.8121051620404072,0.7154737989242156,0.8186024560821105,"{""C"": 0.053370327626039576, ""gamma"": 0.0005415244119402539}"
8,COMPLETE,0.7935551578489807,0.8121051620404072,0.7934687125534159,0.864452955647329,"{""C"": 0.1648044642797898, ""gamma"": 0.012561043700013555}"
9,COMPLETE,0.7722346977462435,0.8121051620404072,0.7721528151298249,0.8188261641863888,"{""C"": 0.5342937261279778, ""gamma"": 0.0014618962793704966}"
10,COMPLETE,0.7529052593694596,0.8121051620404072,0.75282595866167,0.7930070778964997,"{""C"": 2.7934105357000196, ""gamma"": 0.0001056790089450167}"
11,COMPLETE,0.8037704479521414,0.8121051620404072,0.8036887650379407,0.816829142006337,"{""C"": 13.330009089672169, ""gamma"": 0.0362403824754905}"
12,COMPLETE,0.8044845286882203,0.8121051620404072,0.8044022894518502,0.8223923637003253,"{""C"": 79.83860028477824, ""gamma"": 0.048502509664998084}"
13,COMPLETE,0.8228467149093005,0.8228467149093005,0.8227592454616837,0.8746944761687695,"{""C"": 2.9714502927617796, ""gamma"": 0.007821711764360039}"
14,COMPLETE,0.8046369671911853,0.8228467149093005,0.8045510781682422,0.8588902294308698,"{""C"": 1.5496476581234115, ""gamma"": 0.0038047037269572626}"
15,COMPLETE,0.7928766683661057,0.8228467149093005,0.7927910464055506,0.8562196055503393,"{""C"": 2.130383803717273, ""gamma"": 0.1267282638458975}"
16,COMPLETE,0.8234083485118627,0.8234083485118627,0.8233212573613391,0.8709115052359587,"{""C"": 4.445970482930447, ""gamma"": 0.007266705663137644}"
17,COMPLETE,0.799181646093335,0.8234083485118627,0.7991009427629827,0.807033303522102,"{""C"": 47.3377190564918, ""gamma"": 0.009127016454140931}"
18,COMPLETE,0.8198364921231214,0.8234083485118627,0.8197495790719955,0.8691305112584882,"{""C"": 6.106319447925948, ""gamma"": 0.005042787664795643}"
19,COMPLETE,0.7863159188471693,0.8234083485118627,0.7862323668926343,0.8355195453498195,"{""C"": 0.7795809039185008, ""gamma"": 0.00219334293274131}"
20,COMPLETE,0.7974250348811598,0.8234083485118627,0.7973447988108912,0.8023607026862314,"{""C"": 29.997637412480763, ""gamma"": 0.01291562931691142}"
21,COMPLETE,0.821093482977729,0.8234083485118627,0.8210065922230919,0.8689075463705033,"{""C"": 6.456795306384466, ""gamma"": 0.00510236663297089}"
22,COMPLETE,0.8196812285476629,0.8234083485118627,0.8195943600399669,0.8686850769600472,"{""C"": 6.377498741418537, ""gamma"": 0.004935800233277148}"
23,COMPLETE,0.8013947413120693,0.8234083485118627,0.8013099205882263,0.8482072384312191,"{""C"": 4.764360860862346, ""gamma"": 0.001538549980138539}"
24,COMPLETE,0.8246159161570403,0.8246159161570403,0.824527645373616,0.8827078342429475,"{""C"": 1.0938486274514096, ""gamma"": 0.021031510542391076}"
25,COMPLETE,0.8176817999171956,0.8246159161570403,0.8175934624920437,0.883374251519258,"{""C"": 0.7007355866172562, ""gamma"": 0.01900459359981038}"
26,COMPLETE,0.6332207606786708,0.8246159161570403,0.6331209387285208,0.9982195015000581,"{""C"": 0.19044803372079872, ""gamma"": 0.15968184202830346}"
27,COMPLETE,0.8082101253546156,0.8246159161570403,0.8081236577130143,0.8646764160128427,"{""C"": 1.393421196004061, ""gamma"": 0.08059715605007366}"
28,COMPLETE,0.8003882350743272,0.8246159161570403,0.8003074647058653,0.8077036846186434,"{""C"": 15.347074425201807, ""gamma"": 0.02341658002623263}"
29,COMPLETE,0.6134790969200659,0.8246159161570403,0.6133790969200659,1.0,"{""C"": 0.32404993096132456, ""gamma"": 0.3299557544633791}"
30,COMPLETE,0.8117865691783932,0.8246159161570403,0.8116994115347852,0.8715764360796827,"{""C"": 1.0125653661204739, ""gamma"": 0.0074725069436579784}"
31,COMPLETE,0.8041929019275647,0.8246159161570403,0.804107524906326,0.8537702123864428,"{""C"": 3.6587210452620322, ""gamma"": 0.0022130040876788526}"
32,COMPLETE,0.8190053838643608,0.8246159161570403,0.8189185599000947,0.8682396426616062,"{""C"": 9.217491901779075, ""gamma"": 0.0034657434197650403}"
33,COMPLETE,0.8229760506341773,0.8246159161570403,0.8228889150393194,0.871355948579342,"{""C"": 3.8280037092866768, ""gamma"": 0.007916919391954396}"
34,COMPLETE,0.8079164526861613,0.8246159161570403,0.8078284268668273,0.8802581933402864,"{""C"": 0.3573408764525792, ""gamma"": 0.01664024755555898}"
35,COMPLETE,0.8275806516152763,0.8275806516152763,0.8274933602175094,0.8729139776688278,"{""C"": 1.5559711774999547, ""gamma"": 0.02756352509785721}"
36,COMPLETE,0.8246422113326791,0.8275806516152763,0.824554141019463,0.8807031321611987,"{""C"": 1.093671779317889, ""gamma"": 0.03710634896459092}"
37,COMPLETE,0.7754634889186165,0.8275806516152763,0.7753732375628661,0.9025135575038833,"{""C"": 0.13986066953308154, ""gamma"": 0.03613049113095647}"
38,COMPLETE,0.8122546943382947,0.8275806516152763,0.8121680930911778,0.8660124711694012,"{""C"": 1.382953077388398, ""gamma"": 0.07253083335467904}"
39,COMPLETE,0.8151506651387221,0.8275806516152763,0.8150617490453642,0.8891609335787599,"{""C"": 0.537805396601323, ""gamma"": 0.028478568995005518}"
40,COMPLETE,0.06503742225236449,0.8275806516152763,0.06503403918134522,0.03383071019271598,"{""C"": 1.9680968475141218, ""gamma"": 0.3658639553004669}"
41,COMPLETE,0.8260211314174656,0.8275806516152763,0.825934440860524,0.8669055694151631,"{""C"": 3.891520226757339, ""gamma"": 0.011437478513799346}"
42,COMPLETE,0.8050455925352684,0.8275806516152763,0.8049632419898716,0.8235054539688988,"{""C"": 10.435591366167477, ""gamma"": 0.048176136707584055}"
43,COMPLETE,0.8186057615535075,0.8275806516152763,0.8185177801785078,0.8798137499969034,"{""C"": 1.0280798298954383, ""gamma"": 0.01308771729030578}"
44,COMPLETE,0.7902070670534043,0.8275806516152763,0.790121511907994,0.8555514541026777,"{""C"": 2.0952153032265604, ""gamma"": 0.1349340691652163}"
45,COMPLETE,0.8152040594588456,0.8275806516152763,0.81511545487221,0.8860458663548462,"{""C"": 0.5406899292664065, ""gamma"": 0.02404772638336937}"
46,COMPLETE,0.7406891863457543,0.8275806516152763,0.7405963308592077,0.9285548654654641,"{""C"": 0.09546356862748909, ""gamma"": 0.046899671234917444}"
47,COMPLETE,0.7958375484034468,0.8275806516152763,0.79574858796485,0.8896043859670856,"{""C"": 1.0346288065019087, ""gamma"": 0.09213399533197741}"
48,COMPLETE,0.6355549471854972,0.8275806516152763,0.6354561714113756,0.9877577412170415,"{""C"": 0.029676745984187482, ""gamma"": 0.0002469910740015673}"
49,COMPLETE,0.822765519951935,0.8275806516152763,0.8226788071728264,0.8671277910868547,"{""C"": 3.6618093174676094, ""gamma"": 0.010243787947438236}"
