number,value,params_C,params_gamma,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.8117865691783932,1.0125653661204739,0.0074725069436579784,0.8116994115347852,"{'accuracy': {'mean': 0.8220705852573202, 'std': 0.008176138015020878}, 'balanced_accuracy': {'mean': 0.8273762669113548, 'std': 0.008088053328566254}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6445654991004263, 'std': 0.01616621167673251}, 'f1': {'mean': 0.8116994115347852, 'std': 0.00831575799851588}, 'mean_absolute_stage_error': {'mean': 0.17792941474267981, 'std': 0.008176138015020889}, 'precision': {'mean': 0.7595719860095856, 'std': 0.009568209023737076}, 'quadratic_weighted_kappa': {'mean': 0.6445654991004263, 'std': 0.01616621167673251}, 'recall': {'mean': 0.8715764360796827, 'std': 0.009609792790573798}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8715764360796827,COMPLETE
31,0.8041929019275647,3.6587210452620322,0.0022130040876788526,0.804107524906326,"{'accuracy': {'mean': 0.8169780665735654, 'std': 0.010376576249601215}, 'balanced_accuracy': {'mean': 0.8209210898945594, 'std': 0.01050428800444339}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6334569581651478, 'std': 0.020746265890322652}, 'f1': {'mean': 0.804107524906326, 'std': 0.011033413448611933}, 'mean_absolute_stage_error': {'mean': 0.1830219334264345, 'std': 0.010376576249601196}, 'precision': {'mean': 0.7599234655406524, 'std': 0.010751249447871992}, 'quadratic_weighted_kappa': {'mean': 0.6334569581651478, 'std': 0.020746265890322652}, 'recall': {'mean': 0.8537702123864428, 'std': 0.01216660174440138}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8537702123864428,COMPLETE
32,0.8190053838643608,9.217491901779075,0.0034657434197650403,0.8189185599000947,"{'accuracy': {'mean': 0.8310800166642457, 'std': 0.006725591770027005}, 'balanced_accuracy': {'mean': 0.8350631583961874, 'std': 0.006965627730944556}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6615839568901897, 'std': 0.013541594127782915}, 'f1': {'mean': 0.8189185599000947, 'std': 0.007468455699508436}, 'mean_absolute_stage_error': {'mean': 0.16891998333575434, 'std': 0.006725591770027005}, 'precision': {'mean': 0.7749777411898364, 'std': 0.007585379961422331}, 'quadratic_weighted_kappa': {'mean': 0.6615839568901897, 'std': 0.013541594127782915}, 'recall': {'mean': 0.8682396426616062, 'std': 0.011705065376370671}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8682396426616062,COMPLETE
33,0.8229760506341773,3.8280037092866768,0.007916919391954396,0.8228889150393194,"{'accuracy': {'mean': 0.8349972170326232, 'std': 0.005433046213244606}, 'balanced_accuracy': {'mean': 0.8388944974865092, 'std': 0.005782835528781606}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6693362053453885, 'std': 0.011018276098659742}, 'f1': {'mean': 0.8228889150393194, 'std': 0.006259225472321314}, 'mean_absolute_stage_error': {'mean': 0.16500278296737672, 'std': 0.005433046213244623}, 'precision': {'mean': 0.7796203374898674, 'std': 0.0063162274083763395}, 'quadratic_weighted_kappa': {'mean': 0.6693362053453885, 'std': 0.011018276098659742}, 'recall': {'mean': 0.871355948579342, 'std': 0.011676788571712409}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.871355948579342,COMPLETE
34,0.8079164526861613,0.3573408764525792,0.01664024755555898,0.8078284268668273,"{'accuracy': {'mean': 0.8157055721191254, 'std': 0.00779717837189647}, 'balanced_accuracy': {'mean': 0.8226252422568401, 'std': 0.007442332065060199}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6330908561020948, 'std': 0.015195123850629008}, 'f1': {'mean': 0.8078284268668273, 'std': 0.007402153971992361}, 'mean_absolute_stage_error': {'mean': 0.1842944278808746, 'std': 0.007797178371896465}, 'precision': {'mean': 0.7464579937412833, 'std': 0.009788703511642497}, 'quadratic_weighted_kappa': {'mean': 0.6330908561020948, 'std': 0.015195123850629008}, 'recall': {'mean': 0.8802581933402864, 'std': 0.006547254502395886}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8802581933402864,COMPLETE
35,0.8275806516152763,1.5559711774999547,0.02756352509785721,0.8274933602175094,"{'accuracy': {'mean': 0.839893561685275, 'std': 0.005221425555399426}, 'balanced_accuracy': {'mean': 0.8434337063426274, 'std': 0.005578074612774008}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6788761963199542, 'std': 0.010627493613076957}, 'f1': {'mean': 0.8274933602175094, 'std': 0.006073533867515152}, 'mean_absolute_stage_error': {'mean': 0.1601064383147251, 'std': 0.005221425555399413}, 'precision': {'mean': 0.7866347514619051, 'std': 0.005752263896145261}, 'quadratic_weighted_kappa': {'mean': 0.6788761963199542, 'std': 0.010627493613076957}, 'recall': {'mean': 0.8729139776688278, 'std': 0.010793255035982817}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8729139776688278,COMPLETE
36,0.8246422113326791,1.093671779317889,0.03710634896459092,0.824554141019463,"{'accuracy': {'mean': 0.8350948725803645, 'std': 0.006339335888706889}, 'balanced_accuracy': {'mean': 0.8399843261464304, 'std': 0.006193463530568138}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6701888333313075, 'std': 0.012521706082050879}, 'f1': {'mean': 0.824554141019463, 'std': 0.006445121384798981}, 'mean_absolute_stage_error': {'mean': 0.16490512741963553, 'std': 0.006339335888706907}, 'precision': {'mean': 0.7751974708589491, 'std': 0.008451928220817594}, 'quadratic_weighted_kappa': {'mean': 0.6701888333313075, 'std': 0.012521706082050879}, 'recall': {'mean': 0.8807031321611987, 'std': 0.008252558863983742}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8807031321611987,COMPLETE
37,0.7754634889186165,0.13986066953308154,0.03613049113095647,0.7753732375628661,"{'accuracy': {'mean': 0.7698789924555456, 'std': 0.007886991291617265}, 'balanced_accuracy': {'mean': 0.7840951564722092, 'std': 0.007127517637380148}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.5489145419596925, 'std': 0.014679312989167758}, 'f1': {'mean': 0.7753732375628661, 'std': 0.006181530825883947}, 'mean_absolute_stage_error': {'mean': 0.23012100754445436, 'std': 0.007886991291617282}, 'precision': {'mean': 0.6796901212124047, 'std': 0.009003601741408435}, 'quadratic_weighted_kappa': {'mean': 0.5489145419596925, 'std': 0.014679312989167758}, 'recall': {'mean': 0.9025135575038833, 'std': 0.004834189806209616}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.9025135575038833,COMPLETE
38,0.8122546943382947,1.382953077388398,0.07253083335467904,0.8121680930911778,"{'accuracy': {'mean': 0.8237361468869837, 'std': 0.005410503330310382}, 'balanced_accuracy': {'mean': 0.8282682898034478, 'std': 0.004918288432585444}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6473434153227815, 'std': 0.010435989764131622}, 'f1': {'mean': 0.8121680930911778, 'std': 0.004909243848958854}, 'mean_absolute_stage_error': {'mean': 0.1762638531130163, 'std': 0.005410503330310381}, 'precision': {'mean': 0.7646780289709032, 'std': 0.008254760935700716}, 'quadratic_weighted_kappa': {'mean': 0.6473434153227815, 'std': 0.010435989764131622}, 'recall': {'mean': 0.8660124711694012, 'std': 0.0039997194958197755}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8660124711694012,COMPLETE
39,0.8151506651387221,0.537805396601323,0.028478568995005518,0.8150617490453642,"{'accuracy': {'mean': 0.8224629333195264, 'std': 0.003937140068089651}, 'balanced_accuracy': {'mean': 0.8296127245578582, 'std': 0.0037290517243124726}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6466254287702013, 'std': 0.00764985986542859}, 'f1': {'mean': 0.8150617490453642, 'std': 0.003741390591870005}, 'mean_absolute_stage_error': {'mean': 0.17753706668047364, 'std': 0.0039371400680896585}, 'precision': {'mean': 0.7523893534136445, 'std': 0.005370008786042572}, 'quadratic_weighted_kappa': {'mean': 0.6466254287702013, 'std': 0.00764985986542859}, 'recall': {'mean': 0.8891609335787599, 'std': 0.004699864734343408}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8891609335787599,COMPLETE
40,0.06503742225236449,1.9680968475141218,0.3658639553004669,0.06503403918134522,"{'accuracy': {'mean': 0.5721700385876045, 'std': 0.0017762815515223818}, 'balanced_accuracy': {'mean': 0.5144677261723511, 'std': 0.0018342471331362791}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.03225374495858006, 'std': 0.004085209627444097}, 'f1': {'mean': 0.06503403918134522, 'std': 0.005909150445094649}, 'mean_absolute_stage_error': {'mean': 0.4278299614123955, 'std': 0.0017762815515223818}, 'precision': {'mean': 0.850768337353703, 'std': 0.0725585575505447}, 'quadratic_weighted_kappa': {'mean': 0.03225374495858006, 'std': 0.004085209627444097}, 'recall': {'mean': 0.03383071019271598, 'std': 0.003196473502584341}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.03383071019271598,COMPLETE
41,0.8260211314174656,3.891520226757339,0.011437478513799346,0.825934440860524,"{'accuracy': {'mean': 0.8393060942910576, 'std': 0.006409781570298715}, 'balanced_accuracy': {'mean': 0.8422654724572773, 'std': 0.007358969706195606}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6773160857372098, 'std': 0.013390855680609976}, 'f1': {'mean': 0.825934440860524, 'std': 0.008227436947195549}, 'mean_absolute_stage_error': {'mean': 0.16069390570894235, 'std': 0.0064097815702987}, 'precision': {'mean': 0.7887749837416702, 'std': 0.0039362461839182366}, 'quadratic_weighted_kappa': {'mean': 0.6773160857372098, 'std': 0.013390855680609976}, 'recall': {'mean': 0.8669055694151631, 'std': 0.016014891025593093}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8669055694151631,COMPLETE
42,0.8050455925352684,10.435591366167477,0.048176136707584055,0.8049632419898716,"{'accuracy': {'mean': 0.8244219889419595, 'std': 0.003136084404264979}, 'balanced_accuracy': {'mean': 0.8243251501867939, 'std': 0.0029272174185565355}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6454639761442943, 'std': 0.0061181893662852855}, 'f1': {'mean': 0.8049632419898716, 'std': 0.003084042837645063}, 'mean_absolute_stage_error': {'mean': 0.17557801105804055, 'std': 0.0031360844042649764}, 'precision': {'mean': 0.7872933474689158, 'std': 0.005873670779154618}, 'quadratic_weighted_kappa': {'mean': 0.6454639761442943, 'std': 0.0061181893662852855}, 'recall': {'mean': 0.8235054539688988, 'std': 0.005541624647003353}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8235054539688988,COMPLETE
43,0.8186057615535075,1.0280798298954383,0.01308771729030578,0.8185177801785078,"{'accuracy': {'mean': 0.8283380387295095, 'std': 0.006943791575390713}, 'balanced_accuracy': {'mean': 0.8338559049711035, 'std': 0.006897269526460754}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6571644102741673, 'std': 0.013751255243242918}, 'f1': {'mean': 0.8185177801785078, 'std': 0.007088781046163503}, 'mean_absolute_stage_error': {'mean': 0.17166196127049052, 'std': 0.006943791575390711}, 'precision': {'mean': 0.7652368228474442, 'std': 0.007968958843851631}, 'quadratic_weighted_kappa': {'mean': 0.6571644102741673, 'std': 0.013751255243242918}, 'recall': {'mean': 0.8798137499969034, 'std': 0.00801343336202231}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8798137499969034,COMPLETE
44,0.7902070670534043,2.0952153032265604,0.1349340691652163,0.790121511907994,"{'accuracy': {'mean': 0.8000396950385517, 'std': 0.005091700678703721}, 'balanced_accuracy': {'mean': 0.8059890382370909, 'std': 0.005271107900850212}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6013047248486937, 'std': 0.010214543245154487}, 'f1': {'mean': 0.790121511907994, 'std': 0.005633520458011539}, 'mean_absolute_stage_error': {'mean': 0.19996030496144837, 'std': 0.005091700678703729}, 'precision': {'mean': 0.7340436035508168, 'std': 0.005685604091149204}, 'quadratic_weighted_kappa': {'mean': 0.6013047248486937, 'std': 0.010214543245154487}, 'recall': {'mean': 0.8555514541026777, 'std': 0.009732113968054422}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8555514541026777,COMPLETE
45,0.8152040594588456,0.5406899292664065,0.02404772638336937,0.81511545487221,"{'accuracy': {'mean': 0.8231480083206171, 'std': 0.00650233676690572}, 'balanced_accuracy': {'mean': 0.8298906258522024, 'std': 0.006457629769791172}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6477004000980497, 'std': 0.012845871233617617}, 'f1': {'mean': 0.81511545487221, 'std': 0.00657912392079256}, 'mean_absolute_stage_error': {'mean': 0.17685199167938298, 'std': 0.006502336766905695}, 'precision': {'mean': 0.7547285428042593, 'std': 0.007353868720142751}, 'quadratic_weighted_kappa': {'mean': 0.6477004000980497, 'std': 0.012845871233617617}, 'recall': {'mean': 0.8860458663548462, 'std': 0.0077154363153519355}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8860458663548462,COMPLETE
46,0.7406891863457543,0.09546356862748909,0.046899671234917444,0.7405963308592077,"{'accuracy': {'mean': 0.7137696239949797, 'std': 0.007363570492708815}, 'balanced_accuracy': {'mean': 0.7367911067227839, 'std': 0.006676782069845093}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.4491622878302648, 'std': 0.01331800618679638}, 'f1': {'mean': 0.7405963308592077, 'std': 0.005221396946152244}, 'mean_absolute_stage_error': {'mean': 0.2862303760050204, 'std': 0.007363570492708812}, 'precision': {'mean': 0.6159582457841305, 'std': 0.006717446692311002}, 'quadratic_weighted_kappa': {'mean': 0.4491622878302648, 'std': 0.01331800618679638}, 'recall': {'mean': 0.9285548654654641, 'std': 0.005478259481374011}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.9285548654654641,COMPLETE
47,0.7958375484034468,1.0346288065019087,0.09213399533197741,0.79574858796485,"{'accuracy': {'mean': 0.7990604548725421, 'std': 0.0037463633079191493}, 'balanced_accuracy': {'mean': 0.808765111080319, 'std': 0.0032249142983277186}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.6023080908823191, 'std': 0.006947939887717344}, 'f1': {'mean': 0.79574858796485, 'std': 0.0029722075607268453}, 'mean_absolute_stage_error': {'mean': 0.20093954512745799, 'std': 0.0037463633079191415}, 'precision': {'mean': 0.7198574147962111, 'std': 0.005737505396478145}, 'quadratic_weighted_kappa': {'mean': 0.6023080908823191, 'std': 0.006947939887717344}, 'recall': {'mean': 0.8896043859670856, 'std': 0.005546663224988279}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8896043859670856,COMPLETE
48,0.6355549471854972,0.029676745984187482,0.0002469910740015673,0.6354561714113756,"{'accuracy': {'mean': 0.50137149234648, 'std': 0.0035126118503540234}, 'balanced_accuracy': {'mean': 0.5535038912571635, 'std': 0.0030567984800880673}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.09564561287672968, 'std': 0.005544171945177231}, 'f1': {'mean': 0.6354561714113756, 'std': 0.0012580366655601859}, 'mean_absolute_stage_error': {'mean': 0.49862850765351985, 'std': 0.0035126118503540256}, 'precision': {'mean': 0.4683998886321363, 'std': 0.0016344467158983906}, 'quadratic_weighted_kappa': {'mean': 0.09564561287672968, 'std': 0.005544171945177231}, 'recall': {'mean': 0.9877577412170415, 'std': 0.003071208719699343}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.9877577412170415,COMPLETE
49,0.822765519951935,3.6618093174676094,0.010243787947438236,0.8226788071728264,"{'accuracy': {'mean': 0.8355848761903119, 'std': 0.006003305573180442}, 'balanced_accuracy': {'mean': 0.8389668040959422, 'std': 0.0066856576148432685}, 'brier_score': {'mean': 1.0, 'std': 0.0}, 'cohen_kappa': {'mean': 0.67016362029163, 'std': 0.012400044973395067}, 'f1': {'mean': 0.8226788071728264, 'std': 0.007388754493256215}, 'mean_absolute_stage_error': {'mean': 0.16441512380968817, 'std': 0.006003305573180436}, 'precision': {'mean': 0.7826530291769551, 'std': 0.00497547562731529}, 'quadratic_weighted_kappa': {'mean': 0.67016362029163, 'std': 0.012400044973395067}, 'recall': {'mean': 0.8671277910868547, 'std': 0.013753713834818023}, 'roc_auc': {'mean': 0.0, 'std': 0.0}}",0.8671277910868547,COMPLETE
