number,value,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
20,0.8158239265005496,0.7661590905392681,0.14216293482222103,4,6.329939509043005,280,0.03779359165489,0.08639807086899792,0.720477267323009,0.8157396845935556,"{'accuracy': {'mean': 0.8325482536819784, 'std': 0.009579148498803381}, 'balanced_accuracy': {'mean': 0.8336061388031769, 'std': 0.009615643601133737}, 'brier_score': {'mean': 0.1184296373061651, 'std': 0.003312544072096684}, 'cohen_kappa': {'mean': 0.6625693942668933, 'std': 0.019229147594752288}, 'f1': {'mean': 0.8157396845935556, 'std': 0.0103657365648667}, 'mean_absolute_stage_error': {'mean': 0.16745174631802148, 'std': 0.009579148498803394}, 'precision': {'mean': 0.7907065508017428, 'std': 0.010815676806800014}, 'quadratic_weighted_kappa': {'mean': 0.6625693942668933, 'std': 0.019229147594752288}, 'recall': {'mean': 0.8424190699391307, 'std': 0.010153697267719938}, 'roc_auc': {'mean': 0.9142405969420994, 'std': 0.003943032133168864}}",0.8424190699391307,COMPLETE
21,0.8143913127080648,0.7665808028174466,0.1519296084136712,4,6.193498412111078,280,0.04734963771468241,0.06551787733005471,0.7314591898986856,0.8143076047028821,"{'accuracy': {'mean': 0.8320599759432724, 'std': 0.006629531498267336}, 'balanced_accuracy': {'mean': 0.8325978512901978, 'std': 0.007071730533263704}, 'brier_score': {'mean': 0.1192969188425325, 'std': 0.0027186123295580896}, 'cohen_kappa': {'mean': 0.6612274545269266, 'std': 0.013587458238870401}, 'f1': {'mean': 0.8143076047028821, 'std': 0.007890855401974015}, 'mean_absolute_stage_error': {'mean': 0.16794002405672745, 'std': 0.0066295314982673095}, 'precision': {'mean': 0.7927805542808704, 'std': 0.005850367378664999}, 'quadratic_weighted_kappa': {'mean': 0.6612274545269266, 'std': 0.013587458238870401}, 'recall': {'mean': 0.8370800518269494, 'std': 0.011468625680820929}, 'roc_auc': {'mean': 0.9132140005344114, 'std': 0.0036711751691810173}}",0.8370800518269494,COMPLETE
22,0.8153255571011712,0.7484662642319433,0.1567727786325903,3,4.732129710979802,280,1.922903541842168,0.11373931643729954,0.6501530327293232,0.815240380277628,"{'accuracy': {'mean': 0.8301987196911842, 'std': 0.007348792530694361}, 'balanced_accuracy': {'mean': 0.8325116437328411, 'std': 0.008098446405568413}, 'brier_score': {'mean': 0.12180516047558083, 'std': 0.0021637313495395647}, 'cohen_kappa': {'mean': 0.6586856228887226, 'std': 0.015204333733324592}, 'f1': {'mean': 0.815240380277628, 'std': 0.009083067777670853}, 'mean_absolute_stage_error': {'mean': 0.1698012803088159, 'std': 0.0073487925306943746}, 'precision': {'mean': 0.7817905767997809, 'std': 0.0053756289370036825}, 'quadratic_weighted_kappa': {'mean': 0.6586856228887226, 'std': 0.015204333733324592}, 'recall': {'mean': 0.8517682354311026, 'std': 0.01499939320566317}, 'roc_auc': {'mean': 0.9096994273874429, 'std': 0.0033261979496819172}}",0.8517682354311026,COMPLETE
23,0.8164263744901478,0.8518617611092041,0.07594174689179749,5,7.011801709162768,320,0.09295475158905134,17.58586743775042,0.6989765655790308,0.8163414423829561,"{'accuracy': {'mean': 0.831863658089566, 'std': 0.006040561969992417}, 'balanced_accuracy': {'mean': 0.8337358438522486, 'std': 0.006113020758196457}, 'brier_score': {'mean': 0.1179969114273092, 'std': 0.0019378624576606945}, 'cohen_kappa': {'mean': 0.6617401296169039, 'std': 0.012132425080806553}, 'f1': {'mean': 0.8163414423829561, 'std': 0.006588733696917227}, 'mean_absolute_stage_error': {'mean': 0.16813634191043397, 'std': 0.006040561969992428}, 'precision': {'mean': 0.7858553896092639, 'std': 0.007003313787819737}, 'quadratic_weighted_kappa': {'mean': 0.6617401296169039, 'std': 0.012132425080806553}, 'recall': {'mean': 0.8493210719160859, 'std': 0.00798429175368752}, 'roc_auc': {'mean': 0.915287799056455, 'std': 0.00245989689833835}}",0.8493210719160859,COMPLETE
24,0.817248448157943,0.8791237736537826,0.07124912162668096,5,7.353506131925647,320,1.6715496792497175,17.461821468384958,0.6901514470202872,0.8171634492851544,"{'accuracy': {'mean': 0.8326472515740185, 'std': 0.0043634679224772025}, 'balanced_accuracy': {'mean': 0.8345066582979234, 'std': 0.0042628943758893775}, 'brier_score': {'mean': 0.11867933205625929, 'std': 0.0016892715020537794}, 'cohen_kappa': {'mean': 0.6633028864359055, 'std': 0.008657919721288732}, 'f1': {'mean': 0.8171634492851544, 'std': 0.00453660778373988}, 'mean_absolute_stage_error': {'mean': 0.16735274842598144, 'std': 0.004363467922477212}, 'precision': {'mean': 0.7868162417655055, 'std': 0.006227651554063848}, 'quadratic_weighted_kappa': {'mean': 0.6633028864359055, 'std': 0.008657919721288732}, 'recall': {'mean': 0.8499887278862186, 'std': 0.005866168825901245}, 'roc_auc': {'mean': 0.9143047308937359, 'std': 0.0023097694204385487}}",0.8499887278862186,COMPLETE
25,0.8121866754455844,0.8882343030503068,0.048834631722103915,5,9.71810825724602,240,1.9453120105275306,6.550478119036955,0.6815502441158838,0.8121015430168279,"{'accuracy': {'mean': 0.8266736756215414, 'std': 0.0041770229476996296}, 'balanced_accuracy': {'mean': 0.8293166476339783, 'std': 0.004180245540551919}, 'brier_score': {'mean': 0.12232394295447739, 'std': 0.0018525646979686682}, 'cohen_kappa': {'mean': 0.6518838233240128, 'std': 0.008343282104922968}, 'f1': {'mean': 0.8121015430168279, 'std': 0.004459005324571534}, 'mean_absolute_stage_error': {'mean': 0.17332632437845863, 'std': 0.004177022947699634}, 'precision': {'mean': 0.7763546413601421, 'std': 0.005165958095296262}, 'quadratic_weighted_kappa': {'mean': 0.6518838233240128, 'std': 0.008343282104922968}, 'recall': {'mean': 0.8513242875652482, 'std': 0.005654289090914445}, 'roc_auc': {'mean': 0.910369674291964, 'std': 0.0022122962957127268}}",0.8513242875652482,COMPLETE
26,0.8190114069765051,0.8893115860237438,0.07801039942024465,6,3.7089580454204785,320,2.6096179525673024,2.5689459038965334,0.7951271595955816,0.8189274986497574,"{'accuracy': {'mean': 0.8367597630378786, 'std': 0.005215764982651235}, 'balanced_accuracy': {'mean': 0.8370098501235951, 'std': 0.005446940038832757}, 'brier_score': {'mean': 0.1167449833106156, 'std': 0.002091128559754099}, 'cohen_kappa': {'mean': 0.6704802285778992, 'std': 0.010601017086411407}, 'f1': {'mean': 0.8189274986497574, 'std': 0.00606038836932761}, 'mean_absolute_stage_error': {'mean': 0.16324023696212145, 'std': 0.005215764982651254}, 'precision': {'mean': 0.7997874865120337, 'std': 0.006458709581916856}, 'quadratic_weighted_kappa': {'mean': 0.6704802285778992, 'std': 0.010601017086411407}, 'recall': {'mean': 0.8390832674761117, 'std': 0.00978440383317348}, 'roc_auc': {'mean': 0.9161984423052318, 'std': 0.002183116612981639}}",0.8390832674761117,COMPLETE
27,0.8118773165480329,0.997960291356221,0.03097893171728278,5,3.5004512784028985,320,0.0032829850141594384,3.125877267370488,0.7922462531638611,0.811792117428001,"{'accuracy': {'mean': 0.8261834802481227, 'std': 0.00667056966030278}, 'balanced_accuracy': {'mean': 0.8289498091176897, 'std': 0.006657034600842444}, 'brier_score': {'mean': 0.12167049999693577, 'std': 0.0022939012351690237}, 'cohen_kappa': {'mean': 0.6509916575692007, 'std': 0.013301759205759708}, 'f1': {'mean': 0.811792117428001, 'std': 0.0070585359853270555}, 'mean_absolute_stage_error': {'mean': 0.17381651975187723, 'std': 0.00667056966030279}, 'precision': {'mean': 0.775267504046616, 'std': 0.008294296963409784}, 'quadratic_weighted_kappa': {'mean': 0.6509916575692007, 'std': 0.013301759205759708}, 'recall': {'mean': 0.8519912003190875, 'std': 0.008858555996850408}, 'roc_auc': {'mean': 0.9116760513203861, 'std': 0.0032984923434747813}}",0.8519912003190875,COMPLETE
28,0.8179150617705276,0.9528661086605248,0.07474672326369607,5,5.567201311731441,320,0.21153157000301426,1.5011245662199768,0.7938100801092712,0.8178306193190039,"{'accuracy': {'mean': 0.8345070696000725, 'std': 0.006845203722478145}, 'balanced_accuracy': {'mean': 0.8355709352489175, 'std': 0.007166203263322828}, 'brier_score': {'mean': 0.11693906385231856, 'std': 0.002399116077785625}, 'cohen_kappa': {'mean': 0.6664916498878888, 'std': 0.01393874391328074}, 'f1': {'mean': 0.8178306193190039, 'std': 0.007906642013952251}, 'mean_absolute_stage_error': {'mean': 0.16549293039992752, 'std': 0.00684520372247815}, 'precision': {'mean': 0.7928821412706084, 'std': 0.006523571722922226}, 'quadratic_weighted_kappa': {'mean': 0.6664916498878888, 'std': 0.01393874391328074}, 'recall': {'mean': 0.8444245152371728, 'std': 0.010329533738331615}, 'roc_auc': {'mean': 0.9161412279294598, 'std': 0.0035115063483536833}}",0.8444245152371728,COMPLETE
29,0.8186217460599045,0.9493784350433478,0.05557828849469104,6,1.0582199751842403,280,0.2575198311021301,6.1855858711212965,0.7983997891000609,0.8185372590649509,"{'accuracy': {'mean': 0.8351930075367837, 'std': 0.004589040896575676}, 'balanced_accuracy': {'mean': 0.8362308682881098, 'std': 0.004652732637806565}, 'brier_score': {'mean': 0.11610047435944926, 'std': 0.0021683586398100318}, 'cohen_kappa': {'mean': 0.6678566844783289, 'std': 0.009211396959053453}, 'f1': {'mean': 0.8185372590649509, 'std': 0.005088621571389336}, 'mean_absolute_stage_error': {'mean': 0.16480699246321617, 'std': 0.004589040896575687}, 'precision': {'mean': 0.7938776889438525, 'std': 0.006880629175117001}, 'quadratic_weighted_kappa': {'mean': 0.6678566844783289, 'std': 0.009211396959053453}, 'recall': {'mean': 0.8448699495356136, 'std': 0.008857697161123734}, 'roc_auc': {'mean': 0.9170429743895836, 'std': 0.0026234057011441684}}",0.8448699495356136,COMPLETE
30,0.8187739825441175,0.9562613357432641,0.04957146233380665,6,1.104697027577916,280,0.010735542998388956,1.4087489403226203,0.7959036624670014,0.8186893621170654,"{'accuracy': {'mean': 0.835094441112554, 'std': 0.0077513353435803315}, 'balanced_accuracy': {'mean': 0.8362851464749179, 'std': 0.007842225957892841}, 'brier_score': {'mean': 0.11664145643632728, 'std': 0.0019224203271793945}, 'cohen_kappa': {'mean': 0.6677602572917818, 'std': 0.015585647607505632}, 'f1': {'mean': 0.8186893621170654, 'std': 0.008465578673845718}, 'mean_absolute_stage_error': {'mean': 0.16490555888744587, 'std': 0.007751335343580338}, 'precision': {'mean': 0.792931742066143, 'std': 0.008711013777459689}, 'quadratic_weighted_kappa': {'mean': 0.6677602572917818, 'std': 0.015585647607505632}, 'recall': {'mean': 0.8462042705208213, 'std': 0.009466225124060866}, 'roc_auc': {'mean': 0.9163537489312873, 'std': 0.002710280255626631}}",0.8462042705208213,COMPLETE
31,0.8144561264880165,0.9517493812437733,0.05444610350903306,6,1.0773454557832234,280,0.013062258301986438,1.2998236738576234,0.8033356887910119,0.8143722628285681,"{'accuracy': {'mean': 0.8318635622078304, 'std': 0.006412302156560479}, 'balanced_accuracy': {'mean': 0.8325895622848429, 'std': 0.007298224618727633}, 'brier_score': {'mean': 0.11591342413566903, 'std': 0.0024671782434014873}, 'cohen_kappa': {'mean': 0.6609480786456934, 'std': 0.013442609595747296}, 'f1': {'mean': 0.8143722628285681, 'std': 0.00841869124314066}, 'mean_absolute_stage_error': {'mean': 0.16813643779216964, 'std': 0.006412302156560454}, 'precision': {'mean': 0.7916064815442037, 'std': 0.0049648775889329306}, 'quadratic_weighted_kappa': {'mean': 0.6609480786456934, 'std': 0.013442609595747296}, 'recall': {'mean': 0.8386365944838486, 'std': 0.015907822637715775}, 'roc_auc': {'mean': 0.9171527234447023, 'std': 0.003131480708412298}}",0.8386365944838486,COMPLETE
32,0.8169788723735691,0.9391816338859438,0.040279939972139696,6,2.799207181177323,240,0.3077010823604091,5.223868231918323,0.8099641209759421,0.8168936287844291,"{'accuracy': {'mean': 0.8318632266217556, 'std': 0.005529909692823865}, 'balanced_accuracy': {'mean': 0.8340684067006849, 'std': 0.00552261588333724}, 'brier_score': {'mean': 0.11891708382705465, 'std': 0.0021095188859492032}, 'cohen_kappa': {'mean': 0.6619640451244148, 'std': 0.011056170269270926}, 'f1': {'mean': 0.8168936287844291, 'std': 0.005905626927507712}, 'mean_absolute_stage_error': {'mean': 0.16813677337824434, 'std': 0.005529909692823863}, 'precision': {'mean': 0.7842206256010851, 'std': 0.006722084691835322}, 'quadratic_weighted_kappa': {'mean': 0.6619640451244148, 'std': 0.011056170269270926}, 'recall': {'mean': 0.8524358914012351, 'std': 0.006762150647838564}, 'roc_auc': {'mean': 0.9144771967713343, 'std': 0.002587695871448449}}",0.8524358914012351,COMPLETE
33,0.817584813077559,0.9648423060118951,0.08689801487844612,6,2.637046393612162,280,0.0007616776168097339,1.727531250141449,0.7801826201594199,0.8175012164557248,"{'accuracy': {'mean': 0.8357809063988114, 'std': 0.005139217691505843}, 'balanced_accuracy': {'mean': 0.8358008994297765, 'std': 0.005119119926861321}, 'brier_score': {'mean': 0.11656415171070558, 'std': 0.0016882815982363554}, 'cohen_kappa': {'mean': 0.6683668447233998, 'std': 0.01031702319718077}, 'f1': {'mean': 0.8175012164557248, 'std': 0.005591148001646716}, 'mean_absolute_stage_error': {'mean': 0.16421909360118853, 'std': 0.0051392176915058384}, 'precision': {'mean': 0.7998582220657854, 'std': 0.00666585738017084}, 'quadratic_weighted_kappa': {'mean': 0.6683668447233998, 'std': 0.01031702319718077}, 'recall': {'mean': 0.8359662183420827, 'std': 0.006184893463682039}, 'roc_auc': {'mean': 0.9170836144137221, 'std': 0.0026221105443009897}}",0.8359662183420827,COMPLETE
34,0.8109278807484044,0.9171088623787589,0.02592707396515662,6,1.0189819813040033,240,1.261359391194559e-07,0.3063624095797826,0.7400293405007322,0.8108429262704023,"{'accuracy': {'mean': 0.8255960607947733, 'std': 0.00874850016210494}, 'balanced_accuracy': {'mean': 0.8281633559995732, 'std': 0.008688922844352713}, 'brier_score': {'mean': 0.12205391069317842, 'std': 0.0017832774357484109}, 'cohen_kappa': {'mean': 0.6496839329057896, 'std': 0.01741573885754072}, 'f1': {'mean': 0.8108429262704023, 'std': 0.009161573495229202}, 'mean_absolute_stage_error': {'mean': 0.1744039392052267, 'std': 0.008748500162104935}, 'precision': {'mean': 0.775589073068033, 'std': 0.010865154622135886}, 'quadratic_weighted_kappa': {'mean': 0.6496839329057896, 'std': 0.01741573885754072}, 'recall': {'mean': 0.849544780020364, 'std': 0.010783273675809647}, 'roc_auc': {'mean': 0.9106426065077887, 'std': 0.002708666437218048}}",0.849544780020364,COMPLETE
35,0.8154265591308909,0.9164263895477315,0.04611235941499019,6,3.2330822115441142,280,0.013282537816080745,5.76713540086219,0.8881138512660157,0.8153421388272127,"{'accuracy': {'mean': 0.8317651396062041, 'std': 0.006913963110308825}, 'balanced_accuracy': {'mean': 0.8330997502552607, 'std': 0.006950097930997691}, 'brier_score': {'mean': 0.11786991074657589, 'std': 0.001550042290349244}, 'cohen_kappa': {'mean': 0.6611836942356184, 'std': 0.01385541825124668}, 'f1': {'mean': 0.8153421388272127, 'std': 0.007537867068133894}, 'mean_absolute_stage_error': {'mean': 0.1682348603937959, 'std': 0.006913963110308806}, 'precision': {'mean': 0.7885042437015751, 'std': 0.00957834862389965}, 'quadratic_weighted_kappa': {'mean': 0.6611836942356184, 'std': 0.01385541825124668}, 'recall': {'mean': 0.8442030367817743, 'std': 0.011246089202175263}, 'roc_auc': {'mean': 0.9149921796692372, 'std': 0.0019608614753397315}}",0.8442030367817743,COMPLETE
36,0.8192858107819875,0.9945972857183056,0.060232956679741496,6,2.175295034095318,320,0.2065489402076621,0.8526115504924163,0.8294149736749161,0.8192021029006742,"{'accuracy': {'mean': 0.8374450777433082, 'std': 0.006514857157863405}, 'balanced_accuracy': {'mean': 0.8374057654919778, 'std': 0.006679557255697359}, 'brier_score': {'mean': 0.11570242930746436, 'std': 0.0018723089951858363}, 'cohen_kappa': {'mean': 0.6716694918570185, 'std': 0.013191901313500665}, 'f1': {'mean': 0.8192021029006742, 'std': 0.007381477455680934}, 'mean_absolute_stage_error': {'mean': 0.16255492225669171, 'std': 0.006514857157863419}, 'precision': {'mean': 0.8021252639354449, 'std': 0.007743233260419946}, 'quadratic_weighted_kappa': {'mean': 0.6716694918570185, 'std': 0.013191901313500665}, 'recall': {'mean': 0.8370788131331274, 'std': 0.009833509340658075}, 'roc_auc': {'mean': 0.9179305612087155, 'std': 0.002240600876556597}}",0.8370788131331274,COMPLETE
37,0.8169872166912283,0.9889715867494442,0.059459987779933776,6,1.947400668891793,280,0.0057852985223590895,0.755850928865214,0.830807778482547,0.8169031079190464,"{'accuracy': {'mean': 0.8341157762369583, 'std': 0.005605637137193987}, 'balanced_accuracy': {'mean': 0.8348637710956002, 'std': 0.005623834569394749}, 'brier_score': {'mean': 0.11631829639617915, 'std': 0.001727084713311308}, 'cohen_kappa': {'mean': 0.6655049686212983, 'std': 0.011230834812075787}, 'f1': {'mean': 0.8169031079190464, 'std': 0.006079888803806652}, 'mean_absolute_stage_error': {'mean': 0.1658842237630417, 'std': 0.005605637137193976}, 'precision': {'mean': 0.7941335135851796, 'std': 0.007577450294460809}, 'quadratic_weighted_kappa': {'mean': 0.6655049686212983, 'std': 0.011230834812075787}, 'recall': {'mean': 0.8410877218190962, 'std': 0.00851188309667642}, 'roc_auc': {'mean': 0.9168513062576036, 'std': 0.002248959260223508}}",0.8410877218190962,COMPLETE
38,0.8149063573230816,0.9669791614883626,0.036560712245490255,6,2.230948626532068,240,0.0010438560409938582,0.028391240320545477,0.7693188945975211,0.8148216476605266,"{'accuracy': {'mean': 0.8305904924629764, 'std': 0.005654442153530662}, 'balanced_accuracy': {'mean': 0.8323599298544785, 'std': 0.0053999734840026545}, 'brier_score': {'mean': 0.1190247184117021, 'std': 0.0022007512444100963}, 'cohen_kappa': {'mean': 0.659129690112984, 'std': 0.01109771801758502}, 'f1': {'mean': 0.8148216476605266, 'std': 0.005659187295728071}, 'mean_absolute_stage_error': {'mean': 0.16940950753702352, 'std': 0.005654442153530686}, 'precision': {'mean': 0.7850486762995982, 'std': 0.009487750339840739}, 'quadratic_weighted_kappa': {'mean': 0.659129690112984, 'std': 0.01109771801758502}, 'recall': {'mean': 0.8470966255502898, 'std': 0.00954585100765114}, 'roc_auc': {'mean': 0.9135558418821306, 'std': 0.003365397120713053}}",0.8470966255502898,COMPLETE
39,0.8159625712140435,0.9341162597140296,0.045400800785830114,6,1.565015028830599,320,0.031299615119495014,10.548692877830009,0.8227838804414821,0.8158781955528907,"{'accuracy': {'mean': 0.8324506940159729, 'std': 0.006051979955262152}, 'balanced_accuracy': {'mean': 0.8336629450094071, 'std': 0.0060997213210435075}, 'brier_score': {'mean': 0.1172306807376778, 'std': 0.0021009519925440047}, 'cohen_kappa': {'mean': 0.6624746188186833, 'std': 0.012142012489702623}, 'f1': {'mean': 0.8158781955528907, 'std': 0.006614762412885967}, 'mean_absolute_stage_error': {'mean': 0.16754930598402706, 'std': 0.006051979955262167}, 'precision': {'mean': 0.7898537179113936, 'std': 0.00800063582349935}, 'quadratic_weighted_kappa': {'mean': 0.6624746188186833, 'std': 0.012142012489702623}, 'recall': {'mean': 0.8437566115282757, 'std': 0.009357276117566657}, 'roc_auc': {'mean': 0.9159378867343569, 'std': 0.0028584904660744546}}",0.8437566115282757,COMPLETE
40,0.8111662579919109,0.9785659487279824,0.02480621801044086,6,3.70143230927825,280,0.2754020512692682,3.659949271579084,0.8487844873702773,0.8110810588223313,"{'accuracy': {'mean': 0.8253995991184633, 'std': 0.008944836223834051}, 'balanced_accuracy': {'mean': 0.8282512150158802, 'std': 0.009175448838926003}, 'brier_score': {'mean': 0.1225638225664698, 'std': 0.001982081031099112}, 'cohen_kappa': {'mean': 0.6494786908770634, 'std': 0.018019034416816505}, 'f1': {'mean': 0.8110810588223313, 'std': 0.009938843429289908}, 'mean_absolute_stage_error': {'mean': 0.17460040088153667, 'std': 0.008944836223834041}, 'precision': {'mean': 0.7740455934234963, 'std': 0.010591376963794957}, 'quadratic_weighted_kappa': {'mean': 0.6494786908770634, 'std': 0.018019034416816505}, 'recall': {'mean': 0.8519916957966164, 'std': 0.014579982448435103}, 'roc_auc': {'mean': 0.9105070166764397, 'std': 0.0028283979984911104}}",0.8519916957966164,COMPLETE
41,0.8152402351118337,0.95970031656263,0.08977355242437197,5,2.9776242212795174,320,0.13148223071901904,1.2286177968097798,0.752152301755281,0.8151564604649234,"{'accuracy': {'mean': 0.8328426585512364, 'std': 0.0057289334813578905}, 'balanced_accuracy': {'mean': 0.8333688111535059, 'std': 0.005817315586025833}, 'brier_score': {'mean': 0.1178435943514147, 'std': 0.0026255344798504945}, 'cohen_kappa': {'mean': 0.6627995873325502, 'std': 0.011561611860799494}, 'f1': {'mean': 0.8151564604649234, 'std': 0.006371681130825744}, 'mean_absolute_stage_error': {'mean': 0.16715734144876343, 'std': 0.005728933481357881}, 'precision': {'mean': 0.7937699640762195, 'std': 0.006573102529804528}, 'quadratic_weighted_kappa': {'mean': 0.6627995873325502, 'std': 0.011561611860799494}, 'recall': {'mean': 0.83774646910326, 'std': 0.007319570090624242}, 'roc_auc': {'mean': 0.9153697976045937, 'std': 0.002876381867269424}}",0.83774646910326,COMPLETE
42,0.817459711716724,0.9002646956745177,0.12481955362913065,5,2.3288539088553297,320,0.18822126089435562,0.40434127675578996,0.7844839454245687,0.817376315168716,"{'accuracy': {'mean': 0.8360749277411269, 'std': 0.0025033042479957494}, 'balanced_accuracy': {'mean': 0.835850093159604, 'std': 0.003375593224627691}, 'brier_score': {'mean': 0.11796614169265562, 'std': 0.0031869839584745927}, 'cohen_kappa': {'mean': 0.6687851737299771, 'std': 0.0055962088886670125}, 'f1': {'mean': 0.817376315168716, 'std': 0.004164516982996174}, 'mean_absolute_stage_error': {'mean': 0.16392507225887304, 'std': 0.002503304247995722}, 'precision': {'mean': 0.8015311279431048, 'std': 0.0023468041159190696}, 'quadratic_weighted_kappa': {'mean': 0.6687851737299771, 'std': 0.0055962088886670125}, 'recall': {'mean': 0.8339654800805647, 'std': 0.010866854573059383}, 'roc_auc': {'mean': 0.9162721656266267, 'std': 0.003413725228431782}}",0.8339654800805647,COMPLETE
43,0.8201055754144149,0.9438098804219651,0.0604580637248786,6,1.5709695508450219,320,3.4769767963777856,2.1216313079184816,0.8742593303726517,0.8200214000252792,"{'accuracy': {'mean': 0.8374452695067796, 'std': 0.007495821559434611}, 'balanced_accuracy': {'mean': 0.837907487315162, 'std': 0.007743651214474958}, 'brier_score': {'mean': 0.11568150163928877, 'std': 0.001803717412274588}, 'cohen_kappa': {'mean': 0.6719948318598099, 'std': 0.015212530393534847}, 'f1': {'mean': 0.8200214000252792, 'std': 0.008540581304272255}, 'mean_absolute_stage_error': {'mean': 0.16255473049322045, 'std': 0.00749582155943464}, 'precision': {'mean': 0.799413666258951, 'std': 0.007921737939305938}, 'quadratic_weighted_kappa': {'mean': 0.6719948318598099, 'std': 0.015212530393534847}, 'recall': {'mean': 0.8417538913566421, 'std': 0.01066295565873037}, 'roc_auc': {'mean': 0.9174786620130405, 'std': 0.001999567395015274}}",0.8417538913566421,COMPLETE
44,0.8180930189523204,0.9308865295265812,0.06049068174698772,6,1.6472810659516155,280,3.1933216459259475,8.567732530155723,0.8731607042267879,0.8180084873643892,"{'accuracy': {'mean': 0.8345077887130896, 'std': 0.005356687545856869}, 'balanced_accuracy': {'mean': 0.8356672728422904, 'std': 0.0052809958230087325}, 'brier_score': {'mean': 0.11705610315178294, 'std': 0.0022985078996087377}, 'cohen_kappa': {'mean': 0.6665660230814063, 'std': 0.010666633351769863}, 'f1': {'mean': 0.8180084873643892, 'std': 0.005659564178328376}, 'mean_absolute_stage_error': {'mean': 0.16549221128691027, 'std': 0.005356687545856869}, 'precision': {'mean': 0.7924697357465538, 'std': 0.007588205546304505}, 'quadratic_weighted_kappa': {'mean': 0.6665660230814063, 'std': 0.010666633351769863}, 'recall': {'mean': 0.8453158793115835, 'std': 0.007624550564280323}, 'roc_auc': {'mean': 0.9159577935093489, 'std': 0.0024647626590329234}}",0.8453158793115835,COMPLETE
45,0.8221577100342025,0.9837994247098991,0.08590506774064322,6,1.3198227603900738,320,0.714347816975902,4.785525301974987,0.8154272560631404,0.8220736902993325,"{'accuracy': {'mean': 0.8399916487008264, 'std': 0.00654881144143497}, 'balanced_accuracy': {'mean': 0.8400146726123264, 'std': 0.006742197584855033}, 'brier_score': {'mean': 0.11557501796831385, 'std': 0.0028371579158069185}, 'cohen_kappa': {'mean': 0.6768282888730581, 'std': 0.013273846847341252}, 'f1': {'mean': 0.8220736902993325, 'std': 0.007423964845445081}, 'mean_absolute_stage_error': {'mean': 0.16000835129917354, 'std': 0.006548811441434974}, 'precision': {'mean': 0.8047406399535134, 'std': 0.0070483962872790115}, 'quadratic_weighted_kappa': {'mean': 0.6768282888730581, 'std': 0.013273846847341252}, 'recall': {'mean': 0.840197348699743, 'std': 0.009167403917226752}, 'roc_auc': {'mean': 0.9181582977112871, 'std': 0.0030638297206477564}}",0.840197348699743,COMPLETE
46,0.8159716107340076,0.9776450880753371,0.19318553961150683,6,3.9212974273269614,320,0.6360806187394008,2.2065150182813826,0.9687896169923238,0.8158889043861972,"{'accuracy': {'mean': 0.8357809543396794, 'std': 0.003744826666747585}, 'balanced_accuracy': {'mean': 0.8348474858596775, 'std': 0.003816422144558526}, 'brier_score': {'mean': 0.12188113398350053, 'std': 0.0024204515326559043}, 'cohen_kappa': {'mean': 0.6677343403146704, 'std': 0.007564168340052279}, 'f1': {'mean': 0.8158889043861972, 'std': 0.004299671467772523}, 'mean_absolute_stage_error': {'mean': 0.16421904566032072, 'std': 0.0037448266667475948}, 'precision': {'mean': 0.8050845070490814, 'std': 0.006170244189191683}, 'quadratic_weighted_kappa': {'mean': 0.6677343403146704, 'std': 0.007564168340052279}, 'recall': {'mean': 0.8270634781036094, 'std': 0.007808223719613199}, 'roc_auc': {'mean': 0.915197683006646, 'std': 0.002630693392820086}}",0.8270634781036094,COMPLETE
47,0.8177727876995219,0.995957737262209,0.08136576856418214,6,2.1616224699681044,320,4.013268064369536,0.2003640616972142,0.8879894050164437,0.8176891243120906,"{'accuracy': {'mean': 0.8358782743013456, 'std': 0.006013453613298838}, 'balanced_accuracy': {'mean': 0.8359599787164719, 'std': 0.006298282281861411}, 'brier_score': {'mean': 0.11588768730215893, 'std': 0.002174692015950104}, 'cohen_kappa': {'mean': 0.668596689397946, 'std': 0.01226141338299546}, 'f1': {'mean': 0.8176891243120906, 'std': 0.007039808887406291}, 'mean_absolute_stage_error': {'mean': 0.16412172569865427, 'std': 0.006013453613298846}, 'precision': {'mean': 0.7996417912900339, 'std': 0.006764232764606941}, 'quadratic_weighted_kappa': {'mean': 0.668596689397946, 'std': 0.01226141338299546}, 'recall': {'mean': 0.8366338743122153, 'std': 0.010389678876562366}, 'roc_auc': {'mean': 0.917716413745531, 'std': 0.002213284977802155}}",0.8366338743122153,COMPLETE
