number,value,params_C,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.7728649409377388,1.8408389745834282,0.7727870868261424,"{'accuracy': {'mean': 0.7985690130365601, 'std': 0.00805019688047765}, 'balanced_accuracy': {'mean': 0.7964210299946959, 'std': 0.00801344981100101}, 'brier_score': {'mean': 0.14247548634591584, 'std': 0.004239951315308133}, 'cohen_kappa': {'mean': 0.5919027940449599, 'std': 0.016164025387367456}, 'f1': {'mean': 0.7727870868261424, 'std': 0.008793097920780093}, 'mean_absolute_stage_error': {'mean': 0.2014309869634398, 'std': 0.008050196880477636}, 'precision': {'mean': 0.7671713033677102, 'std': 0.010286602595324814}, 'quadratic_weighted_kappa': {'mean': 0.5919027940449599, 'std': 0.016164025387367456}, 'recall': {'mean': 0.7785411159640383, 'std': 0.009491398516514862}, 'roc_auc': {'mean': 0.875055814920372, 'std': 0.006366002804990843}}",0.7785411159640383,COMPLETE
31,0.773087866206897,4.847191417026604,0.773009989749264,"{'accuracy': {'mean': 0.798764995304192, 'std': 0.007627173336707338}, 'balanced_accuracy': {'mean': 0.7966201727648653, 'std': 0.0075616472638018375}, 'brier_score': {'mean': 0.14243933287651642, 'std': 0.004295081020908641}, 'cohen_kappa': {'mean': 0.5923005189672229, 'std': 0.015288921175918138}, 'f1': {'mean': 0.773009989749264, 'std': 0.008265231177757964}, 'mean_absolute_stage_error': {'mean': 0.20123500469580796, 'std': 0.0076271733367073435}, 'precision': {'mean': 0.767389588331184, 'std': 0.009879818587732458}, 'quadratic_weighted_kappa': {'mean': 0.5923005189672229, 'std': 0.015288921175918138}, 'recall': {'mean': 0.7787645763295521, 'std': 0.008775235007486802}, 'roc_auc': {'mean': 0.8750927872724343, 'std': 0.006437001315657105}}",0.7787645763295521,COMPLETE
32,0.7717249462155217,0.7082439171820025,0.7716472924007163,"{'accuracy': {'mean': 0.797785611315579, 'std': 0.007317279210212398}, 'balanced_accuracy': {'mean': 0.7955070351033641, 'std': 0.007338007093316906}, 'brier_score': {'mean': 0.14262221879327014, 'std': 0.004180354105408884}, 'cohen_kappa': {'mean': 0.5902156279102277, 'std': 0.014740436618406893}, 'f1': {'mean': 0.7716472924007163, 'std': 0.008098628783295921}, 'mean_absolute_stage_error': {'mean': 0.20221438868442107, 'std': 0.00731727921021241}, 'precision': {'mean': 0.7668505415242074, 'std': 0.008979514449471593}, 'quadratic_weighted_kappa': {'mean': 0.5902156279102277, 'std': 0.014740436618406893}, 'recall': {'mean': 0.7765381480536405, 'std': 0.008710188357545404}, 'roc_auc': {'mean': 0.8748324225042042, 'std': 0.006307739282688291}}",0.7765381480536405,COMPLETE
33,0.7715504396532705,22.86145932700113,0.7714727189242249,"{'accuracy': {'mean': 0.797394270011597, 'std': 0.007362152629397903}, 'balanced_accuracy': {'mean': 0.7952294887634721, 'std': 0.007191233893824195}, 'brier_score': {'mean': 0.14256365263823034, 'std': 0.004279350823001582}, 'cohen_kappa': {'mean': 0.5895262020944421, 'std': 0.01467414610203321}, 'f1': {'mean': 0.7714727189242249, 'std': 0.007733603033826594}, 'mean_absolute_stage_error': {'mean': 0.20260572998840307, 'std': 0.007362152629397917}, 'precision': {'mean': 0.7658570660231441, 'std': 0.009826430144505412}, 'quadratic_weighted_kappa': {'mean': 0.5895262020944421, 'std': 0.01467414610203321}, 'recall': {'mean': 0.7772072904563596, 'std': 0.006997256302810284}, 'roc_auc': {'mean': 0.8748494313978974, 'std': 0.006341742327841402}}",0.7772072904563596,COMPLETE
34,0.7737263091757296,3.204888885341095,0.7736482992116764,"{'accuracy': {'mean': 0.799156576312513, 'std': 0.007738765621592392}, 'balanced_accuracy': {'mean': 0.7971128796907905, 'std': 0.007717490817876568}, 'brier_score': {'mean': 0.14245755943769814, 'std': 0.004251292921082084}, 'cohen_kappa': {'mean': 0.5931701401037188, 'std': 0.015544815624509186}, 'f1': {'mean': 0.7736482992116764, 'std': 0.008471632125304973}, 'mean_absolute_stage_error': {'mean': 0.2008434236874869, 'std': 0.007738765621592377}, 'precision': {'mean': 0.7673542657640876, 'std': 0.009822699647961002}, 'quadratic_weighted_kappa': {'mean': 0.5931701401037188, 'std': 0.015544815624509186}, 'recall': {'mean': 0.7800996405310527, 'std': 0.009309427562047378}, 'roc_auc': {'mean': 0.8750640288781935, 'std': 0.0063669799298040975}}",0.7800996405310527,COMPLETE
35,0.7736194530339195,5.8360898586427945,0.7735415320576307,"{'accuracy': {'mean': 0.7992546153871968, 'std': 0.007525807342392046}, 'balanced_accuracy': {'mean': 0.7971050038069414, 'std': 0.007388814130741782}, 'brier_score': {'mean': 0.1424670276858259, 'std': 0.004280949678970209}, 'cohen_kappa': {'mean': 0.5932848043461486, 'std': 0.01503049242852313}, 'f1': {'mean': 0.7735415320576307, 'std': 0.0080239737582685}, 'mean_absolute_stage_error': {'mean': 0.20074538461280317, 'std': 0.007525807342392038}, 'precision': {'mean': 0.7680126292411625, 'std': 0.01016128240065847}, 'quadratic_weighted_kappa': {'mean': 0.5932848043461486, 'std': 0.01503049242852313}, 'recall': {'mean': 0.7792097628892286, 'std': 0.00831649005234431}, 'roc_auc': {'mean': 0.875013431486345, 'std': 0.006418612884629951}}",0.7792097628892286,COMPLETE
36,0.7734282663036767,7.2384890006914,0.7733503898708176,"{'accuracy': {'mean': 0.79915686395772, 'std': 0.007264322052625466}, 'balanced_accuracy': {'mean': 0.7969698521980424, 'std': 0.0072080202157057465}, 'brier_score': {'mean': 0.14247552701790056, 'std': 0.004285035615503971}, 'cohen_kappa': {'mean': 0.5930548097174635, 'std': 0.014573136883290445}, 'f1': {'mean': 0.7733503898708176, 'std': 0.007904560566545467}, 'mean_absolute_stage_error': {'mean': 0.20084313604228, 'std': 0.0072643220526254805}, 'precision': {'mean': 0.7680568899860869, 'std': 0.009424074519131983}, 'quadratic_weighted_kappa': {'mean': 0.5930548097174635, 'std': 0.014573136883290445}, 'recall': {'mean': 0.7787643285907876, 'std': 0.008436328137969091}, 'roc_auc': {'mean': 0.8750285910691373, 'std': 0.006437837354058837}}",0.7787643285907876,COMPLETE
37,0.7727774355996255,7.516340561926431,0.7726996258828157,"{'accuracy': {'mean': 0.7985692048000315, 'std': 0.007931402760133904}, 'balanced_accuracy': {'mean': 0.796373728283685, 'std': 0.007747858013170762}, 'brier_score': {'mean': 0.14249183111490188, 'std': 0.00431236177223606}, 'cohen_kappa': {'mean': 0.5918689347899405, 'std': 0.015810917284610308}, 'f1': {'mean': 0.7726996258828157, 'std': 0.008346052712787093}, 'mean_absolute_stage_error': {'mean': 0.20143079519996854, 'std': 0.007931402760133934}, 'precision': {'mean': 0.7674226238198595, 'std': 0.010661627233921849}, 'quadratic_weighted_kappa': {'mean': 0.5918689347899405, 'std': 0.015810917284610308}, 'recall': {'mean': 0.7780971680981839, 'std': 0.007754393560032521}, 'roc_auc': {'mean': 0.8749861835963836, 'std': 0.006455024963583627}}",0.7780971680981839,COMPLETE
38,0.7721485794207248,17.178317166633605,0.772070858716453,"{'accuracy': {'mean': 0.7980797285396302, 'std': 0.007897355969986756}, 'balanced_accuracy': {'mean': 0.7958413294824325, 'std': 0.007726496921905724}, 'brier_score': {'mean': 0.14252487215725843, 'std': 0.004299739480633415}, 'cohen_kappa': {'mean': 0.5908474765386924, 'std': 0.015756353799019334}, 'f1': {'mean': 0.772070858716453, 'std': 0.008340940030923649}, 'mean_absolute_stage_error': {'mean': 0.2019202714603699, 'std': 0.007897355969986747}, 'precision': {'mean': 0.7670453478624542, 'std': 0.010561987398018984}, 'quadratic_weighted_kappa': {'mean': 0.5908474765386924, 'std': 0.015756353799019334}, 'recall': {'mean': 0.7772070427175952, 'std': 0.007743715542245685}, 'roc_auc': {'mean': 0.8749383158461981, 'std': 0.006422498351093365}}",0.7772070427175952,COMPLETE
39,0.7718053689231525,44.301431644392494,0.7717276482188807,"{'accuracy': {'mean': 0.7976880516495732, 'std': 0.007974524973927881}, 'balanced_accuracy': {'mean': 0.7954915261798733, 'std': 0.007830824612278795}, 'brier_score': {'mean': 0.14254747241286642, 'std': 0.0042436752191573005}, 'cohen_kappa': {'mean': 0.5900920690456236, 'std': 0.0159247643929285}, 'f1': {'mean': 0.7717276482188807, 'std': 0.008464218438759174}, 'mean_absolute_stage_error': {'mean': 0.20231194835042662, 'std': 0.007974524973927866}, 'precision': {'mean': 0.7663696278721728, 'std': 0.010509310518182201}, 'quadratic_weighted_kappa': {'mean': 0.5900920690456236, 'std': 0.0159247643929285}, 'recall': {'mean': 0.7772070427175952, 'std': 0.008148501120823506}, 'roc_auc': {'mean': 0.8748943528253743, 'std': 0.006331178770590096}}",0.7772070427175952,COMPLETE
40,0.7722753719092296,99.26866770500916,0.7721975176242161,"{'accuracy': {'mean': 0.7978838900946017, 'std': 0.007804396734421413}, 'balanced_accuracy': {'mean': 0.7958097795391199, 'std': 0.0076826482525351875}, 'brier_score': {'mean': 0.14252653966587342, 'std': 0.004215295712730793}, 'cohen_kappa': {'mean': 0.5905856895502669, 'std': 0.015596616994765139}, 'f1': {'mean': 0.7721975176242161, 'std': 0.008326351348297062}, 'mean_absolute_stage_error': {'mean': 0.2021161099053983, 'std': 0.0078043967344214255}, 'precision': {'mean': 0.7660040090844147, 'std': 0.0102662629573487}, 'quadratic_weighted_kappa': {'mean': 0.5905856895502669, 'std': 0.015596616994765139}, 'recall': {'mean': 0.7785428501353893, 'std': 0.008395091288049276}, 'roc_auc': {'mean': 0.8749084360512974, 'std': 0.006221159783420685}}",0.7785428501353893,COMPLETE
41,0.7734550678193509,3.617289606421995,0.7733771023739537,"{'accuracy': {'mean': 0.7989607378674847, 'std': 0.007819854140296746}, 'balanced_accuracy': {'mean': 0.7968902864109524, 'std': 0.007807576628868452}, 'brier_score': {'mean': 0.1424498228869739, 'std': 0.004250067519818501}, 'cohen_kappa': {'mean': 0.5927538164829442, 'std': 0.015716105711375484}, 'f1': {'mean': 0.7733771023739537, 'std': 0.008579391061571753}, 'mean_absolute_stage_error': {'mean': 0.20103926213251527, 'std': 0.00781985414029673}, 'precision': {'mean': 0.7672507138644068, 'std': 0.009868443536720263}, 'quadratic_weighted_kappa': {'mean': 0.5927538164829442, 'std': 0.015716105711375484}, 'recall': {'mean': 0.7796544539713762, 'std': 0.00942679501708582}, 'roc_auc': {'mean': 0.8750482562909141, 'std': 0.0063541999442890415}}",0.7796544539713762,COMPLETE
42,0.7730052071397465,6.580423884990657,0.7729273306573397,"{'accuracy': {'mean': 0.7986673397564508, 'std': 0.007162096811028784}, 'balanced_accuracy': {'mean': 0.7965329605232893, 'std': 0.007046738667257088}, 'brier_score': {'mean': 0.14246922281581437, 'std': 0.004258636747260207}, 'cohen_kappa': {'mean': 0.592113207665733, 'std': 0.014317294023560176}, 'f1': {'mean': 0.7729273306573397, 'std': 0.007664100518475868}, 'mean_absolute_stage_error': {'mean': 0.20133266024354918, 'std': 0.007162096811028777}, 'precision': {'mean': 0.7672246054788466, 'std': 0.009565462798250867}, 'quadratic_weighted_kappa': {'mean': 0.592113207665733, 'std': 0.014317294023560176}, 'recall': {'mean': 0.7787648240683165, 'std': 0.007907479881905127}, 'roc_auc': {'mean': 0.8750210139842032, 'std': 0.006378824113248815}}",0.7787648240683165,COMPLETE
43,0.7711465161863776,0.6763851581059533,0.7710689291371693,"{'accuracy': {'mean': 0.7972960391734419, 'std': 0.007407086745747971}, 'balanced_accuracy': {'mean': 0.7949983054670181, 'std': 0.007424622402877525}, 'brier_score': {'mean': 0.14262116652622586, 'std': 0.004171943410392789}, 'cohen_kappa': {'mean': 0.5892138484618542, 'std': 0.014916390132915654}, 'f1': {'mean': 0.7710689291371693, 'std': 0.008193485199992781}, 'mean_absolute_stage_error': {'mean': 0.2027039608265581, 'std': 0.007407086745747978}, 'precision': {'mean': 0.7663645859176593, 'std': 0.009150813629503393}, 'quadratic_weighted_kappa': {'mean': 0.5892138484618542, 'std': 0.014916390132915654}, 'recall': {'mean': 0.7758704920835078, 'std': 0.008939053321549265}, 'roc_auc': {'mean': 0.8748491664338323, 'std': 0.006295758994527964}}",0.7758704920835078,COMPLETE
44,0.7730990339631552,3.6242603299274534,0.773021113036414,"{'accuracy': {'mean': 0.7986669562295082, 'std': 0.007976707628098517}, 'balanced_accuracy': {'mean': 0.7965802805437013, 'std': 0.007964960043134376}, 'brier_score': {'mean': 0.14243279616012397, 'std': 0.0042694288973411714}, 'cohen_kappa': {'mean': 0.5921491149699889, 'std': 0.016033063234670446}, 'f1': {'mean': 0.773021113036414, 'std': 0.008753384593047003}, 'mean_absolute_stage_error': {'mean': 0.20133304377049172, 'std': 0.007976707628098505}, 'precision': {'mean': 0.7669816994143934, 'std': 0.010051718191266568}, 'quadratic_weighted_kappa': {'mean': 0.5921491149699889, 'std': 0.016033063234670446}, 'recall': {'mean': 0.7792092674116997, 'std': 0.009573821628844088}, 'roc_auc': {'mean': 0.8750908453779823, 'std': 0.006391668977382976}}",0.7792092674116997,COMPLETE
45,0.7719401854047516,20.609395257131286,0.7718624424783127,"{'accuracy': {'mean': 0.7977859469016536, 'std': 0.007778018068426738}, 'balanced_accuracy': {'mean': 0.7956026370157191, 'std': 0.007626111336214053}, 'brier_score': {'mean': 0.1425261056758223, 'std': 0.004261410851786106}, 'cohen_kappa': {'mean': 0.5903000223723982, 'std': 0.015521333468497215}, 'f1': {'mean': 0.7718624424783127, 'std': 0.00824021391639567}, 'mean_absolute_stage_error': {'mean': 0.20221405309834636, 'std': 0.007778018068426721}, 'precision': {'mean': 0.766424831121111, 'std': 0.010379042482635083}, 'quadratic_weighted_kappa': {'mean': 0.5903000223723982, 'std': 0.015521333468497215}, 'recall': {'mean': 0.7774292643892868, 'std': 0.008115750802630868}, 'roc_auc': {'mean': 0.8749311274766767, 'std': 0.0063574266524201355}}",0.7774292643892868,COMPLETE
46,0.7726135274664864,1.415608433390867,0.7725356733548899,"{'accuracy': {'mean': 0.798275135516848, 'std': 0.007905292209069935}, 'balanced_accuracy': {'mean': 0.7961587922324581, 'std': 0.007828180421393466}, 'brier_score': {'mean': 0.14250842937767405, 'std': 0.004225143225863232}, 'cohen_kappa': {'mean': 0.5913377644200093, 'std': 0.01584730077038918}, 'f1': {'mean': 0.7725356733548899, 'std': 0.00854250589399458}, 'mean_absolute_stage_error': {'mean': 0.2017248644831519, 'std': 0.007905292209069905}, 'precision': {'mean': 0.7666589994459204, 'std': 0.010119633961858998}, 'quadratic_weighted_kappa': {'mean': 0.5913377644200093, 'std': 0.01584730077038918}, 'recall': {'mean': 0.7785411159640383, 'std': 0.008442323479795896}, 'roc_auc': {'mean': 0.8749916203545933, 'std': 0.006352280012918921}}",0.7785411159640383,COMPLETE
47,0.7715310252268476,12.164745064491994,0.7714533490412318,"{'accuracy': {'mean': 0.7974922611454127, 'std': 0.006757312766182768}, 'balanced_accuracy': {'mean': 0.7952690858529439, 'std': 0.006596166962749471}, 'brier_score': {'mean': 0.14253780647137415, 'std': 0.00426278915482857}, 'cohen_kappa': {'mean': 0.5896745508203859, 'std': 0.013463420200793184}, 'f1': {'mean': 0.7714533490412318, 'std': 0.007105837233274873}, 'mean_absolute_stage_error': {'mean': 0.2025077388545872, 'std': 0.006757312766182769}, 'precision': {'mean': 0.7662563196829463, 'std': 0.009162348802383218}, 'quadratic_weighted_kappa': {'mean': 0.5896745508203859, 'std': 0.013463420200793184}, 'recall': {'mean': 0.7767618561579186, 'std': 0.006835567817514323}, 'roc_auc': {'mean': 0.8748912433305651, 'std': 0.006336561100572957}}",0.7767618561579186,COMPLETE
48,0.7737614239409958,2.9481004794646495,0.7736834362734315,"{'accuracy': {'mean': 0.7992544715645934, 'std': 0.00785988010702509}, 'balanced_accuracy': {'mean': 0.7971762988980776, 'std': 0.007846944587265254}, 'brier_score': {'mean': 0.1424441302400279, 'std': 0.004236550446732539}, 'cohen_kappa': {'mean': 0.5933391240230869, 'std': 0.01580019968073726}, 'f1': {'mean': 0.7736834362734315, 'std': 0.008629534976836708}, 'mean_absolute_stage_error': {'mean': 0.20074552843540663, 'std': 0.007859880107025066}, 'precision': {'mean': 0.7676366717329899, 'std': 0.009914455788934578}, 'quadratic_weighted_kappa': {'mean': 0.5933391240230869, 'std': 0.01580019968073726}, 'recall': {'mean': 0.7798766756430678, 'std': 0.009393056499418864}, 'roc_auc': {'mean': 0.8750817344957639, 'std': 0.0063369972147526415}}",0.7798766756430678,COMPLETE
49,0.7720428418070188,1.0065747899924264,0.7719650543866977,"{'accuracy': {'mean': 0.7977857071973146, 'std': 0.007722550922731789}, 'balanced_accuracy': {'mean': 0.7956504342042588, 'std': 0.007566512052601016}, 'brier_score': {'mean': 0.14253873230201752, 'std': 0.004206618055225219}, 'cohen_kappa': {'mean': 0.5903387996072995, 'std': 0.01541629537313139}, 'f1': {'mean': 0.7719650543866977, 'std': 0.008164591982512372}, 'mean_absolute_stage_error': {'mean': 0.20221429280268546, 'std': 0.007722550922731769}, 'precision': {'mean': 0.766176883888021, 'std': 0.01017160002423783}, 'quadratic_weighted_kappa': {'mean': 0.5903387996072995, 'std': 0.01541629537313139}, 'recall': {'mean': 0.7778742032101988, 'std': 0.00730646616898757}, 'roc_auc': {'mean': 0.8749875071103694, 'std': 0.006331921537976912}}",0.7778742032101988,COMPLETE
