number,value,params_depth,params_iterations,params_l2_leaf_reg,params_learning_rate,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
30,0.806773095337547,4,200,7.584914066552962,0.12890188130047464,0.8066908785958569,"{'accuracy': {'mean': 0.8266732920945989, 'std': 0.007084080334266368}, 'balanced_accuracy': {'mean': 0.826190943735513, 'std': 0.007577410051630103}, 'brier_score': {'mean': 0.12325088677849239, 'std': 0.0018872273094074194}, 'cohen_kappa': {'mean': 0.6497038647725859, 'std': 0.01456704142050079}, 'f1': {'mean': 0.8066908785958569, 'std': 0.008578931128051739}, 'mean_absolute_stage_error': {'mean': 0.17332670790540114, 'std': 0.007084080334266368}, 'precision': {'mean': 0.7918514079461747, 'std': 0.006719684958434717}, 'quadratic_weighted_kappa': {'mean': 0.6497038647725859, 'std': 0.01456704142050079}, 'recall': {'mean': 0.8221674169022248, 'std': 0.0128152883987849}, 'roc_auc': {'mean': 0.9060823810578201, 'std': 0.0022491937806000677}}",0.8221674169022248,COMPLETE
31,0.8081960776322095,4,240,7.8745781714218905,0.09823691526088986,0.8081134381986393,"{'accuracy': {'mean': 0.8273590862087067, 'std': 0.006470712097306202}, 'balanced_accuracy': {'mean': 0.8272557579917125, 'std': 0.006877979580305267}, 'brier_score': {'mean': 0.12287677526256806, 'std': 0.0022068659289838127}, 'cohen_kappa': {'mean': 0.6513487959738293, 'std': 0.01327629607125982}, 'f1': {'mean': 0.8081134381986393, 'std': 0.007757659627412507}, 'mean_absolute_stage_error': {'mean': 0.17264091379129326, 'std': 0.006470712097306186}, 'precision': {'mean': 0.7906630222948314, 'std': 0.006083875752641562}, 'quadratic_weighted_kappa': {'mean': 0.6513487959738293, 'std': 0.01327629607125982}, 'recall': {'mean': 0.8263943357008902, 'std': 0.011048205846177293}, 'roc_auc': {'mean': 0.9069824651393615, 'std': 0.0032711241805041774}}",0.8263943357008902,COMPLETE
32,0.8036803099200758,4,240,10.804051472199436,0.07595433504998123,0.8035982491547117,"{'accuracy': {'mean': 0.8235396852106739, 'std': 0.00656217825139537}, 'balanced_accuracy': {'mean': 0.8232258238962344, 'std': 0.006868714599338191}, 'brier_score': {'mean': 0.12545884866172835, 'std': 0.0021286865999696077}, 'cohen_kappa': {'mean': 0.6435285911450903, 'std': 0.013397489281564008}, 'f1': {'mean': 0.8035982491547117, 'std': 0.00770245543779319}, 'mean_absolute_stage_error': {'mean': 0.17646031478932625, 'std': 0.00656217825139537}, 'precision': {'mean': 0.7873158428767195, 'std': 0.006746237283832671}, 'quadratic_weighted_kappa': {'mean': 0.6435285911450903, 'std': 0.013397489281564008}, 'recall': {'mean': 0.8206076536413882, 'std': 0.010365087283730815}, 'roc_auc': {'mean': 0.9040397447509619, 'std': 0.003351742518232518}}",0.8206076536413882,COMPLETE
33,0.7949998665938505,4,200,9.179352233314775,0.0646659972112201,0.7949188073372154,"{'accuracy': {'mean': 0.8159997852249121, 'std': 0.005409650607544184}, 'balanced_accuracy': {'mean': 0.8154200832597474, 'std': 0.005698231926356546}, 'brier_score': {'mean': 0.12976133937836093, 'std': 0.0016815809171464703}, 'cohen_kappa': {'mean': 0.6281832906314617, 'std': 0.01106666772915882}, 'f1': {'mean': 0.7949188073372154, 'std': 0.006434606506310106}, 'mean_absolute_stage_error': {'mean': 0.18400021477508782, 'std': 0.005409650607544181}, 'precision': {'mean': 0.779882835693331, 'std': 0.005773291337957992}, 'quadratic_weighted_kappa': {'mean': 0.6281832906314617, 'std': 0.01106666772915882}, 'recall': {'mean': 0.8105925663506346, 'std': 0.009431361335415405}, 'roc_auc': {'mean': 0.8985781927568551, 'std': 0.0027382131320963276}}",0.8105925663506346,COMPLETE
34,0.8034169391614189,4,240,7.0621962125568345,0.09978304766846408,0.8033351010141084,"{'accuracy': {'mean': 0.8237352360104951, 'std': 0.007344481083478084}, 'balanced_accuracy': {'mean': 0.8231617611530664, 'std': 0.007735533420121012}, 'brier_score': {'mean': 0.12292959069607345, 'std': 0.0024774097454390402}, 'cohen_kappa': {'mean': 0.6437346594283284, 'std': 0.01502592752667558}, 'f1': {'mean': 0.8033351010141084, 'std': 0.00870821453751136}, 'mean_absolute_stage_error': {'mean': 0.17626476398950477, 'std': 0.007344481083478085}, 'precision': {'mean': 0.7888909249417327, 'std': 0.007524566165124533}, 'quadratic_weighted_kappa': {'mean': 0.6437346594283284, 'std': 0.01502592752667558}, 'recall': {'mean': 0.818381473104241, 'std': 0.012255121306674105}, 'roc_auc': {'mean': 0.9070183516646846, 'std': 0.0036405046738511655}}",0.818381473104241,COMPLETE
35,0.7869684325663355,4,200,8.076054737622819,0.03949956334348077,0.7868881524481146,"{'accuracy': {'mean': 0.8087531874684488, 'std': 0.007992824625413493}, 'balanced_accuracy': {'mean': 0.8081152238035767, 'std': 0.008752876963228759}, 'brier_score': {'mean': 0.13776348713710634, 'std': 0.0021503564261083183}, 'cohen_kappa': {'mean': 0.6135598807561018, 'std': 0.016615188244947128}, 'f1': {'mean': 0.7868881524481146, 'std': 0.010115154591634614}, 'mean_absolute_stage_error': {'mean': 0.1912468125315511, 'std': 0.00799282462541352}, 'precision': {'mean': 0.7716747269979424, 'std': 0.006238043618530261}, 'quadratic_weighted_kappa': {'mean': 0.6135598807561018, 'std': 0.016615188244947128}, 'recall': {'mean': 0.8028011822093838, 'std': 0.015699896160529282}, 'roc_auc': {'mean': 0.8878709122776156, 'std': 0.004238348224286474}}",0.8028011822093838,COMPLETE
36,0.8039957557320856,3,240,11.245738599027096,0.13507134543544705,0.8039134944965133,"{'accuracy': {'mean': 0.8234419817220647, 'std': 0.005446503431062607}, 'balanced_accuracy': {'mean': 0.8233543549688008, 'std': 0.0053287925565084875}, 'brier_score': {'mean': 0.12448936472108305, 'std': 0.0026713361650485515}, 'cohen_kappa': {'mean': 0.6435030279791334, 'std': 0.010823392226129871}, 'f1': {'mean': 0.8039134944965133, 'std': 0.005795454980501465}, 'mean_absolute_stage_error': {'mean': 0.17655801827793527, 'std': 0.005446503431062618}, 'precision': {'mean': 0.7861609853289411, 'std': 0.008844802571306968}, 'quadratic_weighted_kappa': {'mean': 0.6435030279791334, 'std': 0.010823392226129871}, 'recall': {'mean': 0.822612355723137, 'std': 0.009307025476295623}, 'roc_auc': {'mean': 0.904413221460478, 'std': 0.00396481812619851}}",0.822612355723137,COMPLETE
37,0.7931220012832638,4,200,10.30498461776609,0.05462594719930046,0.793041164941969,"{'accuracy': {'mean': 0.8144324544334036, 'std': 0.009267679626442843}, 'balanced_accuracy': {'mean': 0.813781107510566, 'std': 0.009916856123930728}, 'brier_score': {'mean': 0.13241310490051267, 'std': 0.0017320853148036005}, 'cohen_kappa': {'mean': 0.6249645893681517, 'std': 0.01909626771007875}, 'f1': {'mean': 0.793041164941969, 'std': 0.01128573150940927}, 'mean_absolute_stage_error': {'mean': 0.18556754556659633, 'std': 0.009267679626442862}, 'precision': {'mean': 0.7783400490677744, 'std': 0.007880950457485138}, 'quadratic_weighted_kappa': {'mean': 0.6249645893681517, 'std': 0.01909626771007875}, 'recall': {'mean': 0.8083634129483143, 'std': 0.015693350229888294}, 'roc_auc': {'mean': 0.894981036615978, 'std': 0.0032727639104738007}}",0.8083634129483143,COMPLETE
38,0.7865362484589785,3,240,5.356910488272616,0.04473377291327849,0.7864563466873986,"{'accuracy': {'mean': 0.8091451040628448, 'std': 0.005428027116993279}, 'balanced_accuracy': {'mean': 0.80805930788698, 'std': 0.006162443405408134}, 'brier_score': {'mean': 0.13793529516729924, 'std': 0.001996802886701076}, 'cohen_kappa': {'mean': 0.6140094769938991, 'std': 0.011460056230054694}, 'f1': {'mean': 0.7864563466873986, 'std': 0.007332072961324755}, 'mean_absolute_stage_error': {'mean': 0.19085489593715527, 'std': 0.005428027116993265}, 'precision': {'mean': 0.7743591941637629, 'std': 0.003664757796933196}, 'quadratic_weighted_kappa': {'mean': 0.6140094769938991, 'std': 0.011460056230054694}, 'recall': {'mean': 0.7990177157990443, 'std': 0.012820309617974248}, 'roc_auc': {'mean': 0.8873360073166674, 'std': 0.0040912029446374945}}",0.7990177157990443,COMPLETE
39,0.8031242476537108,4,200,4.009295066650935,0.08589297877212254,0.8030422759752064,"{'accuracy': {'mean': 0.8231478644980136, 'std': 0.008515754548126423}, 'balanced_accuracy': {'mean': 0.8227804660742478, 'std': 0.009117366554777354}, 'brier_score': {'mean': 0.12621267482207807, 'std': 0.0021358084217394497}, 'cohen_kappa': {'mean': 0.6426921999439553, 'std': 0.017504193953255687}, 'f1': {'mean': 0.8030422759752064, 'std': 0.010309523284395246}, 'mean_absolute_stage_error': {'mean': 0.17685213550198645, 'std': 0.008515754548126421}, 'precision': {'mean': 0.7871330723215163, 'std': 0.00809484340693153}, 'quadratic_weighted_kappa': {'mean': 0.6426921999439553, 'std': 0.017504193953255687}, 'recall': {'mean': 0.8197167850445062, 'std': 0.0156059807367696}, 'roc_auc': {'mean': 0.9029307957885606, 'std': 0.0031858190115457525}}",0.8197167850445062,COMPLETE
40,0.7729474585068827,3,240,6.6697402168212765,0.0300047379861814,0.7728687810107289,"{'accuracy': {'mean': 0.7966112038766904, 'std': 0.003294610432034399}, 'balanced_accuracy': {'mean': 0.7955555117758921, 'std': 0.004412918512391025}, 'brier_score': {'mean': 0.14545868375115045, 'std': 0.001686163985148293}, 'cohen_kappa': {'mean': 0.5888353851847145, 'std': 0.007512274333547316}, 'f1': {'mean': 0.7728687810107289, 'std': 0.005897461151431905}, 'mean_absolute_stage_error': {'mean': 0.20338879612330968, 'std': 0.003294610432034399}, 'precision': {'mean': 0.7596066296347502, 'std': 0.0027450374044570504}, 'quadratic_weighted_kappa': {'mean': 0.5888353851847145, 'std': 0.007512274333547316}, 'recall': {'mean': 0.7867749615385569, 'std': 0.014307477106234574}, 'roc_auc': {'mean': 0.8768798674493311, 'std': 0.004068505536931645}}",0.7867749615385569,COMPLETE
41,0.806117723175228,4,240,7.555535425533129,0.10399138655102114,0.8060354845086571,"{'accuracy': {'mean': 0.8258901300779566, 'std': 0.005435745245876355}, 'balanced_accuracy': {'mean': 0.8255140842814225, 'std': 0.005836011148645759}, 'brier_score': {'mean': 0.1233916660088972, 'std': 0.002378209444309754}, 'cohen_kappa': {'mean': 0.6482077798256622, 'std': 0.011181218160545915}, 'f1': {'mean': 0.8060354845086571, 'std': 0.006677673585264815}, 'mean_absolute_stage_error': {'mean': 0.17410986992204336, 'std': 0.005435745245876357}, 'precision': {'mean': 0.7904161194991633, 'std': 0.006403483876307615}, 'quadratic_weighted_kappa': {'mean': 0.6482077798256622, 'std': 0.011181218160545915}, 'recall': {'mean': 0.8223866657087434, 'std': 0.011589206282157486}, 'roc_auc': {'mean': 0.9061989659305733, 'std': 0.003335639540542884}}",0.8223866657087434,COMPLETE
42,0.8067633194195617,4,240,7.900209373967643,0.09919370511816991,0.8066807465781715,"{'accuracy': {'mean': 0.8258897944918819, 'std': 0.007555546649704573}, 'balanced_accuracy': {'mean': 0.8258735401375528, 'std': 0.007783101464050955}, 'brier_score': {'mean': 0.12354731386659772, 'std': 0.001967177528174171}, 'cohen_kappa': {'mean': 0.648462525704619, 'std': 0.015315511173894432}, 'f1': {'mean': 0.8066807465781715, 'std': 0.008609395531897778}, 'mean_absolute_stage_error': {'mean': 0.17411020550811807, 'std': 0.007555546649704578}, 'precision': {'mean': 0.7885558724982691, 'std': 0.008629011410316948}, 'quadratic_weighted_kappa': {'mean': 0.648462525704619, 'std': 0.015315511173894432}, 'recall': {'mean': 0.8257284139021085, 'std': 0.011475953836245391}, 'roc_auc': {'mean': 0.9057988096087619, 'std': 0.002766496624127598}}",0.8257284139021085,COMPLETE
43,0.8031242618537333,4,240,9.346434582049753,0.07409463712506191,0.8030424013851603,"{'accuracy': {'mean': 0.8233437508839098, 'std': 0.007642791036612937}, 'balanced_accuracy': {'mean': 0.8228361515764693, 'std': 0.007882484545131052}, 'brier_score': {'mean': 0.125932370378478, 'std': 0.001902779990188742}, 'cohen_kappa': {'mean': 0.6429987503709993, 'std': 0.015526957070744354}, 'f1': {'mean': 0.8030424013851603, 'std': 0.008753438204409096}, 'mean_absolute_stage_error': {'mean': 0.17665624911609024, 'std': 0.007642791036612951}, 'precision': {'mean': 0.7880830664750766, 'std': 0.0080458490523077}, 'quadratic_weighted_kappa': {'mean': 0.6429987503709993, 'std': 0.015526957070744354}, 'recall': {'mean': 0.8186046857309904, 'std': 0.0104712964018776}, 'roc_auc': {'mean': 0.9033058837431863, 'std': 0.0033348263222666777}}",0.8186046857309904,COMPLETE
44,0.8053058457992591,4,240,8.807938863090836,0.18158183183802265,0.8052238516260749,"{'accuracy': {'mean': 0.8254985011287678, 'std': 0.004289263191943866}, 'balanced_accuracy': {'mean': 0.8249035054602422, 'std': 0.0046696008372035915}, 'brier_score': {'mean': 0.12208157334165204, 'std': 0.0021211925255061824}, 'cohen_kappa': {'mean': 0.6472683257014122, 'std': 0.00885883486910935}, 'f1': {'mean': 0.8052238516260749, 'std': 0.005377944890662027}, 'mean_absolute_stage_error': {'mean': 0.17450149887123226, 'std': 0.004289263191943883}, 'precision': {'mean': 0.791101540406391, 'std': 0.005156566698820846}, 'quadratic_weighted_kappa': {'mean': 0.6472683257014122, 'std': 0.00885883486910935}, 'recall': {'mean': 0.8199417318426067, 'std': 0.00999067359538338}, 'roc_auc': {'mean': 0.9076442455258722, 'std': 0.003119680318507248}}",0.8199417318426067,COMPLETE
45,0.7527716367660543,4,200,6.828761993197297,0.013057564914279146,0.7526948288304862,"{'accuracy': {'mean': 0.7780054968999038, 'std': 0.00457265711847289}, 'balanced_accuracy': {'mean': 0.7769403685758471, 'std': 0.005509668226948474}, 'brier_score': {'mean': 0.1592311833813082, 'std': 0.0018087105320447076}, 'cohen_kappa': {'mean': 0.551457507607708, 'std': 0.009992354028946932}, 'f1': {'mean': 0.7526948288304862, 'std': 0.007021772792916459}, 'mean_absolute_stage_error': {'mean': 0.2219945031000962, 'std': 0.004572657118472893}, 'precision': {'mean': 0.7380105247416505, 'std': 0.0018004002971647188}, 'quadratic_weighted_kappa': {'mean': 0.551457507607708, 'std': 0.009992354028946932}, 'recall': {'mean': 0.7680793556810215, 'std': 0.013547116503567535}, 'roc_auc': {'mean': 0.8604744645730129, 'std': 0.005378326564660078}}",0.7680793556810215,COMPLETE
46,0.8064769125971568,4,240,8.316575600594929,0.14550098989640695,0.8063952744988987,"{'accuracy': {'mean': 0.827554684949396, 'std': 0.005411790636565914}, 'balanced_accuracy': {'mean': 0.8263580083755837, 'std': 0.00581157258095577}, 'brier_score': {'mean': 0.12111080114293504, 'std': 0.0019073282527200656}, 'cohen_kappa': {'mean': 0.6509836999536589, 'std': 0.01116241269880011}, 'f1': {'mean': 0.8063952744988987, 'std': 0.0066706155180873165}, 'mean_absolute_stage_error': {'mean': 0.17244531505060395, 'std': 0.005411790636565923}, 'precision': {'mean': 0.7967092025880699, 'std': 0.0055581937176728815}, 'quadratic_weighted_kappa': {'mean': 0.6509836999536589, 'std': 0.01116241269880011}, 'recall': {'mean': 0.8163809825814875, 'std': 0.010461491236397145}, 'roc_auc': {'mean': 0.9091091832059215, 'std': 0.002762178931677209}}",0.8163809825814875,COMPLETE
47,0.8035774528672105,4,200,6.176199119574934,0.11411910331095244,0.8034956365704591,"{'accuracy': {'mean': 0.8239321291546157, 'std': 0.002241633746745626}, 'balanced_accuracy': {'mean': 0.8233146696437371, 'std': 0.002125006323166064}, 'brier_score': {'mean': 0.12400846284358842, 'std': 0.0012237820476680354}, 'cohen_kappa': {'mean': 0.6441093315211963, 'std': 0.004388349166053121}, 'f1': {'mean': 0.8034956365704591, 'std': 0.0023392270668014022}, 'mean_absolute_stage_error': {'mean': 0.1760678708453845, 'std': 0.0022416337467456257}, 'precision': {'mean': 0.7893976621923746, 'std': 0.004906362923595005}, 'quadratic_weighted_kappa': {'mean': 0.6441093315211963, 'std': 0.004388349166053121}, 'recall': {'mean': 0.8181629675140158, 'std': 0.0055654308918382115}, 'roc_auc': {'mean': 0.9052717040896905, 'std': 0.002015967898699507}}",0.8181629675140158,COMPLETE
48,0.8089861593191862,4,240,7.283587819046219,0.2048209501814164,0.8089040762573332,"{'accuracy': {'mean': 0.8294152700293351, 'std': 0.005259589137612245}, 'balanced_accuracy': {'mean': 0.8284952608092052, 'std': 0.0059164689102745565}, 'brier_score': {'mean': 0.12047763056322569, 'std': 0.002195574482748156}, 'cohen_kappa': {'mean': 0.6549156710382018, 'std': 0.011013859185495783}, 'f1': {'mean': 0.8089040762573332, 'std': 0.00696195407299264}, 'mean_absolute_stage_error': {'mean': 0.17058472997066496, 'std': 0.005259589137612225}, 'precision': {'mean': 0.7974484301148206, 'std': 0.005549404910997031}, 'quadratic_weighted_kappa': {'mean': 0.6549156710382018, 'std': 0.011013859185495783}, 'recall': {'mean': 0.8208306185293732, 'std': 0.013467457864581275}, 'roc_auc': {'mean': 0.9097024660269405, 'std': 0.003007165103792059}}",0.8208306185293732,COMPLETE
49,0.8044471402102429,3,200,9.548691918429283,0.20510281158859356,0.8043651684326429,"{'accuracy': {'mean': 0.8246173000374417, 'std': 0.006980432424195083}, 'balanced_accuracy': {'mean': 0.8240917679806934, 'std': 0.007643648255440831}, 'brier_score': {'mean': 0.12385666133184652, 'std': 0.0028992350857149677}, 'cohen_kappa': {'mean': 0.6455344657000657, 'std': 0.014484375123637736}, 'f1': {'mean': 0.8043651684326429, 'std': 0.00874762215772362}, 'mean_absolute_stage_error': {'mean': 0.17538269996255818, 'std': 0.006980432424195111}, 'precision': {'mean': 0.7896242795116644, 'std': 0.004874170567082307}, 'quadratic_weighted_kappa': {'mean': 0.6455344657000657, 'std': 0.014484375123637736}, 'recall': {'mean': 0.819717775999564, 'std': 0.013355663800454266}, 'roc_auc': {'mean': 0.9050572231024594, 'std': 0.004137461871483578}}",0.819717775999564,COMPLETE
