number,value,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_f1,user_attrs_metrics,user_attrs_recall,state
20,0.8187317167443026,0.6962128895011729,0.049285306003095726,10,51,320,47,5.522647372171152e-07,0.02324733809319998,0.9135011418466477,0.8186477641961855,"{'accuracy': {'mean': 0.8363674149756724, 'std': 0.010160809702652223}, 'balanced_accuracy': {'mean': 0.8367070932580066, 'std': 0.010390056612619684}, 'brier_score': {'mean': 0.11552103925026284, 'std': 0.0033855225500102515}, 'cohen_kappa': {'mean': 0.6697505443433347, 'std': 0.02053131782007272}, 'f1': {'mean': 0.8186477641961855, 'std': 0.011377309318136856}, 'mean_absolute_stage_error': {'mean': 0.1636325850243276, 'std': 0.010160809702652245}, 'precision': {'mean': 0.7988565505264066, 'std': 0.011459929303341889}, 'quadratic_weighted_kappa': {'mean': 0.6697505443433347, 'std': 0.02053131782007272}, 'recall': {'mean': 0.8395254811706152, 'std': 0.013987412376466727}, 'roc_auc': {'mean': 0.918174581644849, 'std': 0.003882716099385122}}",0.8395254811706152,COMPLETE
21,0.8188566887908344,0.7028260556199911,0.04833644780934143,10,47,320,46,2.286996447069931e-07,0.017448794900082956,0.9119340264265556,0.8187727583905628,"{'accuracy': {'mean': 0.8365636848885112, 'std': 0.0059179622441685}, 'balanced_accuracy': {'mean': 0.8368580564573642, 'std': 0.006365825073592133}, 'brier_score': {'mean': 0.11527301212286636, 'std': 0.0024459790165170217}, 'cohen_kappa': {'mean': 0.6701097326015744, 'std': 0.012162612759219668}, 'f1': {'mean': 0.8187727583905628, 'std': 0.007187023095266191}, 'mean_absolute_stage_error': {'mean': 0.16343631511148887, 'std': 0.005917962244168488}, 'precision': {'mean': 0.7993054849231817, 'std': 0.006315669066790189}, 'quadratic_weighted_kappa': {'mean': 0.6701097326015744, 'std': 0.012162612759219668}, 'recall': {'mean': 0.8393040027152168, 'std': 0.011976120882281038}, 'roc_auc': {'mean': 0.9183989846670547, 'std': 0.0029787829162073935}}",0.8393040027152168,COMPLETE
22,0.8186922527307641,0.7081516769406345,0.026517753365026337,10,51,360,56,1.0930073839449643e-07,0.1976979530269803,0.8584620050090596,0.8186073652165501,"{'accuracy': {'mean': 0.8345075490087506, 'std': 0.004896233309843203}, 'balanced_accuracy': {'mean': 0.8360478439992285, 'std': 0.005223651476988266}, 'brier_score': {'mean': 0.11643901894887536, 'std': 0.0018443043321761967}, 'cohen_kappa': {'mean': 0.66680932651873, 'std': 0.009988242795062942}, 'f1': {'mean': 0.8186073652165501, 'std': 0.0058445049858463225}, 'mean_absolute_stage_error': {'mean': 0.16549245099124935, 'std': 0.004896233309843192}, 'precision': {'mean': 0.7905357661506462, 'std': 0.006692683353021379}, 'quadratic_weighted_kappa': {'mean': 0.66680932651873, 'std': 0.009988242795062942}, 'recall': {'mean': 0.8488751421401162, 'std': 0.011475195964716335}, 'roc_auc': {'mean': 0.9167226466649356, 'std': 0.002728532647597228}}",0.8488751421401162,COMPLETE
23,0.8214748278477958,0.7694732552910784,0.04863086068133427,10,33,320,46,1.436848592530909e-06,0.014387413212430554,0.9290210585718797,0.8213902296924587,"{'accuracy': {'mean': 0.8381305362713416, 'std': 0.00630255400678494}, 'balanced_accuracy': {'mean': 0.8389726731795077, 'std': 0.006395970505230681}, 'brier_score': {'mean': 0.11618988739674056, 'std': 0.0026764845760866005}, 'cohen_kappa': {'mean': 0.6736215985974099, 'std': 0.012701362433080659}, 'f1': {'mean': 0.8213902296924587, 'std': 0.006968076070152798}, 'mean_absolute_stage_error': {'mean': 0.16186946372865854, 'std': 0.006302554006784925}, 'precision': {'mean': 0.7982121772372988, 'std': 0.007248905438672298}, 'quadratic_weighted_kappa': {'mean': 0.6736215985974099, 'std': 0.012701362433080659}, 'recall': {'mean': 0.8459815533716007, 'std': 0.008154830557354461}, 'roc_auc': {'mean': 0.917340731273724, 'std': 0.0031441248065595655}}",0.8459815533716007,COMPLETE
24,0.8186224837894088,0.7588488012699071,0.022191885214951895,10,34,320,59,9.264296288990636e-07,0.000506103976061127,0.8607473613285671,0.8185374627192269,"{'accuracy': {'mean': 0.834115105064809, 'std': 0.008192729936469694}, 'balanced_accuracy': {'mean': 0.8358414214881631, 'std': 0.00792787828516132}, 'brier_score': {'mean': 0.11768341628494743, 'std': 0.0024607575066638732}, 'cohen_kappa': {'mean': 0.6661631737131748, 'std': 0.016234224265270197}, 'f1': {'mean': 0.8185374627192269, 'std': 0.00836600298830029}, 'mean_absolute_stage_error': {'mean': 0.16588489493519112, 'std': 0.008192729936469712}, 'precision': {'mean': 0.789179655594706, 'std': 0.010909941348804542}, 'quadratic_weighted_kappa': {'mean': 0.6661631737131748, 'std': 0.016234224265270197}, 'recall': {'mean': 0.8502107018191458, 'std': 0.006934018841881494}, 'roc_auc': {'mean': 0.9151407775032852, 'std': 0.003265497460623041}}",0.8502107018191458,COMPLETE
25,0.8220579193525756,0.8051544749682007,0.044367738654833344,-1,32,360,51,0.01914296989301777,0.18671289643744537,0.9317689412189718,0.8219737441864048,"{'accuracy': {'mean': 0.8395996362246949, 'std': 0.004077300046866945}, 'balanced_accuracy': {'mean': 0.8398305965606154, 'std': 0.004490335097569003}, 'brier_score': {'mean': 0.11607435659084879, 'std': 0.002813188754832607}, 'cohen_kappa': {'mean': 0.6761707722890501, 'std': 0.008452631935699602}, 'f1': {'mean': 0.8219737441864048, 'std': 0.005150965895830094}, 'mean_absolute_stage_error': {'mean': 0.16040036377530498, 'std': 0.004077300046866931}, 'precision': {'mean': 0.8031618863026682, 'std': 0.004384204361372435}, 'quadratic_weighted_kappa': {'mean': 0.6761707722890501, 'std': 0.008452631935699602}, 'recall': {'mean': 0.8417516617077624, 'std': 0.009436299761485028}, 'roc_auc': {'mean': 0.9178834601313337, 'std': 0.003377926395756187}}",0.8417516617077624,COMPLETE
26,0.8171759591970434,0.8064222117952545,0.019792623013461012,-1,21,360,51,7.87701300552545e-05,0.20833526000151617,0.9328626194021893,0.8170908488913586,"{'accuracy': {'mean': 0.8323533261134386, 'std': 0.0070232638499278365}, 'balanced_accuracy': {'mean': 0.8343642926504572, 'std': 0.007046885600927197}, 'brier_score': {'mean': 0.11798881020162588, 'std': 0.00245782604731912}, 'cohen_kappa': {'mean': 0.6628155424963511, 'std': 0.014039042897896838}, 'f1': {'mean': 0.8170908488913586, 'std': 0.007554578709866249}, 'mean_absolute_stage_error': {'mean': 0.16764667388656135, 'std': 0.007023263849927851}, 'precision': {'mean': 0.7857896764675913, 'std': 0.009309891600163905}, 'quadratic_weighted_kappa': {'mean': 0.6628155424963511, 'std': 0.014039042897896838}, 'recall': {'mean': 0.8511030568486143, 'std': 0.010804445820570073}, 'roc_auc': {'mean': 0.9145825256811687, 'std': 0.0031492155758871387}}",0.8511030568486143,COMPLETE
27,0.8212640633903633,0.8454657554793146,0.03523808803325862,10,31,360,58,1.1519727202620856e-06,0.45221187597101437,0.983082208805108,0.8211798881003232,"{'accuracy': {'mean': 0.8387183871925012, 'std': 0.006974635149764731}, 'balanced_accuracy': {'mean': 0.8390438908091777, 'std': 0.007213774512829311}, 'brier_score': {'mean': 0.11527577678812703, 'std': 0.002168021494697908}, 'cohen_kappa': {'mean': 0.6744632728993214, 'std': 0.014166441520658183}, 'f1': {'mean': 0.8211798881003232, 'std': 0.007970608685224746}, 'mean_absolute_stage_error': {'mean': 0.16128161280749873, 'std': 0.0069746351497647335}, 'precision': {'mean': 0.8016056806983402, 'std': 0.007158008521042098}, 'quadratic_weighted_kappa': {'mean': 0.6744632728993214, 'std': 0.014166441520658183}, 'recall': {'mean': 0.8417529004015843, 'std': 0.009679684764469232}, 'roc_auc': {'mean': 0.9181998270635402, 'std': 0.0025678449053417075}}",0.8417529004015843,COMPLETE
28,0.8077777644766934,0.8902711629023414,0.05703988435392748,4,39,280,50,0.0003098593300147738,0.09851188860489803,0.9378538608465752,0.8076929214315876,"{'accuracy': {'mean': 0.8222665195840844, 'std': 0.006278569257991938}, 'balanced_accuracy': {'mean': 0.8250718382950458, 'std': 0.006609631900904909}, 'brier_score': {'mean': 0.12300587247119968, 'std': 0.002078780180690039}, 'cohen_kappa': {'mean': 0.6431855213636374, 'std': 0.012759420471437575}, 'f1': {'mean': 0.8076929214315876, 'std': 0.007211891088421674}, 'mean_absolute_stage_error': {'mean': 0.1777334804159158, 'std': 0.0062785692579919415}, 'precision': {'mean': 0.7707271256720298, 'std': 0.006105832188716731}, 'quadratic_weighted_kappa': {'mean': 0.6431855213636374, 'std': 0.012759420471437575}, 'recall': {'mean': 0.8484304510579683, 'std': 0.010545099774600284}, 'roc_auc': {'mean': 0.909935974931467, 'std': 0.00307658197329463}}",0.8484304510579683,COMPLETE
29,0.8207289283352383,0.8330796788820958,0.08841725608655056,-1,45,360,61,1.316355529867707e-05,0.49707326687577136,0.9020422863165425,0.8206460660111018,"{'accuracy': {'mean': 0.8406763401749746, 'std': 0.006902723209005708}, 'balanced_accuracy': {'mean': 0.8393863381782003, 'std': 0.00728174594814375}, 'brier_score': {'mean': 0.12252268263952168, 'std': 0.0037781181189217718}, 'cohen_kappa': {'mean': 0.6773564828280835, 'std': 0.014130312973582174}, 'f1': {'mean': 0.8206460660111018, 'std': 0.008265292327893683}, 'mean_absolute_stage_error': {'mean': 0.15932365982502544, 'std': 0.006902723209005698}, 'precision': {'mean': 0.8129454211324425, 'std': 0.008439247372574602}, 'quadratic_weighted_kappa': {'mean': 0.6773564828280835, 'std': 0.014130312973582174}, 'recall': {'mean': 0.8286232413644461, 'std': 0.013134420874015337}, 'roc_auc': {'mean': 0.9180014738675618, 'std': 0.0032685629238561587}}",0.8286232413644461,COMPLETE
30,0.8195515013116811,0.7951031196236895,0.03811115045790548,-1,39,320,43,5.848038950802743e-08,6.190577015932347,0.9488147403989953,0.8194668363411992,"{'accuracy': {'mean': 0.8358783701830814, 'std': 0.005791383099422514}, 'balanced_accuracy': {'mean': 0.8370338686777025, 'std': 0.0058974665701246026}, 'brier_score': {'mean': 0.11637493335601898, 'std': 0.0023991740794693365}, 'cohen_kappa': {'mean': 0.6693077848578722, 'std': 0.011664267337736178}, 'f1': {'mean': 0.8194668363411992, 'std': 0.00643494846787915}, 'mean_absolute_stage_error': {'mean': 0.16412162981691863, 'std': 0.00579138309942251}, 'precision': {'mean': 0.7940316013291147, 'std': 0.007263657720550157}, 'quadratic_weighted_kappa': {'mean': 0.6693077848578722, 'std': 0.011664267337736178}, 'recall': {'mean': 0.8466497048192622, 'std': 0.009060436237197997}, 'roc_auc': {'mean': 0.9166931014353639, 'std': 0.0029834160837528523}}",0.8466497048192622,COMPLETE
31,0.8210002979916625,0.844944690921607,0.033834665355160526,10,31,360,58,1.7396807609272418e-06,4.521894852600965,0.9947636125532433,0.8209155217121538,"{'accuracy': {'mean': 0.8372489516530731, 'std': 0.007190300243157919}, 'balanced_accuracy': {'mean': 0.8383765917635214, 'std': 0.0070733774954594465}, 'brier_score': {'mean': 0.11585431863887677, 'std': 0.002676920958769558}, 'cohen_kappa': {'mean': 0.6720450171585426, 'std': 0.014339147387883807}, 'f1': {'mean': 0.8209155217121538, 'std': 0.00757989179537452}, 'mean_absolute_stage_error': {'mean': 0.16275104834692697, 'std': 0.007190300243157893}, 'precision': {'mean': 0.7957637960015076, 'std': 0.009523722588055967}, 'quadratic_weighted_kappa': {'mean': 0.6720450171585426, 'std': 0.014339147387883807}, 'recall': {'mean': 0.8477627950878357, 'std': 0.007952758216795447}, 'roc_auc': {'mean': 0.9172642198865132, 'std': 0.0032545591535200515}}",0.8477627950878357,COMPLETE
32,0.820785935543387,0.8872371835548125,0.05968561340147964,10,31,360,56,3.5497139940668654e-06,0.027968934898664206,0.971313917513872,0.8207026284290728,"{'accuracy': {'mean': 0.8398933699218037, 'std': 0.006769688841524299}, 'balanced_accuracy': {'mean': 0.8391619718543708, 'std': 0.007345600132065224}, 'brier_score': {'mean': 0.11782448760010214, 'std': 0.0025441143872956687}, 'cohen_kappa': {'mean': 0.676133456858236, 'std': 0.013994997302351726}, 'f1': {'mean': 0.8207026284290728, 'std': 0.008376152258379968}, 'mean_absolute_stage_error': {'mean': 0.16010663007819634, 'std': 0.006769688841524297}, 'precision': {'mean': 0.8087563530377284, 'std': 0.005739035326219939}, 'quadratic_weighted_kappa': {'mean': 0.676133456858236, 'std': 0.013994997302351726}, 'recall': {'mean': 0.8330711431409806, 'std': 0.012856475754171448}, 'roc_auc': {'mean': 0.9179853443698264, 'std': 0.0023701908018858124}}",0.8330711431409806,COMPLETE
33,0.8218312218515847,0.8721518457657766,0.04514517138481461,10,54,320,63,2.3385861945265417e-05,0.4798439851537339,0.9202468177415085,0.8217471800431909,"{'accuracy': {'mean': 0.8395995403429592, 'std': 0.008575452458697955}, 'balanced_accuracy': {'mean': 0.8396878243419073, 'std': 0.008805574377322253}, 'brier_score': {'mean': 0.11592346842693728, 'std': 0.002353809832607573}, 'cohen_kappa': {'mean': 0.6760812268230799, 'std': 0.01736421738118742}, 'f1': {'mean': 0.8217471800431909, 'std': 0.009701708218351804}, 'mean_absolute_stage_error': {'mean': 0.1604004596570406, 'std': 0.008575452458697935}, 'precision': {'mean': 0.8039601224205335, 'std': 0.009866127028968249}, 'quadratic_weighted_kappa': {'mean': 0.6760812268230799, 'std': 0.01736421738118742}, 'recall': {'mean': 0.8404180839388481, 'std': 0.012549019231722277}, 'roc_auc': {'mean': 0.917525874571464, 'std': 0.003229842061192235}}",0.8404180839388481,COMPLETE
34,0.8211045116361794,0.9971847628771369,0.04580219758838884,10,54,320,63,2.630384954186891e-05,0.11259504059103968,0.9191011623704114,0.8210204699021071,"{'accuracy': {'mean': 0.838815898917639, 'std': 0.006483452013115676}, 'balanced_accuracy': {'mean': 0.838987999081551, 'std': 0.006921686829130843}, 'brier_score': {'mean': 0.11603036769240349, 'std': 0.002554422122393945}, 'cohen_kappa': {'mean': 0.6745547777647684, 'std': 0.013301898546202501}, 'f1': {'mean': 0.8210204699021071, 'std': 0.007757333247957187}, 'mean_absolute_stage_error': {'mean': 0.16118410108236098, 'std': 0.0064834520131157175}, 'precision': {'mean': 0.8025421406487935, 'std': 0.005932168955010341}, 'quadratic_weighted_kappa': {'mean': 0.6745547777647684, 'std': 0.013301898546202501}, 'recall': {'mean': 0.8404173407225549, 'std': 0.011374049983285783}, 'roc_auc': {'mean': 0.9175359351382714, 'std': 0.003120096823548737}}",0.8404173407225549,COMPLETE
35,0.8229144073155571,0.8751018359597045,0.06043568025541959,10,55,280,52,0.015171093494834411,2.834366099052528,0.6509337864470486,0.8228298980984363,"{'accuracy': {'mean': 0.8398934178626714, 'std': 0.004754661856438439}, 'balanced_accuracy': {'mean': 0.8404513649262547, 'std': 0.004977399222977412}, 'brier_score': {'mean': 0.11559133677920799, 'std': 0.0017293368984799909}, 'cohen_kappa': {'mean': 0.6769743177054861, 'std': 0.00968134522492971}, 'f1': {'mean': 0.8228298980984363, 'std': 0.005528444084081897}, 'mean_absolute_stage_error': {'mean': 0.1601065821373285, 'std': 0.004754661856438411}, 'precision': {'mean': 0.8017466360384077, 'std': 0.005344167571824046}, 'quadratic_weighted_kappa': {'mean': 0.6769743177054861, 'std': 0.00968134522492971}, 'recall': {'mean': 0.8450921712073054, 'std': 0.008193190318844811}, 'roc_auc': {'mean': 0.9181337055446477, 'std': 0.002356994974755589}}",0.8450921712073054,COMPLETE
36,0.8195642439315783,0.8801955568846586,0.08750552154477446,-1,55,240,53,0.005752251994481503,4.80840396874273,0.6567078737052238,0.8194807361736389,"{'accuracy': {'mean': 0.8381313033252266, 'std': 0.0023094105745323627}, 'balanced_accuracy': {'mean': 0.8378045147855999, 'std': 0.0022891178926019557}, 'brier_score': {'mean': 0.1166846445270349, 'std': 0.0019816236984316997}, 'cohen_kappa': {'mean': 0.6728638996757479, 'std': 0.004603087116098302}, 'f1': {'mean': 0.8194807361736389, 'std': 0.0025248718464607454}, 'mean_absolute_stage_error': {'mean': 0.16186869667477347, 'std': 0.0023094105745323514}, 'precision': {'mean': 0.8044909391503884, 'std': 0.004204629456945826}, 'quadratic_weighted_kappa': {'mean': 0.6728638996757479, 'std': 0.004603087116098302}, 'recall': {'mean': 0.8350775793940806, 'std': 0.0050174771404300125}, 'roc_auc': {'mean': 0.9179317230083199, 'std': 0.001993011912820579}}",0.8350775793940806,COMPLETE
37,0.8211672109840001,0.8690059676451782,0.06591090370827044,10,56,280,60,0.6759193998482651,2.2590747246256715,0.7380574125185909,0.8210831914473212,"{'accuracy': {'mean': 0.8389138900514549, 'std': 0.007385388567623153}, 'balanced_accuracy': {'mean': 0.8390522961486392, 'std': 0.007625838345670068}, 'brier_score': {'mean': 0.1148500792108349, 'std': 0.002408436005620573}, 'cohen_kappa': {'mean': 0.6747350211112665, 'std': 0.014988094460568941}, 'f1': {'mean': 0.8210831914473212, 'std': 0.008436110069630097}, 'mean_absolute_stage_error': {'mean': 0.16108610994854505, 'std': 0.007385388567623147}, 'precision': {'mean': 0.8028711175818902, 'std': 0.00822785934438699}, 'quadratic_weighted_kappa': {'mean': 0.6747350211112665, 'std': 0.014988094460568941}, 'recall': {'mean': 0.8401953667896276, 'std': 0.01101616511522381}, 'roc_auc': {'mean': 0.9191238973296365, 'std': 0.0028419488326495066}}",0.8401953667896276,COMPLETE
38,0.8159893170202972,0.9101308159319258,0.029601344968734542,-1,48,200,55,0.013159703564657066,0.4327125577035106,0.7231223998279614,0.8159040956037765,"{'accuracy': {'mean': 0.8307860432627979, 'std': 0.00788955354906046}, 'balanced_accuracy': {'mean': 0.8330838001117498, 'std': 0.007831974067970177}, 'brier_score': {'mean': 0.11922085705516876, 'std': 0.002939978708686299}, 'cohen_kappa': {'mean': 0.6598748139270951, 'std': 0.01572702716531581}, 'f1': {'mean': 0.8159040956037765, 'std': 0.008304301967653771}, 'mean_absolute_stage_error': {'mean': 0.16921395673720205, 'std': 0.007889553549060456}, 'precision': {'mean': 0.7825986001058858, 'std': 0.009531542202944988}, 'quadratic_weighted_kappa': {'mean': 0.6598748139270951, 'std': 0.01572702716531581}, 'recall': {'mean': 0.8522141652070724, 'std': 0.00878070706032788}, 'roc_auc': {'mean': 0.9134646531019414, 'std': 0.0038118089964851187}}",0.8522141652070724,COMPLETE
39,0.8151856630834102,0.856111513034165,0.02430281609461401,10,43,280,51,0.44093493606738265,2.186879992755646,0.7818547375142137,0.8151004192713052,"{'accuracy': {'mean': 0.8298064675107136, 'std': 0.008616739772408243}, 'balanced_accuracy': {'mean': 0.8322338571894605, 'std': 0.00818011536376618}, 'brier_score': {'mean': 0.11942048346213233, 'std': 0.002732349788939716}, 'cohen_kappa': {'mean': 0.6580170840908164, 'std': 0.016907580159086104}, 'f1': {'mean': 0.8151004192713052, 'std': 0.00845556892935887}, 'mean_absolute_stage_error': {'mean': 0.17019353248928643, 'std': 0.00861673977240825}, 'precision': {'mean': 0.7810124683264631, 'std': 0.012571164166429746}, 'quadratic_weighted_kappa': {'mean': 0.6580170840908164, 'std': 0.016907580159086104}, 'recall': {'mean': 0.8524381210501151, 'std': 0.008733947975690779}, 'roc_auc': {'mean': 0.9135237999180204, 'std': 0.0037715682940778765}}",0.8524381210501151,COMPLETE
40,0.8046275954495482,0.9083365437111356,0.01844024815854603,6,53,240,63,0.00037643559940810106,0.797319115282581,0.8277404559971349,0.8045420179085536,"{'accuracy': {'mean': 0.8170768247612665, 'std': 0.004943228368561633}, 'balanced_accuracy': {'mean': 0.8212253821688051, 'std': 0.005167954343326307}, 'brier_score': {'mean': 0.12994414275469862, 'std': 0.0022720704016345296}, 'cohen_kappa': {'mean': 0.6337986865132148, 'std': 0.009951672068482189}, 'f1': {'mean': 0.8045420179085536, 'std': 0.005621368741869073}, 'mean_absolute_stage_error': {'mean': 0.18292317523873353, 'std': 0.004943228368561612}, 'precision': {'mean': 0.7592085870622073, 'std': 0.006777749671582841}, 'quadratic_weighted_kappa': {'mean': 0.6337986865132148, 'std': 0.009951672068482189}, 'recall': {'mean': 0.8557754099457204, 'std': 0.011576194048927768}, 'roc_auc': {'mean': 0.9029566309471532, 'std': 0.003997645090644565}}",0.8557754099457204,COMPLETE
41,0.8209932961018155,0.8259954074462279,0.043626961867551585,10,57,320,49,0.18407335982876047,0.13903327543561161,0.9554850067604079,0.8209086311561075,"{'accuracy': {'mean': 0.8374449339207048, 'std': 0.0069870270324855445}, 'balanced_accuracy': {'mean': 0.8384322697304671, 'std': 0.0066846503642817535}, 'brier_score': {'mean': 0.11593554672145637, 'std': 0.002389149424081923}, 'cohen_kappa': {'mean': 0.6723515774261941, 'std': 0.01381133682777978}, 'f1': {'mean': 0.8209086311561075, 'std': 0.007081641000948048}, 'mean_absolute_stage_error': {'mean': 0.16255506607929515, 'std': 0.0069870270324855245}, 'precision': {'mean': 0.7967624430340419, 'std': 0.010444293210361152}, 'quadratic_weighted_kappa': {'mean': 0.6723515774261941, 'std': 0.01381133682777978}, 'recall': {'mean': 0.8466494570804978, 'std': 0.007243423022027843}, 'roc_auc': {'mean': 0.9172831619219008, 'std': 0.0027160375745354888}}",0.8466494570804978,COMPLETE
42,0.820993153508031,0.7549164893081922,0.05440727073332193,10,41,320,53,3.883588227126541e-08,0.04704753825605818,0.8952948283287289,0.8209094456267177,"{'accuracy': {'mean': 0.8393054710597759, 'std': 0.007695472027108969}, 'balanced_accuracy': {'mean': 0.8390672929409068, 'std': 0.007714218560307648}, 'brier_score': {'mean': 0.11555613310957213, 'std': 0.0028166656815408935}, 'cohen_kappa': {'mean': 0.6752856837965038, 'std': 0.015472387469697252}, 'f1': {'mean': 0.8209094456267177, 'std': 0.008450146031416104}, 'mean_absolute_stage_error': {'mean': 0.16069452894022399, 'std': 0.007695472027108971}, 'precision': {'mean': 0.805438594120988, 'std': 0.010287010336786202}, 'quadratic_weighted_kappa': {'mean': 0.6752856837965038, 'std': 0.015472387469697252}, 'recall': {'mean': 0.8370788131331274, 'std': 0.010564651982453111}, 'roc_auc': {'mean': 0.9183835363332656, 'std': 0.0032603304117155138}}",0.8370788131331274,COMPLETE
43,0.8195446174820568,0.7766707159584655,0.06226711645921494,10,60,320,43,0.038190647530905966,0.03920589752033923,0.9269230800616304,0.8194609761681495,"{'accuracy': {'mean': 0.8378375696281178, 'std': 0.007084769751685984}, 'balanced_accuracy': {'mean': 0.8376851224796749, 'std': 0.006930125086799018}, 'brier_score': {'mean': 0.11624623139073517, 'std': 0.0030993556378250196}, 'cohen_kappa': {'mean': 0.6723940452683506, 'std': 0.014117297503369021}, 'f1': {'mean': 0.8194609761681495, 'std': 0.007489536935123697}, 'mean_absolute_stage_error': {'mean': 0.1621624303718821, 'std': 0.007084769751685983}, 'precision': {'mean': 0.8032873093029735, 'std': 0.010548057093891781}, 'quadratic_weighted_kappa': {'mean': 0.6723940452683506, 'std': 0.014117297503369021}, 'recall': {'mean': 0.8364131390731103, 'std': 0.009454102034803489}, 'roc_auc': {'mean': 0.9178399009337976, 'std': 0.003040632670921822}}",0.8364131390731103,COMPLETE
44,0.818454864021672,0.9363639175273377,0.04089886604318666,10,46,280,57,1.7524326575257867e-07,9.323271237539826,0.9461478194784578,0.8183702880389543,"{'accuracy': {'mean': 0.8348007074154454, 'std': 0.006824005978770412}, 'balanced_accuracy': {'mean': 0.8359765064097212, 'std': 0.006483286005290874}, 'brier_score': {'mean': 0.11628233000199498, 'std': 0.001900419639682048}, 'cohen_kappa': {'mean': 0.6671724335550697, 'std': 0.01346097624921344}, 'f1': {'mean': 0.8183702880389543, 'std': 0.006834382151250767}, 'mean_absolute_stage_error': {'mean': 0.1651992925845545, 'std': 0.006824005978770416}, 'precision': {'mean': 0.7927610615795105, 'std': 0.010168306507867018}, 'quadratic_weighted_kappa': {'mean': 0.6671724335550697, 'std': 0.01346097624921344}, 'recall': {'mean': 0.845759827177438, 'std': 0.006163130272476906}, 'roc_auc': {'mean': 0.9166501503199072, 'std': 0.0022844665919243973}}",0.845759827177438,COMPLETE
45,0.8142281768560179,0.7944951862730243,0.08005888551429415,4,37,360,61,8.273503290482471e-06,1.432534865314598,0.8612136391797934,0.8141434449960696,"{'accuracy': {'mean': 0.8298069469193917, 'std': 0.00603291372261879}, 'balanced_accuracy': {'mean': 0.8316848153458644, 'std': 0.00627895667375274}, 'brier_score': {'mean': 0.11957066820627327, 'std': 0.002316918632980319}, 'cohen_kappa': {'mean': 0.6576226854373469, 'std': 0.012235175770308582}, 'f1': {'mean': 0.8141434449960696, 'std': 0.006880604966371166}, 'mean_absolute_stage_error': {'mean': 0.17019305308060823, 'std': 0.006032913722618802}, 'precision': {'mean': 0.7835152922861933, 'std': 0.006581634425103169}, 'quadratic_weighted_kappa': {'mean': 0.6576226854373469, 'std': 0.012235175770308582}, 'recall': {'mean': 0.847318599483217, 'std': 0.009954873210492439}, 'roc_auc': {'mean': 0.9133443895634002, 'std': 0.0027508264170688973}}",0.847318599483217,COMPLETE
46,0.8153017373807816,0.6613399211880978,0.10943008575903548,-1,21,80,32,2.0380898870571764,0.008543941619278572,0.6955865389909387,0.8152164045313647,"{'accuracy': {'mean': 0.8298068989785239, 'std': 0.0058157975439466925}, 'balanced_accuracy': {'mean': 0.8323290874936691, 'std': 0.005834655555923872}, 'brier_score': {'mean': 0.12161185318293917, 'std': 0.002197174990137293}, 'cohen_kappa': {'mean': 0.6580652426086279, 'std': 0.01159640947313952}, 'f1': {'mean': 0.8152164045313647, 'std': 0.0062664384676672565}, 'mean_absolute_stage_error': {'mean': 0.17019310102147608, 'std': 0.005815797543946665}, 'precision': {'mean': 0.7804924393305741, 'std': 0.008737289859448556}, 'quadratic_weighted_kappa': {'mean': 0.6580652426086279, 'std': 0.01159640947313952}, 'recall': {'mean': 0.8533284941694681, 'std': 0.01114221480006682}, 'roc_auc': {'mean': 0.910313832418753, 'std': 0.002865753097739134}}",0.8533284941694681,COMPLETE
47,0.8167445482032654,0.7487238713065588,0.24766750473261806,6,49,320,52,2.911900817157182e-06,0.0034097496250356384,0.95852815131224,0.8166619978813289,"{'accuracy': {'mean': 0.8369553617785679, 'std': 0.005486365818844601}, 'balanced_accuracy': {'mean': 0.835727354410335, 'std': 0.0059569777388530235}, 'brier_score': {'mean': 0.12790520210309114, 'std': 0.002699212623316803}, 'cohen_kappa': {'mean': 0.6698966481261227, 'std': 0.011360749103971678}, 'f1': {'mean': 0.8166619978813289, 'std': 0.006853617132620869}, 'mean_absolute_stage_error': {'mean': 0.16304463822143217, 'std': 0.005486365818844626}, 'precision': {'mean': 0.8080550773226983, 'std': 0.004801652960968408}, 'quadratic_weighted_kappa': {'mean': 0.6698966481261227, 'std': 0.011360749103971678}, 'recall': {'mean': 0.8255032193652438, 'std': 0.010640243995108456}, 'roc_auc': {'mean': 0.91499889343026, 'std': 0.0032623501436740495}}",0.8255032193652438,COMPLETE
